question,gemini_reply
Khargosh kon dhoroner shikarir jonyo sadharon shikar?,"P passage-ti te spashthabhabe bola achhe je majhari akarer biaal khargosh shikar kore. Tai, uttar habe:

**C: Majhari akarer biaal**
"
Tulonamulok chhoto biaalra sadharonoto nicher konti shikar kore?,"The correct answer is **A: Indoor**.

The passage states: ""Abosheshe, onek chhoto biaal achhe (hariwe jaoa posha biaal) jara onek khudro shikar korey thaake jemon poka, **indoor**, tiktiki ebong pakhi.""
"
Nicher konti oceloto’er shikar poddhotir ongsho noy?,"The passage mentions the following hunting methods of ocelots:

*   Blending with their environment.
*   Following scent trails.
*   Hunting at night using their good vision.
*   Preying on animals smaller than themselves.

Option C states that they ""follow their prey at night"" which is not fully accurate. The passage says they have good night vision and hunt at night. Following their prey at night is not mentioned.

Therefore, the answer is C."
Nicher konti ekti oceloto ke sothikbhabe bornona kore na? ,"The correct answer is **C: Tader ghranshokti durbol** (Their sense of smell is weak).

Here's why:

*   The passage states: ""Bigyanira money koren je oselotguli anusaran cor ebong gondho dwara khaoa (shikar) korey, jekhane taaraa matite cholar somoy ghran niye pranider khunje."" This means scientists believe ocelots hunt by tracking and smelling, using their sense of smell to find animals while walking on the ground. Thus, ocelots have a keen sense of smell."
Nicher konti ekti bagher borho shokti hisebe bibechito hobe na?,"Uttor hobe A: Gorjon kora.

Karonta: Utpadok doshey ullekho kora hoyechhe je bagh gorjon korte paare, tobe etaa singher moto purna-kanthaswarer gorjon naya. Aaro, p-te ullekho kora hoyechhe je bagh arohan korte paare, duroporjonto luffie chola ebong ekjon shaktishali manusher cheye 5goon jorey tante paare. Tai, B, C ebong D bagher shokti hisebe bibechito hoy, kintu A noy.
"
"Onucchhed onujaayi, bagh o shingher modhye parthokyo konti?","Sothik uttor holo: **B: Gorjoner shobdo**

Onucchhed-e sposto bhabe bola hoyeche je bagher gorjon, singher purna-kanthaswarer gorjoner moto noy, borong gargar koraa o chenchano shobder toiri ekti bakyer moto. Tai, gorjoner shobdo-i bagh o singher modhye ekta parthokyo."
"Onucchhed onujaayi, Onyanyo jibobigganir age Robbert Hooke ki korechhilen?","Sothik uttor holo: **A: Mrito kosh porikkha kora**

Onucchhed theke jana jay Robbert Hooke-i prothom mrito kosh porjobekkhon korechhilen, ja onnyo jibobigganider age tini korechilen.
"
“Kosh” shobdotir utpottigoto ortho ki?,"The correct answer is **B: Chhoto chhoto ghar**.

The passage clearly states: ""Latin shobdo cella thekey sell shobdoti eseche, jaar maane chhoto ghar."" (The word cell comes from the Latin word cella, which means small room/house).
"
"Onucchhed onujaayi, Odhikangsho pranir konti korar khomota royechhe?","The correct answer is **B: Cholafera (চলাফেরা)**.

The passage states ""beshirbhag prani cholafera korte paare"" which translates to ""most animals can move"". While the passage also mentions some animals that dig, swim, or fly, it explicitly states that most animals can move.
"
"Onucchhed onujaayi, Kichhu pranir konti thake na?","The correct answer is **C: Mostishko** (Brain).

The passage clearly states: ""Kebolmatro pranider mostishko thaake (jodio samasta pranider thaake naa; udahoronsorup jelifisher mostishko nei)."" This translates to ""Only animals have brains (although not all animals have them; for example, jellyfish do not have brains)."" Therefore, some animals do not have brains.
"
