text,gemini_reply
"Metroplus nisqaqa, aswan takllan pisi runataq purin, ichaqa pisi pisimantan aska qullqip chanin chusaynin, allinta qawarispaqa Europa suyupi ukkunata kuskachaspaqa pisi qullqip chanillanraqmi kachkan.","travel
"
"Kaysi mañakunman qillqaywan huntanata huk ruwasqaña qillqanata, chaypi kaq policíawan utaq watukunayki oficina de inmigración nisqankuta.","politics
"
"Sapa paqarinmanta, taqsa llaqtakunamanta lluqsipunku carrupi llamkanankuman, hinaqa huqkunawan tupanku chay llaqtankuman richkaqkunawan.","travel
"
"Manataq carretera rural nisqapi carru apay yachasqachu kachkanki hina, sanpayallay: kachkanmi sayaq qatakuna, huchuy ñankuna hinalla wichqasqa muyuqkuna hina.","travel
"
"Ñawpaq kurku apakuq purinalla karqan, iskay hunu watakunamanta runakuna kumuspa purisqaku karqan, Homo Erectus nisqa rikuriywan (kumuq runata nin).","science
"
"Illaqkuna qari warmi kayninkuta tikrakuyta munanku hawa suyukunapi, apanankun ima riqsichiyninkutapas kutimunankupaq chanin kasqanta.","politics
"
"Hukkunapi, puririkuqkunapa yachapakunanku wasi hawapi kaqkunallapaq qillqachikuyqa. Ichaqa, kay raykus hatun kamachikuy ancha pakarisqa hina, chaymi puntata tapurikuy.","travel
"
"Sichus ñawpaq suyup chaninchakuyninpi chusanki chayqa, ama pisiyachinkichu kawsaykunaq hamutayninpi chaqway kamariyta.","politics
"
"Warmikuna: Rimarinaykichikmi wakin warmi chusaqkunata ninku sawasqan kachkanku, imaynaña kaptiykichispas.","politics
"
"Huk suyukunamanta hamuq aswan chaninmi kanku, allin kaynintan munan, Ayamarka-Hatun qupuy killakunallapin quñi pachallapin ruwana taqakun kuskan watakunallapin, Watakuna hinallataq Ross Mama quchapi.","geography
"
Wanpupi watukuq kitita hinaqa rikunmanmi quchaman taqrukunmanmi allintapuni.,"geography
"
"Yuyarinayki allinta huk wikchusqa tukumanmi risqanki chayta, chayna nisqapas kay pacha nisqapiqa kanmi atun chaninnin achka pacha runakunapaq.","religion
"
"Ama iskayaychu, maypachachus chayanki wanpuq sayanan kitiman chayqa. Reqsinkin uk puripakuq chusaqkunata paykunan willasunki yachayninta.","travel
"
"Chaynallataqmi, visa Schengenyuq kaspaqa, manaña mañakunaykichu visata sapa Schegen llaqtapaq, chaynapim manan wischunkichu unay pachata, qullqita, qillqaykunatawan ima.","travel
"
"Kayta ruwakunmanmi huk riqsisqa automóvil nisqapi allin yuyayniyuq ruraywan, ichaqa yuyaychakunmi huk 4x4 nisqapi chaymantapas 4x4 nisqallapis haykukunman maykunatapas.","technology
"
"Chullunku riti ñankunapi, friccion nisqaqa aswan pisim, hinaqa manam apawaqchu asfaltopi hinachu.","science
"
"Taxi nisqa huchuy qipiqkunaqa ancha allimni usqayllataqmi chayachikun pisi qullqillamanta, Paro (Nu 150) hinallataq Punakha (Nu 200).","travel
"
"Twin Otter tiyamuyta munachkasqa Kokodapi qayna punchaw CG4684 palaq hina PNG Arlines nisqaq, ichaqa huk kuti pantasqaña.","disasters
"
Tuta suchuq yana machupiqa qipakuqnin pasaporte nisqata chaskinmanmi ñawpaqta mana puñuy tatichinanpaq.,"travel
"
"Nisqan kachkan aswan allin puririyninpi tarpuy killapi 2017 watapi, chay pachapin ima aduana qawariyninpipas tukukunqa Brasil suyupi.","travel
"
Manam ni mayqin alianza aereaqa wasapachinchu kimsantin cruces mama quchakunata Uran ImisfIriwpi (SkyTeamtaq manan wasapachinchu ni mayqin cruceskunatapas).,"travel
"
"kaypi kanay kama, pasaqllan chinpankumanmi huk suyuman mana qawachikuq kutillanta pasaporte nisqa qawaypi.","travel
"
