text,gemini_reply
"MetroPlus ezalaka kitoko mingi mpe na bato mingi te kasi ezalaka talo mwa mingi, atako talo na yango eza na se ya batike ya metro mingi ya Eropa.","travel
"
Ekoki kosenga kotondisa mokanda na polisi ya mboka to kokende na biro ya immigration.,"crime
"
"Ntongo nyonso, bato balongwaka na bamboka ya mike na mituka mpona kokende na mosala pe bakutanaka na bato oyo balekaka bango oyo bakendaka na bisika na bango ya mosala oyo eza bisika oyo bango bauti kotika.","travel
"
"Soki omesana te kokumba na banzela ya mboka, zala kimia: bisika ya kokota, banzela ya mike, mpe bacourbure ekozala mingi.","travel
"
"Lolenge ya liboso ya transport oyo eyebana eza kotambola, bato basi batambola ya kotelema banda bamilio mibale ya bambula na kobima ya moto babengi Homo Erectus (elimboli moto ya kotelema).","science
"
Babato bazola mibembo po baya kosala lipaso ya kobongola kimobali to kimwasi na bango basengeli kozala na mikanda endimami mpona mobembo na bango ya kozonga.,"health
"
"Na bandakisa mosusu, bato bakokomisa bankombo eza kaka bato oyo bakofanda te na bisika ya kolala babongiseli bapaya oyo bayei kotala mboka. Kasi, yango ezokomisa mobeko mabe koleka, yango wana luka koyeba liboso.","travel
"
Soki ozosala mobemoa mbala ya liboso na mokili ya bobola - to na esika ya sika na mokili - komona te pamba bokeseni makasi ya bizaleli.,"travel
"
"Basi: Eza malamu ete mwasi nyonso oyo azosala mobembo aloba ete abala, ata abala to abala te.","travel
"
"Kokende kotala bamboka bapaya esengaka mbongo mingi, kozala nzoto kolongono, pe ekoki kosalema kaka na sanza ya zomi na moko kino ya mibale, pe esukaka kaka na esanga, na bisanga pe na mbu Ross.","travel
"
Vizite ya esika wana bakoki mpenza kosangisa yango na mwa mobembo ya masuwa mpona kotala etima.,"travel
"
"Kobosana te oyei kotala mingimingi esika eza na libulu ya monene, mpe esika oyo eza na ndimbola mingi mpona bato ebele mpenza ya mokili mobimba.","travel
"
"Ndima ete soki okomi na marinas, makambo nyonso ekokoma polele. Okokutana na bato mosusu pe bakokabola basango elongo na yo.","travel
"
"Ndenge moko, soki oza na viza ya Schengen, oza na ntina te ya kosenga viza ya ekolo nyonso mosusu oyo eza mosangani ya Schengen; ekosalisa yo na kobomba ngonga, mbongo pe mikanda.","travel
"
Ekoki kosalema na motuka oyo babongisaka malamu kasi eza malamu mingi kosalela motuka 4x4 pe okoki kokoma na bisika mosusu kaka soki okei na bapneu ya likolo ya 4x4.,"travel
"
"Na banzela oyo etondi na neige mpe glace, friction ezalaka mingi te mpe okoki te kokumba motuka neti oza na nzela oyo eza na eloko te.","disasters
"
"Ba taxi ya bato mingi eza lolenge ya noki mpe ya malamu ya kokende na bisika ya pene, na ndakisa Paro (Nu 150) pe Punakha (Nu 200).","travel
"
"Twin Otter azalaki koluka kokwea na Kokoda lobi lokola mpepo ya kompani ya bampepo PNG CG4684, kasi basi babwakisaki yango mbala moko.","disasters
"
"Na bingbunduka oyo ezalaka bambeto na butu, mokumbi akoki kozwa ba passeport mpo bakata yo te pongi na yo.","travel
"
"Balobi ete gbagba wana ekobanda mpenza kosala na sanza ya libwa 2017, date oyo bakanisi ete bakosilisa bisika ya kolandela bato.","politics
"
Boyokani moko te ya likolo esalisaka na kokokatisa bambu nyonso misato na hémisphère ya sudi (mpe SkyTeam esalisaka na kokatisa ata moko te).,"travel
"
"Soki otikali na esika oyo, mbala mingi okoki kokatisa bangambo kozanga batala passeport na yo lisusu na bisika batalaka yango.","travel
"
"Atako okoki kokanisi eza kaka malamu na kosala mobembo na mpepo omataka mingi, osengeli koyeba ete mbala mingi mabaku malamu oyo bapesaka ekeseni pe mbala mingi bapesaka bapoint mingi na bakompani mosusu ya nzela wana.","travel
"
"Kaka bakompani ya mpepo mike nde bazalaka na batalo ya liwa, oyo ekitisaka mwa moke batalo mpona matanga ya nokinoki.","business
"
Bata oyo bayaka kotala bakoki kotala bisika ekeseni na mboka moko boye to bakoki kopona kotia likebi kaka na esika moko.,"travel
"
"Esanga Bowen eza esika kitoko ya kokende na masuwa mokolo moko to na wikende; kuna okoki kosala kayak, kotambola, kosomba biloko na ba boutiques, kokende na malewa pe kosala makambo mingi mosusu.","travel
"
"Kosala mobembo na mpepo ekoki kobangisa bato ya bambula nyonso pe bauta bisika nyonso, mingimingi soki bamata naino te na mpepo to bakutana na makambo ya kobangisa na kala.","travel
"
"Na mokuse, kosalela motuka eza lolenge malamu ya kokende na mobembo kasi eza mpenza te nzela ya komema na ""kaa"".","travel
"
"Kokomisa nkombo eza lisengami mosusu mpona kozwa viza. Na mikili mosusu, okoki kokomisa nkombo na yo na adrese ya esika okofanda epai ya bakonzi ya mboka.","travel
"
Banzela ya mai ekoki kozala likanisi malamu mpona kobongisa conge.,"geography
"
"Komibanza mpona basusu - Kotia te saki na yo na esika oyo okomona yango te, mingimingi soki ozokatisa bandelo ya mikili mingi.","travel
"
"Ba Vikings basalelaki banzela ya mai ya Russie mpona kokende na Mbu ya Moindo mpe na Mbu ya Caspienne. Biteni mosusu ya banzela wana bakoki kaka kosalela yango. Luka kozwa bandingisa ya ntina, oyo ekoki kozala mpasi na kozwa.","geography
"
"Mingimingi na mikolo na yo ya liboso, kanisa kosala bisalasala na bahotel ya poto ya kitoko makasi, na bilei pe misala ya kitoko po omesana.","travel
"
Bato ya Cuba oyo baza na carte verte ya Amerika basengeli kokende na consulat ya Equateur mpo apesa bango ndingisa ya kozala te na eloko wana.,"politics
"
"Bazozela ete talo ya batike ya milulu mingi eza kati ya ¥2 500 pe ¥130 000, mpe mbala mingi talo ya batike ezalaka pene ya ¥7 000.","business
"
"Bato basalaka mibembo na mikili oyo basengaka mpako ya mingi bakoki ntango mosusu kobomba mbongo ebele, mingimingi mpona biloko neti masanga mpe makaya.","business
"
Pesa mpe bakopi ya malako/boyokani na baninga ya mobembo mpe bandeko to baninga oyo bakoki kosalisa.,"travel
"
"Eropa eza kontina oyo eza mwa moke kasi eza na mikili mingi oyo esi ezwa lipanda. Soki makambo eza malamu, kosala mobembo na mikili mingi ekosenga kosala bosengi mingi ya viza pe ekosenga batala passeport na yo mbala mingi.","travel
"
