text,gemini_reply
"Metroplus lafiyakabɔn ani tɛ fa ka damatɛmɛ nka daga gɛlɛn dɔni, ali na sɔrɔ ka nɔgɔ ka tɛmɛ meturo tike nɔrɔmali Erɔpu kɔnɔ.","travel
"
U mako be lala sɛbɛn dɔ dafalila maarayɔrɔ polisisola walima talila imigirsiyɔn baarakɛyɔrɔw la.,"politics
"
"Sɔkɔmaw sɔkɔma, mɔgɔ be jamana fitiniw bila mɔbilila ka t'u ka baarakɛyɔrɔw la ani mɔgɔ dɔw be tɛm'ula minunw ka baarakɛyɔrɔ ye fan nin u tɛmɛn'ula dɔrɔn.","travel
"
"Nin i ma deli kunkokɔnɔna siraw bolilila, i janto kosɛbɛ: yɛlɛ ka jigi garo garolen, sira fitiniw, ani sirafaran tileninw be fan bɛɛ.","disasters
"
"Tamali fɔlɔ kodɔnlen kun ye tamali ye, adamaden y'a tamali daminɛ ka tilen san miliyɔn fila tɛmɛnikɔ nin Homo Erectus nali (min kɔrɔ mɔgɔ tilen ni).","science
"
Woyasikɛla minunw ba boloda ka cɛ ni musoya falenli operasiyɔn kɛ jamana kɔfɛ kan ka danganiya ko sɛbɛn ɲumanw b'u bolo segin ni o kumu kɔnɔ so.,"health
"
"Cogoya wɛrɛw la, mɔgɔw minunw jigileno yɔrɔw turisiw ka sigiyɔrɔw kɔfɛ de dɔrɔn kan ka tɔgɔsɛbɛni kɛ.Nka, o be sariya kɛ dibila fɛn ye, ola a ɲininkadɔn kabila.","travel
"
In i beka woyase ka ta jamana dewelopeni dɔ la siyɛnfɔlɔla - walima diɲɛ fan kura dɔ fɛ - kana tabolo ɲɔgɔn kunbɛn kɔlɔlɔ kɛ bolokɔfɛ fɛn ye.,"travel
"
"Musow: a ɲinin eno ko muso woyazikɛlaw bɛɛ ka fɔ nin u furulen no, siratuka sinsin kɛcogoyala.","religion
"
"Gũcera kũu kwĩ goro, kwendaga ucamba, kũngĩhanĩka tu mĩerinĩ ya summer Nov-Feb, na mũngĩcerio o Peninsula, islands na Ross Sea.","travel
"
O yɔrɔ lajɛli be seka fara ɲɔgɔnkan lafiyala nin batɔɔn woyazi ye ka ta laki la.,"religion
"
"Hakɛto hakilito ala k'i beka kɛrɛnkɛrɛniyala kaburu camaw yɔrɔ de lajɛ, ani fɛnɛ yɔrɔw min nafan tɛ dɔn kaban diɲɛ mɔgɔ fan dɔw fɛ.","religion
"
D'ala kafɔ ko waatimina nin batɔn jɔ yɔrɔw la fɛn bɛɛ bena jɛya kaɲɛ kosɛbɛ. I bena batɔn ɲinin na wɛrɛw ben ani u bena u ka kuanfoni d'ima.,"religion
"
"O cogo kelen na, nin Schengen wiza b'i bolo, i mako tɛ ka wiza ɲinin ka ta Schengen jamana dɔla tuguni, ola o ye waati mara ye, waari ani sɛbɛnkɔw baaraw.","travel
"
UO be seka kɛ mɔbili gansan kɔnɔ nin bolodali ɲuman kli ye nka mɔbili 4 x 4 de laɲini neno kosɛbɛ ani yɔrɔ camaw be sɔrɔ nin mɔbili  4 x 4 sen jan ba dɔ ye.,"travel
"
"Sira gilasi manw ani ɲɛzi man sanfɛ, minɛɲɔgɔnya ka dɔgɔ ani i tɛ seka boli komi inafɔ gudɔnrɔn gansan sanfɛ.","travel
"
Takisiw minunw be tilan ye cogoay telima ani lafiyalen ye ka woyaze gɛrɛfɛ yɔrɔw la inafɔ Paro (Nu 150) ani Punakha (Nu 200).,"travel
"
"Twin Otter  tun ye a lajƐ ka jigin Kokoda kunun ni pankurun konpaɲin CG4684 ka pankurun PNG ye, ɲa a tun  ye a sɔrɔ a tiɲƐ siyƐn kelen.","disasters
"
"Sufɛ tirɛnw minunw dabɔla sunɔkɔ kama, tirɛ bolila be seka pasipɔriw faraɲɔgɔnkan walalsa i ka sunɔgɔ kana tikɛ.","travel
"
