text,gemini_reply
"MetroPlus nyankeuh nyang leubeh mangat ngoen hana that meusak-sak tapih leubeh meuhai bacut, bahpih mantoeng na yang brat murah nibak tiket metro biyasa u Eropa.","travel
"
Nyoe mungken peurlee geupasoe saboh formulir deungon pulisi di sinan atawa meukunjong u kanto imigrasi.,"crime
"
"Tiep beungoeh, ureueng-ureueng geukeubah gampong ngön moto geujak bak teumpat keureuja geuh ngön geulewat ureueng laen nyan niet geuh nyankeuh teumpat nyang baro siat nyoe geu keubah.","travel
"
"Meunyoe gata hana kayem neume moto bak jalan gampong, beutathee lam pikeran droeneuh: jalan nyang ubeut, ngoen tikongan tajam jai that.","travel
"
"Transportai nyang keuphôn jituri na keuh jak ngön gaki, ureueng geu jak teudong dua juta thon nyang ka ulikot deungön na lahe Homo Erectus (meumakna ureueng teudong).","science
"
Ureueng tamasya nyang niet geuneuk operasi meunale iluwa nanggroe suwah geu peuteunte bahwasajih awaknyan jiba beureukah nyang geuakui keu peurjalanan woe.,"travel
"
"Lam masalah laen, hanya awak nyan tinggai diluwa akomodasi wisata peurlee mendaftar. Adakpih, nyoe dipeugot hukom jioh leubeh kabo, jadi geumita sigohlom nyan.","travel
"
Meunyoe taneuk jak u nanggroe nyang maju keuphon that atawa i bahagian dônya nyang baro-beu bek ta peu eleh akan na mungken teukeujot tanyoe ngôn budaya lua.,"travel
"
"Ureueng inoeng: nyoe jisurat bahwasajih tiep jamѐe inoeng geupeugah droe geuh kalheueh geu meukawen, leupah nibak status beutoi kalheueh geumeunikah.","religion
"
"Keumunjong turis meuhai, geutuntot beusehat badan, hanya jeut watee musem seuuem Nov-Feb, ngon seubagian rayek hanya jeuet di Semenanjung, Kepulauan, ngon Laot Ross.","travel
"
Neukunjong u teumpat nyan jeuet deungon teuseuheh digabong deungön saboh kunjongan deungon jalo u dano nyan.,"travel
"
"Neu ingat bahawasanjih droe neuh neujak kalon kubu ureueng ramé, lage situs nyang karap hana ék takira keu sibahgian rayek ureung di dônya.","travel
"
Beu neupeuyakin droeneuh bahwa sigoe droeneuh teuka u tempat meulaboh kapai mandum hai ka deuh trang. Droeneuh akan neu mereumpok penumpang-penumpang kapai nyang laén ngön ureueng-ureueng nyan akan geu bri informasi keu droeneuh.,"travel
"
"Lage nyan cit, na poe visa Schengen, gata hana peurlee ngui visa keu maseng-maseng nanggroe anggota Schengen, jeuet keubah watë, peng ngoen beureukas.","travel
"
Nyoejeuet jipubuet bak moto biyasa deungön peusiyap beugoet tapih 4x4 jiyue ngön jai teumpatjeuet jipeutubiet deungön bus ruda 4x4 panyang.,"technology
"
"Bak jalan rayek nyang meusalju, teupehjih haloh nyan droeneuh han jeuet neume moto lagee ateueh aspal soh.","disasters
"
"Moto taksi sajan nyankeuh saboh hai nyang bagah ngön sanyum keu jak u teumpat-teumpat lam seulingka, lagѐe Paro (Nu 150) ngön Punakha (Nu 200).","travel
"
"Twin Otter kalheuhgreu ujoe meudarat i Kokoda baroe sebagoe Airlines PNG Flight CG4684, tapi ka geubateue sigo.","disasters
"
"Bak keureta eh malam, paspor jeuet jipeusapat le konduktor seuhingga eh gata hana jipeukaru.","travel
"
"Tutue nyan reuncanajih dibuka peunoh keu operational bak September 2017, watë teumpat-teumpat keu peutren dabeuh ureueng Brazil nyan ka lheueh dipeugot.","business
"
Hana meusaboh pih syarikat maskapai nyang meucakop ban lhèe boh laôt raya nyang na di wilayah tunong bumoe (SkyTeam hana di cakop ban saboh pih wilayah nyan).,"travel
"
"Watë gata tinggai lam wilayah nyoe, gata biasajih jeuet liwat peurbatasan hana jak rhot poh peupareksa paspor dile.","travel
"
"Adak pih mungkén droeneuh neu piké bahwa nyoe hai nyang wajar untuk ta pileh masakapai penerbangan nyang kayem neu jak ék, droeneuh wajeb neu teupu bahwa na keuleubéhan-keuleubéhan nyang di peutaba meubeda ngön kayeum poin peulanggan maskapai nyang di peutaba leubéh got nibak saboh maskapai lam saboh syarikat.","travel
"
"Na padum boh sagai maskapai nyang manteng geupeutaba yum beurkabung, jeut bacut kureung biaya peurjalanan peumakaman bak keu seuneulheuh.","disasters
"
