text,gemini_reply
"ಮೆಟ್ರೋಪ್ಲಸ್‌ ಹೆಚ್ಚು ಅನುಕೂಲಕರವಾದದ್ದು ಮತ್ತು ಕಡಿಮೆ ದಟ್ಟಣೆಯದ್ದಾಗಿದ್ದು, ಆದರೆ ಸ್ವಲ್ಪ ಹೆಚ್ಚು ವೆಚ್ಚದಾಯಕವಾಗಿದೆ, ಆದರೂ ಯುರೋಪ್‌ನಲ್ಲಿನ ಸಾಮಾನ್ಯ ಮೆಟ್ರೋ ಟಿಕೆಟ್‌ಗಳಿಗಿಂತ ಕಡಿಮೆಯದಾಗಿದೆ.","travel
"
ಸ್ಥಳೀಯ ಪೊಲೀಸರಲ್ಲಿ ನಮೂನೆ ಭರ್ತಿ ಮಾಡುವುದು ಅಥವಾ ವಲಸೆ ಕಚೇರಿಗಳಿಗೆ ಭೇಟಿ ಮಾಡುವುದರ ಅಗತ್ಯವಿವೆ.,"crime
"
ಪ್ರತಿ ದಿನ ಬೆಳಗ್ಗೆ ಜನರು ಈ ಸಣ್ಣ ಪಟ್ಟಣ ದೇಶದಲ್ಲಿ ತಮ್ಮ ಕಾರುಗಳ ಮೂಲಕ ಕೆಲಸದ ಸ್ಥಳಕ್ಕೆ ತೆರಳುತ್ತಾರೆ ಮತ್ತು ಕೆಲಸದ ಸ್ಥಳ ಹತ್ತಿರವೇ ಇರುವ ಜನರ ಸ್ಥಳವನ್ನು ದಾಟಿ ಇವರು ಮುಂದೆ ಹೋಗುತ್ತಾರೆ.,"geography
"
"ನೀವು ಹಳ್ಳಿಗಾಡಿನ ರಸ್ತೆಗಳಲ್ಲಿ ವಾಹನ ಚಲಾಯಿಸದಿದ್ದರೆ, ನಿಮ್ಮ ಬಗ್ಗೆ ಹೆಮ್ಮೆ ಇರಲಿ: ಕಡಿದಾದ ಶ್ರೇಣಿಗಳು, ಕಿರಿದಾದ ಹಾದಿಗಳು ಮತ್ತು ತೀಕ್ಷ್ಣವಾದ ವಕ್ರಾಕೃತಿಗಳು ಮೇಲುಗೈ ಸಾಧಿಸುತ್ತವೆ.","travel
"
"ಮೊದಲ ಸಾಗಾಣಿಕೆ ನಡೆಯುವುದೇ  ಆಗಿತ್ತು,  ಹೋಮೋ ಎರೆಕ್ಟಸ್ ನ(ನೆಟ್ಟಗೆ ನಿಂತ ಮಾನವ ಎಂದು ಅರ್ಥ) ಒಂದಿಗೆ   ಮಾನವರು ಎರಡು ಮಿಲಿಯನ್ ವರ್ಷಗಳ ಹಿಂದೆಯೇ ನೇರವಾಗಿ ನಡೆಯಲು ಶುರು ಮಾಡಿದ್ದರು.","science
"
ವಿದೇಶದಲ್ಲಿ ಲಿಂಗ ಮರು ಹೊಂದಾಣಿಕೆ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ಯೋಜಿಸುವ ಪ್ರಯಾಣಿಕರು ವಾಪಸ್ ಪ್ರಯಾಣಕ್ಕೆ ಮಾನ್ಯ ದಾಖಲೆಗಳನ್ನು ತೆಗೆದುಕೊಂಡು ಹೋಗುತ್ತಿದ್ದೇವೆ ಎಂದು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಬೇಕು.,"travel
"
"ಇನ್ನೊಂದು ಪ್ರಕರಣದಲ್ಲಿ, ಪ್ರವಾಸಿ ವಸತಿಯ ಹೊರಗೆ ವಾಸಿಸುವವರು ಮಾತ್ರ ನೋಂದಣಿ ಮಾಡಿಕೊಳ್ಳಬೇಕು. ಆದಾಗ್ಯೂ, ಇದು ಕಾನೂನನ್ನು ಇನ್ನಷ್ಟು ಅಸ್ಪಷ್ಟವಾಗಿಸುತ್ತದೆ, ಹೀಗಾಗಿ ಇದನ್ನು ಮೊದಲೇ ಕಂಡುಕೊಳ್ಳಲಾಯಿತು.","travel
"
ನೀವು ಒಂದು ಅಭಿವೃದ್ಧಿಶೀಲ ದೇಶದಲ್ಲಿ ಪ್ರಥಮ ಬಾರಿಗೆ ಪ್ರಯಾಣಿಸುತಿದ್ದರೆ - ಅಥವಾ ಜಗತ್ತಿನ ಹೊಸ ಭಾಗವೊಂದಕ್ಕೆ ಹೋದರೆ  - ನಿಮಗಾಗಬಹುದಾದ ಸಾಂಸ್ಕೃತಿಕ ಅಚ್ಚರಿಯ ತೀವ್ರತೆಯನ್ನು ಕಡೆಗಣಿಸಬೇಡಿ.,"travel
"
"ಮಹಿಳೆ: ಮಹಿಳಾ ಪ್ರವಾಸಿಗರು ತಮ್ಮ ನಿಜವಾದ ವೈವಾಹಿಕ ಸ್ಥಾನಮಾನ ಎನೇ ಇದ್ದರೂ, ತಾವು  ವಿವಾಹಿತರು ಎಂದು ಹೇಳಿಕೊಳ್ಳುವುದು ಸೂಕ್ತವಾಗಿದೆ.","travel
"
"ಪ್ರವಾಸಿ ಭೇಟಿಗಳು ವೆಚ್ಚದಾಯಕ, ದೈಹಿಕ ಫಿಟ್‌ನೆಸ್‌ ಅನ್ನು ಬೇಡುತ್ತವೆ, ಇವುಗಳನ್ನು ಕೇವಲ ಬೇಸಿಗೆಯ ನವೆಂಬರ್‌-ಫೆಬ್ರವರಿಯಲ್ಲಿ ಮಾತ್ರ ಮಾಡಬಹುದು ಮತ್ತು ಹೆಚ್ಚಾಗಿ ಪೆನಿನ್ಸುಲಾ, ಐಲ್ಯಾಂಡ್‌ಗಳು ಮತ್ತು ರೋಸ್‌ ಸೀಗೆ ಮಾತ್ರ ಸೀಮಿತವಾಗಿವೆ.","travel
"
