text,gemini_reply
"„MetroPlus” klase ir ērtāka un nav tik pārpildīta, kaut arī nedaudz dārgāka, tomēr joprojām lētāka nekā parasta metro biļete Eiropā.","travel
"
Tās dēļ varētu būt nepieciešams aizpildīt veidlapu vietējā policijā vai apmeklēt imigrācijas birojus.,"crime
"
"Ik rītu cilvēki no mazajām lauku pilsētām ar automašīnām dodas uz savām darbavietām, savukārt viņu vietā ierodas citi, kuru darbavieta atrodas tajā vietā, no kuras viņi ir tikko aizbraukuši.","business
"
"Ja neesat pieradis braukt pa lauku ceļiem, esiet uzmanīgs – uz tiem ir stāvi kāpumi, šauras joslas un asi līkumi.","travel
"
"Pirmais zināmais pārvietošanās veids bija staigāšana, cilvēki sāka staigāt stāvus pirms diviem miljoniem gadu, parādoties Homo Erectus (tas nozīmē stāvošu cilvēku).","science
"
"Ceļotājiem, kas plāno veikt dzimuma maiņas operācijas ārzemēs, jāpārliecinās, ka viņiem ir derīgi dokumenti atgriešanās braucienam.","health
"
"Citos gadījumos jāreģistrējas tikai tiem, kas neuzturas tūristu mītnēs. Tomēr tas padara tiesību aktus neskaidrākus, tāpēc noskaidrojiet to iepriekš.","travel
"
"Ja pirmo reizi ceļojat jaunattīstības valstī vai jaunā pasaules daļā, nenovērtējiet par zemu iespējamo kultūršoku.","travel
"
"Sievietes: visām ceļojošām sievietēm ir iesakāms teikt, ka viņas ir precējušās, neatkarīgi no faktiskā ģimenes stāvokļa.","travel
"
"Tūristu apmeklējumi ir dārgi, prasa fizisko sagatavotību, var notikt tikai vasarā no novembra līdz februārim, un galvenokārt aprobežojas ar pussalu, salām un Rosa jūru.","travel
"
Šīs vietas apmeklējumu var viegli apvienot ar laivu braucienu pa ezeru.,"travel
"
"Neaizmirstiet, ka būtībā jūs apmeklējat masu kapavietu un vietu, kas neizsakāmi daudz nozīmē ievērojamam skaitam pasaules iedzīvotāju.","travel
"
"Esiet droši, ka, tiklīdz sasniegsiet jahtu piestātni, viss taps diezgan skaidrs. Jūs satiksiet citus ceļotājus, kas izmanto jahtas kā ceļošanas transportlīdzekli, un viņi dalīsies ar informāciju.","travel
"
"Līdzīgi, ja jums ir Šengenas vīza, jums nav jāpiesakās vīzai katrā no Šengenas dalībvalstīm atsevišķi, tādējādi ietaupot laiku, naudu un darbu ar dokumentiem.","travel
"
"To var darīt ar parastu automašīnu, rūpīgi plānojot, taču 4x4 ir ļoti ieteicams, un daudzās vietās var nokļūt tikai ar augsto 4x4 riteņu bāzi.","travel
"
"Uz apledojušām un apsnigušām brauktuvēm ir maza berze, tāpēc jūs nevarat braukt tāpat kā pa tīru asfaltu.","disasters
"
"Kopbraukšanas taksometri piedāvā ātru un ērtu veidu, kā doties uz tuvumā esošām vietām, piemēram, uz Paro (150 Butānas ngultrumi) un Punakhu (200 Butānas ngultrumi).","travel
"
"Twin Otter vakar mēģināja nosēsties Kokodā kā lidsabiedrības ""PNG"" lidojums CG4684, bet jau atkal tika noraidīts.","disasters
"
"Guļamvilcienā pases var savākt konduktors, lai netraucētu jūsu miegu.","travel
"
"Plānots, ka tilts būs pilnībā gatavs ekspluatācijai 2017. gada septembrī, kad paredzēts pabeigt Brazīlijas muitas kontroles punktus.","business
"
Neviena aviolīniju alianse nešķērso visus trīs okeānus dienvidu puslodē (un „SkyTeam” nešķērso nevienu okeānu).,"travel
"
"Atrodoties šajā teritorijā, parasti var šķērsot robežas bez atkārtotas pasu pārbaudes robežkontroles punktos.","travel
"
"Lai arī jums varētu šķist, ka jāpievienojas biežāk izmantotās aviosabiedrības lojalitātes programmai, ņemiet vērā, ka bieži vien dažādas aviosabiedrības, kas ietilpst vienā un tajā pašā apvienībā, var piedāvāt atšķirīgas privilēģijas un daudz vairāk regulārā pasažiera lojalitātes punktu.","travel
"
"Vēl tikai dažas aviolīnijas joprojām piedāvā īpašu braukšanas maksu smaga zaudējuma gadījumā, kas nozīmē nelielu atlaidi pēdējā brīža maksai par lidojumu uz bērēm.","travel
"
Tūristi var apmeklēt dažādus konkrētās valsts vēstures pieminekļus vai vienkārši izvēlēties fokusēties tikai uz vienu teritoriju.,"travel
"
"Bovena sala ir iecienīta vieta dienas izbraucienam vai ekskursijai nedēļas nogalē, un tā piedāvā kaijaku braucienus, pārgājienus, veikalus, restorānus un daudz ko citu.","travel
"
"Ceļošana ar lidmašīnu var būt biedējoša pieredze jebkura vecuma un izcelsmes cilvēkiem, jo īpaši, ja viņi iepriekš nav lidojuši vai ir piedzīvojuši traumatisku atgadījumu.","travel
"
"Īsumā jūsu automašīna ir lieliska izvēle, lai dotos ceļojumā, bet ļoti reti tā ir piemērota ""nometnes veidošanai"".","travel
"
Vīzas pieteikuma procesa papildprasība ir reģistrēšanās. Dažās valstīs vietējā varas iestādē ir jāreģistrē ierašanās fakts un apmešanās vietas adrese.,"travel
"
Iekšzemes ūdensceļi var būt laba atvaļinājuma tēma.,"travel
"
"Pārvadāšana citu vārdā — nekad neatstājiet savas somas bez uzraudzības, īpaši, šķērsojot starptautiskās robežas.","travel
"
"Vikingi izmantoja Krievijas ūdensceļus, lai nokļūtu Melnajā jūrā un Kaspijas jūrā. Daļu no šiem maršrutiem joprojām var izmantot. Pārbaudiet iespējamo vajadzību pēc īpašām atļaujām, kuras var būt grūti iegūt.","geography
"
"Jo īpaši pirmajās dienās, apsveriet iespēju dzīvot rietumnieku stilā un apmesties augstākas klases viesnīcās, ieturēt dārgākas maltītes un izmantot labākus pakalpojumus, lai būtu vieglāk aklimatizēties.","travel
"
"Kubas pilsoņiem, kuriem ir izsniegta ASV zaļā karte, būtu jāierodas Ekvadoras konsulātā, lai saņemtu atbrīvojumu no šīs prasības.","politics
"
"Paredzams, ka vairums pasākumu biļešu maksās no ¥2500 līdz ¥130 000, parastām biļetēm maksājot aptuveni ¥7000.","entertainment
"
"Ceļotāji, kas dodas uz valstīm ar augstiem nodokļiem, dažreiz var ietaupīt ievērojamu naudas summu, jo īpaši uz tādiem produktiem kā alkoholiskie dzērieni un tabaka.","travel
"
"Turklāt iedodiet polises kopijas/kontaktpersonu datus ceļojuma biedriem un mājās palikušajiem radiniekiem vai draugiem, kuri labprāt palīdzēs.","travel
"
"Eiropa ir salīdzinoši mazs kontinents ar daudzām neatkarīgām valstīm. Parastos apstākļos ceļošana, šķērsojot vairākas valstis, nozīmētu neskaitāmus vīzu pieteikumus un pasu kontroles.","travel
"
"Sirena ir vienīgā mežziņu stacija, kurā papildus kempingam tiek piedāvāta kopmītņu tipa naktsmītne un silts ēdiens. Laleonā, Sanpedriljo un Lospatosā tiek piedāvāts tikai kempings, bet ēdināšanas pakalpojumu tur nav.","travel
"
"Ekskursijas ir lētākas lielākām grupām, tādēļ, ja esat viens pats vai tikai ar vienu draugu, mēģiniet iepazīties ar citiem cilvēkiem un izveidot četru līdz sešu cilvēku grupu, lai iegūtu labāku cenu likmi vienai personai.","travel
"
"Rūpīgi izvēlieties to alianses aviolīniju, kuras pastāvīgais lidotājs gribat kļūt.","travel
"
"Ja jūsu apmeklētajai valstij piemēros ieteikumus par ceļošanu, var tikt ietekmēta jūsu ceļojuma veselības apdrošināšana vai ceļojuma atcelšanas apdrošināšana.","travel
"
Iespēja iekāpt savā automašīnā un doties garā izbraucienā ir pēc būtības pievilcīga ar savu vienkāršību.,"travel
"
"Taču dīvainā kārtā mobilo tālruņu signāls šeit ir daudz spēcīgāks nekā citos ceļa posmos, piemēram, Pensilvānijas ārēs (Pennsylvania Wilds).","technology
"
"Plaši bulvāri, stikla ēkas un mūsdienīgie tirdzniecības centri ir izraibināti ar tradicionāliem sarkano dakstiņu jumtiem, 18. gadsimta tirgu, kā arī vecām mošejām un baznīcām, lai gan pilsētas atmosfēra vairāk raksturīga Eiropas Vidusjūras reģionam, nevis tradicionālajai Turcijai.","travel
"
"Jeruzalemē ir daudz vēstures, arheoloģijas un kultūras apskates vietu, kā arī rosīgi un pārpildīti tirdzniecības centri, kafejnīcas un restorāni.","travel
"
"Katru gadu tiek ievainoti desmitiem apmeklētāju, jo viņi neievēro pienācīgu distanci. Šie dzīvnieki ir lieli, mežonīgi un var būt arī bīstami, tādēļ labāk turēties no tiem pa gabalu.","nature
"
"Noskaidrojiet, ko var un ko nevar ievest, un deklarējiet visu, kas pārsniedz likumā noteiktos ierobežojumus.","travel
"
"No 2014. gada lidsabiedrība ""Turkish Airlines"" lido uz 39 galamērķiem 30 Āfrikas valstīs.","travel
"
"Šis ""Avenger"" klases atmīnētājkuģis bija ceļā uz Puertoprinsesas pilsētu Palavanas salā.","geography
"
"Viesmīlības apmaiņas tīkls ir organizācija, kas palīdz ceļotājiem atrast vietējos iedzīvotājus pilsētās, kuras viņi grasās apmeklēt.","travel
"
"Tā kā starprajonu autobusi bieži vien ir pārpildīti, ieteicams iegādāties biļeti dažas dienas iepriekš.","travel
"
Viņi arī nosaka maršrutus populārām pārgājienu un riteņbraukšanas takām.,"travel
"
"Līdzīgi kā visos Dienvidāfrikas nacionālajos parkos, arī šajā parkā ir ikdienas uzturēšanas un ieejas maksas.","travel
"
"Šī autentiskā kopiena atrodas Hovesaundā, netālu no Vankūveras, un tai var viegli piekļūt, izmantojot regulārus ūdens taksometrus, kas izbrauc no Granvilas salas Vankūveras centrā.","geography
"
"Kāpēc šādas sūdzības rodas par transporta sistēmām, kāpēc tajās katru dienu rodas problēmas? Vai transporta inženieri ir nekompetenti? Vai arī problēmas sakne ir dziļāka?","business
"
"Pilsēta atrodas tieši blakus ūdenskritumam, un tā ir galvenais piesaistes objekts, taču šis populārais tūristu galamērķis gan piedzīvojumu meklētājiem, gan ekskursiju dalībniekiem piedāvā daudz iespēju, lai uzturētos ilgāk.","travel
"
Sanktpēterburgas kruīza kuģi paredz laiku pilsētas apskatei. Kruīza kuģu pasažieri ir atbrīvoti no vīzas prasības (noskaidrojiet noteikumus).,"travel
"
"Taču jebkuras izmaiņas vai pieprasījumi vispirms jāsūta ceļojumu aģentam, nevis tieši viesnīcai.","travel
"
"Galapagu salu ūdeņos regulāri ierodas vairāk nekā 60 kruīza kuģi, kuru lielums ir no 8 līdz 100 pasažieriem.","travel
"
"Ja kādas vietas apmeklējuma mērķis ir iepazīt tās vēsturi un kultūru, šāda veida tūrisms tiek saukts par kultūras tūrismu.","travel
"
"Medinas vecpilsētā var viegli atrast vietas, kur pārdod marokiešu tradicionālos izstrādājumus, piemēram, tadžinas, keramikas traukus, ādas izstrādājumus, ūdenspīpes un visāda veida nieciņus, taču tas viss domāts tikai tūristiem.","travel
"
"Ceļotājiem, kuriem bija viegli pielāgoties jaunajai kultūrai, dažreiz ir īpaši grūti pielāgoties savai dzimtajai kultūrai.","travel
"
Aptuveni desmit minūtes pirms nosēšanās ar otro piegājienu tā pazuda.,"disasters
"
"Ekvadora prasa, lai pirms iebraukšanas Ekvadorā, izmantojot starptautiskās lidostas vai robežšķērsošanas punktus, Kubas pilsoņi būtu saņēmuši uzaicinājuma vēstuli.","travel
"
"Pat ja braucat pa subtropu lietusmežiem ar automašīnu, pietiek vien ar to, ka atverat durvis uz dažām sekundēm, lai iekāptu automašīnā, un moskīti jau būs ielidojuši tās salonā.","nature
"
"Tā kā pasažieriem bija jāgaida 90 °F tveicē, viņiem tika pasniegts ūdens.","disasters
"
"Tomēr šim vajadzētu būt jūsu uzmanības lokā, jo tūristi bieži tiek lūgti doties uz citu vietu, lai aizpildītu automašīnas.","travel
"
"Dzīvošana un brīvprātīgā darba veikšana ārvalstī ir teicams veids, kā iepazīt atšķirīgu kultūru, satikt jaunus cilvēkus, iepazīt sevi, paplašināt skatījumu un pat apgūt jaunas prasmes.","travel
"
"Ceļojumu aģentiem bieži vien ir vienošanās ar konkrētām viesnīcām, lai gan ar ceļojumu aģenta starpniecību jums ir iespēja rezervēt cita veida naktsmītnes, piemēram, kempinga vietas.","travel
"
"Dažu kruīza kuģu brošūrās ir minēta Berlīne (Vācija). Kā varat pārliecināties kartē, jūra Berlīnei nav ne tuvumā, un pilsētas apmeklējums kruīza cenā nav iekļauts.","travel
"
"Iepriekšēja rezervācija dod ceļotājiem sirdsmieru, ka, ierodoties galamērķī, viņiem būs vieta, kur gulēt.","travel
"
"Pludmales, atrakciju parki un kempingi ir atpūtnieku biežāk apmeklētās vietas.","travel
"
"Tiem, kuri ir ar mieru ziedot komfortu, laiku un paredzamību, lai samazinātu izmaksas tuvu nullei, lasiet par ceļošanu ar minimāliem līdzekļiem.","travel
"
"Ja jums ir papildu laiks ceļošanai, salīdziniet savu kopējās cenas piedāvājumu uz Āfriku ar cenu par ceļojumu apkārt pasaulei.","travel
"
"Ceļojumu aģenti parasti piedāvā komplektus, kuros ir iekļautas brokastis, transporta pakalpojumi uz/no lidostas vai pat kombinēti lidojumu un viesnīcas komplekti.","travel
"
"Lidmašīna bija devusies uz Irkutsku, un to vadīja iekšējie kavalērijas vadi.","disasters
"
"Atgriežoties mājās pēc dzīves ārzemēs, jūs esat pielāgojies jaunajai kultūrai un zaudējis dažus savas dzimtenes kultūras ieradumus.","travel
"
"Tas nozīmē, ka, atgriežoties un nakšņojot uz kuģa, jūs uz pāris dienām varat apmeklēt vēsturisko pilsētu.","travel
"
Arhitektūra ir saistīta ar ēku projektēšanu un būvniecību. Vietas arhitektūra pati par sevi bieži vien ir tūristu apskates objekts.,"travel
"
"Šo pakalpojumu piedāvā tādas aviokompānijas kā ""Air Canada"", ""Delta Air Lines"" un ""Lufthansa"" lidojumiem no ASV vai Kanādas, kā arī aviokompānija ""WestJet"".","travel
"
"Imigrācijas kontrolpunkts parasti ir pirmā apstāšanās vieta, izkāpjot no lidmašīnas, kuģa vai cita transportlīdzekļa.","politics
"
"Dažās viesnīcās ir saglabājies mantojums no tvaika lokomotīvju un okeāna laineru zelta laikmeta — laika pirms Otrā Pasaules kara, 19. gs. vai 20. gs. sākuma.","travel
"
"Goma ir tūristu iecienīta Kongo Demokrātiskās Republikas pilsēta, kas atrodas pie pašas austrumu robežas ar Ruandu.","geography
"
