text,gemini_reply
"IMetroPlus ihlalisekile futsi ayikagcwali kodvwa iyabita kancane, noma ingabiti kundlula emathikithi e-metro leyetayelwe eYurophu.","travel
"
Loku kungase kudzinge kutsi kugcwaliswe lifomu nemaphoyisa endzawo nobe kuyokufuna lusito emahhovisini ekutfutsela kulelinye live.,"travel
"
"Onkhe emalanga ekuseni, bantfu besuka emadolobheni lamancane elive ngetimoto tabo baye lapho basebentela khona futsi bahlangana nalabanye bantfu indzawo yabo yemsebenti lokungulapho bona basuka khona.","travel
"
"Nawungakujwayeli kushayela emigwaceni yelive, gcina imiva yakho: ekwehleleni nasemenyukeleni, imivila lemincane, nasemakoneni lavelele.","travel
"
"Kwekuhamba lokwatiwa kucala bekukuhamba ngetinyawo, bantfu bacala kuhamba ngalokucondzile etigidzini letimbili teminyaka letendlulile ngekuvela kwaHomo Erectus (lokusho kutsi indvodza lecondzile).","travel
"
Emavoyeja lahlela kuhlindzelwa kushintja bulili ngaphesheya kwetilwandle kufuna aciniseke kutsi aphetse timphepha tekuhamba letisemtsetfweni nakabuya.,"health
"
"Kuletinye timo, ngulabo kuphela labangahlali etindzaweni tebantfu labavakashile lokudzingeka kutsi babhaliswe. Noma kunjalo, loku kwenta lomtsetfo ufihleke kakhulu, ngako tfola kusenesikhatsi.","politics
"
Uma ngabe uvakashele live lelitfutfukako kwekucala - nobe eluhlangotsini lolusha lwemhlaba - ungakubukeli phansi kumangaliswa ngetemasiko longahle ukubone.,"travel
"
"Bantfu besifazane: Kuyancomeka kutsi bantfu besifazane nabaseluhambweni batsi bashadile, ngisho noma bashadile noma bangakashadi.","travel
"
"Kuvasha kwetivakashi takulamanye emave kuyadula, kudzinga kutsi ube nemandla ngokwemtimba, kungenteka kuphela ehlobo kusuka kuLweti kuya kuNdlovana, futsi kakhulu kugcila ePeninsula, Tichingi naseRoss Sea.","travel
"
Kuba mnandzi kutsi nawuvakashela khona uphindze ugibele sikebhe lesiya esichingini.,"travel
"
"Sicela ukhumbule kutsi uvakashela indzawo yemathuna lamanyenti, futsi yindzawo lenebantfu labangabaleki labayincenye yelinani lebantfu emhlabeni.","religion
"
Ciniseka kutsi waze wafika endzaweni yetikebhe konkhe kutawucaca. Utawuhlangana nalabanye bagibeli betikebhe futsi batokunika imininingwane.,"travel
"
"Ngendlela lefanako, nangabe une-visa yaseSchengen, awudzingi kufaka ticelo tema-visa eveni ngalinye lelililunga leSchengen, ngako loko konga sikhatsi, imali nemsebenti wekugcwalisa emaphepha.","travel
"
Loku kungentiwa emotweni levamile ngekuhlela lokukahle kodvwa i-4x4 kunconywa yona kakhulu ngoba tindzawo letinyenti kungeneka kuto ngemoto lenemasondvo lamakhulu i-4x4.,"travel
"
"Emigwaceni lenelichwa noma sitfwatfwa, lokungcubutana kuphasi futsi ngeke ukwati kushayela ngazutsi ushayela esikontiyeleni lesivulekile.","travel
"
"Ematekisi lenigibela kuwo nibe banyenti angaba yindlela lephutfumako nalekahle yekukuyisa etindzaweni letidvutane, letifaka ekhatsi iParo (Nu 150) kanye nePunakha (Nu 200).","travel
"
"Le-Twin Otter beyetama kuhlala eKokoda itolo njengeNdiza lengu-PNG Flight CG4684, kodvwa beseyivele imile.","disasters
"
"Etitimeleni letihamba ebusuku, emaphasipoti atsatfwa ngumholeli ungatophazamiseka nasowulele.","travel
"
"Lelibhuloho kumele libe selibenta ngalokugcwele ngeNyoni 2017, ngesikhatsi lokulindzeleke kutsi tindzawo tekuhlolwa taseBrazil tibe setiphelile ngaso.","business
"
Kute i-alliance yetindiza lehlanganisa tonkhe totintsatfu tindzawo tekwewela lwandle ku Ningizimu Hemisphere (neSkyTeam ayihlanganisi ngisho yinye yaletindzawo tekwewela).,"travel
"
"Kuphela nje nawuchubeka uhlala kulendzawo, ungakhona kuwela lithaka ngaphandle kwekutsi uye lapho bahlola khona ipasipoti.","travel
"
"Ngisho noma ungacabanga kutsi kukahle kujoyina inkampani yendiza lohlale uhamba ngayo, kufanele wati kutsi emalungelo laniketwako avamise kwehlukana futsi tindzawo lokugitjelelwa kuto tingaba nebubele kuletinye tinkampani tetindiza esivumelwaneni lesifanako.","travel
"
"Tindiza letimbalwa kuphela letibhadalisa imali yekufelwa, lokunciphisa kancane imali loyibhadalako kuya emngcwabeni ngekushesha.","business
"
Tivakashi tingavakashela tindzawo letehlukene eveni noma tivakashele indzawo yinye kuphela.,"travel
"
"Sichingi i-Bowen luhamba lwelusuku noma kuvakasha kwemphelasontfo lokudvume ngekuniketa i-kayaking, kucanca tindzawo temvelo, titolo, titolo tekudla, nalokunye lokunyenti.","travel
"
"Kuhamba ngendiza kungesabisa kubantfu beminyaka yonkhe netizindza, ikakhulu nangabe abazange sebahambe ngendiza esikhatsini lesindlulile noma bangazange sebahlangabetane nesimo lelitfusako.","travel
"
"Ngalamafishane, kusebentisa imoto kuyindlela lekahle yekutsatsa luhambo kodvwa ngetikhatsi letimbalwa kuyindlela ""yekukhempa"".","travel
"
"Kubhalisa kungulenye intfo leyengetiwe lefunekako nawenta ivisa. Kulamanye emave, kufanele ubhalise kutsi ukhona kulelolive nelikheli lohlala kulo etiphatsimandleni tendzawo.","travel
"
Indlela yemati endzaweni lesemkhatsini welive ingaba yindzawo lekahle yekuya eholideyini.,"travel
"
"Kukhatsalela labanye - Ungalokotsi ubeke tikhwama takho lawungaboni khona, ikakhulu nawuwela lithaka.","travel
"
"EmaViking asebentisa tindlela temanti temaRussian kufika elwandle iBlack nelwandle iCaspian. Letinye taletindlela tisengasetjentiswa. Hlola kutsi tikhona yini timvume letikhetsekile letidzingekako, lokungaba matima kutitfola.","geography
"
"Ikakhulu emalangeni akho ekucala, cabangela kusebentisa imali kakhulu Ngesitayela-sasenshonalanga kanye nemahotela lasembili, kudla, netinkhonzo letisita wetayele.","travel
"
Bantfu baseCuba labasebentisa emakhadi aseMelika laluhlata kufanele bavakashele i-Ecuadorian Consulate kute bakhululwe kule mfuneko.,"travel
"
"Kulindzeleke kutsi lamanyenti emathikithi alombutsano abite kusukela emkhatsini wa-¥2,500 na ¥130,000, bese kutsi lamanye emathikithi abite ¥7,000.","business
"
"Tivakashi letivakashela emave lanemtselo lodulile tingonga imali leningi, ngalokukhetsekile etintfweni letifana netjwala nemboza.","travel
"
Futsi kuyasita kubanika inchubomgomo nemakhophi ekuchumana bangani labahambako netihlobo noma bangani labasemuva ekhaya.,"travel
"
"IYurophu livekazi lelincane kepha lelinemave latimele lamanyenti. Ngaphansi kwetimo letetayelekile, kuhambela emave lamanengi kusho kutsi kufanele ufake ticelo te-visa nephasiphothi tikhatsi letinyenti.","travel
"
"Sirena ngiyo kuphela indzawo lapho ungakhona kulala khona futsi udle nekudla lokushisako ngetulu nje kwekukhempa. E-La Leona, San Pedrillo utfola kuphela indzawo yekukhempa awukutfoli kudla khona.","travel
"
"Kuvakasha kuyashipha uma nibaningi, ngako-ke nangabe uwedvwa noma unemngani munye, zama kutfola labanye bantfu nente licembu lalabane kuya kulabasitfupha litoba ncono linani lelibhadalwa ngumuntfu amunye.","travel
"
Kufanele ukhetse indiza lovame kuhamba ngayo esivumelwaneni sekubambisana ngekucophelela.,"travel
"
