text,gemini_reply
"Mae MetroPlus yn fwy cyfforddus ac yn llai gorlawn ond ychydig yn ddrytach, ond mae'n dal yn rhatach na thocynnau metro arferol yn Ewrop.","travel
"
Mae'n bosibl fydd hyn yn gofyn am gwblhau ffurflen gyda'r heddlu lleol neu ymweliad â'r swyddfeydd mewnfudo.,"crime
"
"Pob bore, mae pobl yn gadael trefi bach yn y wlad mewn ceir i fynd i'w gweithleoedd ac maen nhw'n cael eu pasio gan eraill sy'n mynd i'w cyrchfan gwaith yn y lle maen nhw newydd adael.","geography
"
"Os nad ydych chi wedi arfer gyrru ar ffyrdd y wlad, byddwch yn effro: mae elltydd serth, lonydd cul, a throeon llym yn gyffredin.","travel
"
"Cerdded oedd y dull cyntaf o deithio y gwyddom amdano, dechreuodd bodau dynol gerdded yn unionsyth ddwy filiwn o flynyddoedd yn ôl gydag ymddangosiad Homo Erectus (sy'n golygu dyn cefnsyth).","travel
"
Mae'n rhaid i deithwyr sy'n cynllunio llawdriniaeth ailgyfeirio rhyw dramor sicrhau eu bod yn cario dogfennau dilys ar gyfer y daith adref.,"travel
"
"Mewn achosion eraill, dim ond ar y rheini sy'n aros y tu allan i lety twristaidd bydd angen cofrestru. Fodd bynnag, mae hyn yn gwneud y gyfraith yn llawer mwy aneglur, felly ceisiwch wybodaeth o flaen llaw.","travel
"
Os ydych chi'n teithio mewn gwlad sy'n datblygu am y tro cyntaf - neu mewn rhan newydd o'r byd - peidiwch â bychanu'r sioc ddiwylliannol bosibl.,"travel
"
"Menywod: Argymhellir bod unrhyw deithwyr benywaidd yn dweud eu bod yn briod, beth bynnag y bo eu statws priodasol mewn gwirionedd.","travel
"
"Mae ymweliadau twristaidd yn ddrud, yn gofyn am ffitrwydd corfforol, yn gallu digwydd yn haf ym misoedd Tachwedd i Chwefror yn unig, ac yn gyfyngedig i raddau helaeth i'r Penrhyn, Ynysoedd a Môr Ross.","travel
"
Gellir cyfuno ymwelliad â'r safle yn gyfleus â thaith cwch i'r llyn.,"travel
"
"Cofiwch eich bod yn ymweld yn y bôn â safle bedd torfol, yn ogystal â safle sydd ag ystyr anfesuradwy bron i gyfran sylweddol o boblogaeth y byd.","religion
"
Dylech fod yn dawel eich meddwl y bydd popeth yn eithaf amlwg unwaith y byddwch chi'n cyrraedd y marinâu. Byddwch yn cyfarfod ffawdheglwyr cychod eraill a byddant yn rhannu eu gwybodaeth gyda chi.,"travel
"
