text,gemini_reply
"MetroPlus er mere behagelig og mindre overfyldt, men lidt dyrere - dog stadig billigere end de normale metrobilletter i Europa.","travel
"
"Dette kan kræve, at du udfylder en formular hos det lokale politi eller besøger indvandringskontorerne.","crime
"
"Hvor morgen forlader folk små landsbyer i bil for at tage til deres arbejdsplads, og passeres af andre, hvis arbejdssteder er det sted, som de lige har forladt.","geography
"
"Vær vaks, hvis du ikke er vant til at køre på landevej: stejle bakker, smalle baner og skarpe sving er der masser af.","travel
"
"Den første kendte transportmetode var at gå, mennesker begyndte at gå oprejst for to millioner år siden med fremkomsten af Homo Erectus (hvilket betyder oprejst mand).","science
"
"Rejsende, der planlægger kønsskifteoperationer i udlandet, skal sørge for at medbringe gyldige dokumenter til hjemrejsen.","health
"
"I andre tilfælde skal kun de, der opholder sig uden for turistindkvarteringer, registreres. Imidlertid gør dette loven meget mere uigennemskuelig, så find ud af det på forhånd.","travel
"
Hvis du rejser til et uland for første gang - eller til en ny del af verden - skal du ikke undervurdere det potentielle kulturchok.,"travel
"
"Kvinder: det anbefales, at alle kvindelige rejsende siger de er gift, uanset deres faktiske civilstand.","travel
"
"Turistbesøg er dyre, kræver god fysisk kondition, kan kun finde sted i sommermånederne nov-feb, og er stortset begrænset til halvøen, øerne og Rosshavet.","travel
"
Et besøg i området kan nemt kombineres med en bådtur til søen.,"travel
"
"Husk, at du faktisk besøger et massegravsted. Et sted, der har en helt afgørende betydning for en stor del af verdens befolkning.","religion
"
"Du kan trygt stole på, at når du først er i lystbådehavnen vil alt være temmelig indlysende. Du vil møde andre båd-blaffere, som vil dele deres viden med dig.","travel
"
"På samme måde skal du med et Schengen-visum ikke søge særskilt visum til hvert Schengen-land, hvilket sparer tid, penge og papirarbejde.","travel
"
"Dette kan gøres i en normal bil med forsigtig planlægning, men en firhjulstrækker anbefales stærkt, og mange steder er kun tilgængelige med en firhjulstrækker med en høj hjulbase.","travel
"
"På is- og sneglatte veje er der lav friktion, og du kan ikke køre, som du normalt ville gøre, på tør asfalt.","disasters
"
"Deletaxaer er en hurtig og behagelig måde at rejse til nærliggende steder på, eksempelvis Paro (150 Nu) og Punakha (200 Nu).","travel
"
"Twin Otter-flyet havde forsøgt at lande i Kokoda i går, som Airlines PNG Fly CG4684, men havde afbrudt en gang allerede.","disasters
"
