text,gemini_reply
"MetroPlus ilomfwikapo bwino sana elyo tamufula abantu lelo yalikosako umutengo, nangu cakuti yalicipako ukucila amatiketi aya metro ayaku Europe.","travel
"
Ici kuti cakabila ukwisushisha icipepala naba kapokola bakuli iyo ncende nangu ukuya kwi ofeshi ililolesha pa myendele ya kwabuka imipaka (imigration).,"politics
"
"Cila lucelo, abantu balafuma mu misumba iinono umo bekala mumamotoka yabo no kuya kuntu babombela elyo no kukumanya abantu bambi abaya mu kubombela kulya kuntu bambi balefuma.","travel
"
"Nga cakuti tamwabelesha ukwensha mu misebo yamu mpanga, mube abacenjela no kusalapuka sana: imitentemuko, inshila ishapapatila, elyo ne finshoko ifibi efyafulako.","travel
"
"Imyendele ya kubalilapo iyaishibikwe yali ya kwenda na makasa, abantu batendeke ukwenda abaololoka imyaka imintapendwa ibili iyapita lintu kwaishilemoneka Homo Erectus (icilepilibula umuntu uwaololoka).","science
"
Abalendo abalepekanya ubulendo bwakuya mu kwalula umubeela wabo (ubwanakashi nangu ubwaume) kunse ya calo balingile bapekanishisha kabela ifitupa ne fipepala fya kubwelela.,"travel
"
"Mu nshita shimbi, abo fye beka abaleikala kunse ya fikulwa fya butandashi ebalingile ukulembesha. Lelo, ici cilalenga ukuti ifunde licepelwe amaka, kanshi mufwile mwaipushisha limo.","travel
"
Nga cakuti muleenda mucalo icileya pantanshi pa muku wa kubalilapo – nangu mu ncende iipya iye sonde – mwi cefya amaka ya kumisungusha aya mikalile ne ntambi sha uko kuntu.,"travel
"
"Banamayo: Caliba icikankala ukutila banamayo abali pabulendo balanda ukutila balyupwa, nangu cakuti baba nabalume nangu iyo.","travel
"
"Ukutandalila incende ishapusanapusana kwa mutengo sana, kulafwaikwa ubumi busuma ubwa mubili, kuti kwacitikafye ukufuma mu mwenshi wa Cinshikubili ukufika mu Kabengele kakalamba, elyo kabili ilingi kubafye ukutandalila cishi ca Penisula na bemba wa Ross","travel
"
Ukutandala kuli iyi ncende kuti kwasankanishiwamo no bulendo bwa bwato kuli beemba munono.,"travel
"
"Mukwai ibukisheni ukutila muletandalila incende ya nshishi ya cintubwingi, pamofye ne ncende iyakwata ubupililbulo ubushingapendwa bwino ku ciputulwa icikulu icabekala pe sonde.","geography
"
Mube abashininkisha ukutila ilyofye mwafika apakushikila ifili fyonse fikaba ifyapekanishiwa ukucitika. Mukakumanya bambi abensha amato elyo nabo bakakanyako ilyashi lyabo kuli imwe.,"travel
"
"Mu musango umo wine, ilyo mwakwata visa ya Schengen, tamulingile nakabili ukulaipusha ukukwata ama visa ayakulaya kuli cila calo ica mu ncende ya Schengen, ne ci kuti camisungilako inshita, indalama ne fya kulembalemba.","travel
"
Ici kuti cacitika mu motoka iyaseeka ilyo kwaba ukupekanya bwino lelo motoka iyamaka iya 4x4 eifwaikwa sana elyo ne ncende ishingi kuti wafikako fye ukubomfya motoka iyasansama iya 4x4.,"travel
"
"Mu misebo ya aisi ne mfula ya tupapatu utwa buuta, ukukosa kwa kukwesana kulacepako elyo te kuti wenshe ngefyo wingensha mu musebo wa manenekela.","travel
"
"Ama taxi aya kuninamo abengi emusango umo uwayanguka kabili uusuma uwa kwendela ukuya ku ncende ishamupepi, pamo nga Paro (Nu 150) na Punanka (Nu 200).","travel
"
"Indeke ya Twin Otta yalefwaisha ukupona pa Kokoda ubushiku bwa mailo nge Ndeke sha Airlines PNG Flight CG4684, lelo yalikenepo ukucita ifyo pa muku umo kale.","disasters
"
"Mu mashitima ayakulalamo, ifitupa fyenu kuti fyapokwa na kangalila we shitima pakuti tabamifulunganishishe utulo.","travel
"
"Ubulalo bwapekanishwe ukutendeka ukubomba umupwilapo mu mweshi wa Lusuba-lunono 2017, pa nshita ilyo apa baleenekela ukupwisha ukupanga apa kusonkesesha imisonko ku ciputulwa ca misonko ica mu Brazil.","business
"
Takwaba akampani ka bwampano bwa ndeke akabombela pa nshila shonse ishakwabuka babeemba batatu mu Southern Hemisphere (elyo SkyTeam taisendapo inshila iili yonse).,"business
"
"Nga cakuti fye muleikala muli iyi ncende, kuti mwayabuka imipaka ukwabula ukupita mu kuceceta kwa fitupa fya kwendela na kabili.","travel
"
"Nangu cakuti mwingacimona icayana ukujoina indeke iyo mwendamo lyonse, mulingile mwaishiba ukuti amashuko ayapeelwa ilingi yalapusana elyo na matoni yakwenda lyonse kuti yaba ayasuma sana ku ndeke shimbi mu bwampano bumo bwine.","travel
"
"Kwaba fye ama kampani ya ndeke ayanono ayacili yala lipilisha imitengo ya bantu nga bafwilwa, neci ci cefyako fye panono ku mutengo uwa kwendela pa lwendo ulwa pa kashita ka mu kulekelesha ulwa cililo.","travel
"
Abatandashi kuti batandalila incende ishaishibikwa nge mpopo sha fyalo fimo nangu limbi kuti basala fye ukutontomesha pa ncende imo.,"travel
"
