text,gemini_reply
"Ke itumeletse Metroplus e bile gape ga e a tlala mme tlhwatlhwa ya yone e kwa godimonyana go se nene, le fa ntswa e le ko tlase go gaisa ditekete tse di tlwaelegileng kwa Yuropa.","travel
"
Se se ka nna sa batla gore o tlatse foromo le mapodisa a a mo tikologong kana o etele ba lephata la tsa mesepele.,"travel
"
"Moso mongwe le mongwe, batho ba tlogela ditorotshwana tsa metsana ya bone ba palame dijanaga go ya kwa ditirong mme ba fapaana le ba bangwe bao lefelo la bone la tiro e leng kwa bone ba tswang teng.","travel
"
"Fa o sa tlwaela go kgweetsa mo ditseleng tsa mo nageng, o nne o le kelotlhoko: go mefologelo, ditselana tse di tshesane, le metsopodia ya tsela e e segogoropo.","travel
"
"Sepagamo sa ntha ne e le go tsamaya ka maoto, batho ba simolotse go tsamaya ba tlhamaletse dimilone tsa dingwaga tse di fetileng ka go tlhagelela ga Homo Erectus (mo go rayang motho yo o emeletseng).","science
"
Baeng ba ba eletsang go dira karo ya go fetola bong kwa moseja ba tshwantese ba tlhomamisa go re ba tshotse dipampiri tse di maleba tse di tla ba letlang go boela gae.,"health
"
"Fa gongwe, ba ba nnang kwa ntle ga mafelo a bojanala ke bone fela ba ba tshwanetseng go ikwala. Mme le gale, se se dira go re molao o seka wa tlhaloganyesega sentle, ka jalo, o tla tshwanelwa ke go botsolotsa nako e sale teng.","travel
"
Fa ele gore o etelela lefatshe le le tlhabologiang lekgetlho lantlha – kana lefelo le lesha la lefatshe – o seka wa nyatsa kgonagalo ya gore o tlile go makatswa ke mokgwa o ba dirang dilo ka teng.,"travel
"
"Basadi: Go rotloediwa go re baeti bape ba basadi ba re ba nyetswe, go sa kgathalesege seemo sa bone sa mmatota sa lenyalo.","politics
"
"Maeto a bojanala a tlhwatlhwa godimo, a tlhoka boitekanelo mo mmeleng, e bile go ka etiwa fela ka selemo mo kgweding tsa Ngwanatsele go fitlha go Tlhakole, e bile ga ntsi a felela fela mo pheninsulareng, le tlhaketlhake, le Lewatle la Ross.","travel
"
