text,gemini_reply
"MetroPlus iba ifite umutekano cyane kandi ntiba irimo abantu benshi cyane ariko irahenze cyane, nubwo ihendutse kuruta amatike asanzwe ya gari ya moshi zo mu Burayi.","travel
"
Ibi bishobora kugusaba kuzuza ifishi y’abapolisi b’aho uri cyangwa gusura ibiro by’abinjira n’abasohoka.,"crime
"
"Buri gitondo, abantu bava mu mijyi mito yo mu cyaro mu modoka bajya ku kazi kabo maze bakabisikana n’abandi berekeza ku kazi kabo kari aho abo bavuye.","travel
"
"Niba utamenyereye gutwara mu mihanda yo mu gihugu, komeza kuba maso: ahantu hahanamye, inzira zifunganye hamwe n’ahagoramye cyane.","travel
"
"Ubwikorezi bwa mbere bwamenyekanye bwari ukugenda, abantu batangiye kugenda bemye hashize imyaka miliyoni ebyiri ubwo habonekaga Homo Erectus (bisobanura umuntu wemye).","science
"
Abagenzi bateganya kwihinduza ibitsina mu mahanga bagomba kumenya neza ko bitwaje ibyangombwa byemewe by'urugendo rwo gutaha.,"health
"
"Mu bindi bihe, abantu bonyine baba bari mu macumbi ataragenewe ba mukerarugendo bakeneye kwiyandikisha. Ariko, ibi bituma amategeko adasobanuka neza, ku bw’ibyo hashakishe hakiri kare.","travel
"
Niba utembereye mu gihugu kiri mu nzira y’amajyambere ku nshuro ya mbere – cyangwa mu gice gishya cy’isi – ntugapfobye umuco waho.,"travel
"
"Abagore: Ni icyifuzo ko abagore abo aribo bose b’abagenzi bavuga ko bubatse, batitaye ku irangamimerere ryabo.","politics
"
"Ingendo z’abakerarugendo zirahenda, zisaba imyitozo ngororamubiri, zishobora kuba gusa mu mpeshyi hagati y’Ugushyingo na Gashyantare, ndetse akenshi zigarukira ku Mupaka, Ibirwa n’Inyanja ya Ross.","travel
"
Gusura icyo cyanya bishobora guhuzwa mu buryo bworoshye no kugendera mu bwato kuri icyo kiyaga.,"travel
"
"Nyamuneka wibuke ko urimo gusura cyane cyane ahantu hari imva rusange, hakaba n’ahantu hafite ibisobanuro bifite agaciro gahebuje ku gice kinini cy’abatuye isi.","travel
"
Wizere ko nugera ku byambu buri kintu kizaba kimeze neza. Uzahura n’abandi basare kandi bazagusangiza amakuru yabo.,"travel
"
"Muri ubwo buryo, iyo ufite viza ya Schengen, ntukeneye gusaba viza za buri bihugu binyamuryango bya Schengen, bityo bicungura igihe, amafaranga ndetse n’amadosiye.","travel
"
Ibi bishobora gukorwa mu modoka isanzwe wabiteguye neza ariko iya 4x4 ni yo isabwa kandi ahantu henshi hagendwa gusa wakoresheje imodoka ya 4x4.,"travel
"
"Ku mihanda irimo urubura na shelegi, gufata kw’amapine biba biri hasi kandi ntushobora gutwara nk’uri ku muhanda wa kaburimbo.","disasters
"
"Amatagisi asangiwe ni uburyo bwihuta kandi bwiza bwo gutembereramo ujya hafi, nka Paro (Nu 150) na Punakha (Nu 200).","travel
"
"Twin Otter yari iri kugerageza kugwa i Kokoda ejo hashize nk'indege ya PNG Indege CG4684, ariko yarongeye yari yamaze kubinanirwa.","disasters
"
"Muri gari ya moshi zikora ingendo za nijoro, pasiporo zishobora guhurizwa hamwe n’umushoferi kugirango batagukangura.","travel
"
"Biteganijwe ko iki kiraro kizatangira gukoreshwa mu buryo bwuzuye muri Nzeri 2017, aho biteganijwe ko gasutamo zo muri Burezile zizaba zisojwe.","business
"
Nta huriro ry’amasosiyete y’indege ryambukiranya inyanja zose uko ari eshatu mu Gice cy’Amajyepfo y’isi (na Skay Team ntiyambukiranya na hamwe).,"travel
"
"Igihe cyose uri muri aka gace, muri rusange ushobora kwambuka imipaka utiriwe unyura mu nzira zo kugenzura pasiporo.","travel
"
"Nubwo ushobora gutekereza ko ari kimeza kwifatanya na sosiyete y’indege ugenderamo kenshi, wagombye kumenya neza ko inyungu itanga akenshi zitandukanye kandi amanota ahabwa abagenderamo kenshi ashobora kuba menshi muri sosiyete y’indege yo mu ihuriro rimwe.","travel
"
"Gusa amasosiyete y’indege makeya aracyatanga ibiciro by’abapfushije, bigabanyaho gato ikiguzi cy’urugendo rwo gushyingura ku munota wa nyuma.","travel
"
Ba mukerarugendo bashobora gusura ahantu nyaburanga h’igihugu runaka cyangwa se bashobora no guhitamo kwibanda ku hantu hamwe gusa.,"travel
"
