text,gemini_reply
"MetroPlus ass méi bequeem a manner iwwerfëllt, awer liicht méi deier, wann och ëmmer nach méi bëlleg ewéi normal Metroticketen an Europa.","travel
"
"Dat kann erfuerderen, datt Dir e Formulaire bei der lokaler Police ausfëllen oder d'Awanderungsautoritéite opsiche musst.","crime
"
"All Muere verloossen d'Mënsche kleng Landstied an Autoen, fir op hir Aarbechtsplaz ze fueren a fuere laanscht déijéineg, deenen hir Aarbechtsdestinatioun déi Plaz ass, déi se grad verlooss hunn.","geography
"
"Wann Dir et gewinnt sidd, op Landstroossen ze fueren, dann haalt Är Sënner zesummen: géi Steigungen, enk Gaassen a schaarf Kéiere iwwerweien.","travel
"
Déi éischt bekannt Transportform war goen; d'Mënschen hu virun 2 Millioune Joer mam Optauche vum Homo Erectus (oprechte Mënsch) ugefaangen oprecht ze goen.,"science
"
"Reesenden, déi eng Geschlechtsëmwandlung am Ausland plangen, musse sécherstellen, gülteg Dokumenter fir d'Réckrees bei sech hunn.","travel
"
"An anere Fäll musse sech nëmmen déijéineg registréieren, déi sech baussent den Touristenënnerkënft ophalen.  Dat mécht d'Gesetz awer nach méi onduerchsichteg, informéiert Iech also virdrun.","travel
"
Wann Dir déi éischt Kéier en Entwécklungsland bereest – oder en neien Deel vun der Welt – dann ënnerschätzt de méigleche Kulturschock net.,"travel
"
"Fraen: Et gëtt empfuel, datt reesend Frae soen, datt se bestuet sinn, onofhängeg vum tatsächleche Familljestand.","travel
"
"Touristebesich sinn deier, erfuerdere kierperlech Fitness, sinn nëmmen am Summer (November bis Februar) erlaabt a gréisstendeels op d'Hallefinsel, Inselen an d'Rossmier beschränkt.","travel
"
E Besuch um Site ka bequeem mat enger Bootsfaart zum Séi kombinéiert ginn.,"travel
"
"Denkt wgl. drun, datt Dir am Weesentlechen e Massegraf besicht, esouwéi e Site, deen eng bal onkalkuléierbar Bedeitung fir en aneren Deel vun der Weltbevëlkerung huet.","travel
"
"Dir kënnt sécher sinn, datt esoubal Dir um Yachthafen ukommt, alles zimmlech offensichtlech ass. Dir trefft aner Boottramper, déi hir Informatioune mat Iech deelen.","travel
"
"Genee esou musst Dir mat engem Schengen-Visa net fir jiddwer Schenge-Memberstat separat e Visa ufroen, wat Zäit, Suen a Schreifaarbecht erspuert.","travel
"
"Dat kann an engem normalen Auto mat suergfälteger Planifikatioun gemaach ginn, awer e 4x4 gëtt wierklech empfuel a vill Plaze sinn nëmme mat engem 4x4 mat héijem Radstand erreechbar.","travel
"
"Op veräisten a verschneite Stroossen ass d'Reiwung geréng an et kann een net esou fueren, ewéi wann een op Makadamm fuere géif.","disasters
"
"Sammeltaxie sinn eng séier a bequeem Méiglechkeet, fir op nobäi Plazen ze reesen ewéi Paro (Nu 150) an Punakha (Nu 200).","travel
"
"D'Twin Otter huet gëschter als Fluch CG4684 vun der PNG Air versicht zu Kokoda ze landen, hat awer schonn eng Kéier ofbrieche missen.","disasters
"
"An Nuechtschléiferzich ginn d'Päss eventuell vum Schaffner agesammelt, fir datt Dir Äre Schlof net ënnerbrieche musst.","travel
"
"D'Bréck soll am September 2017 voll asazfäeg sinn, wann d'brasilianesch Zollkontroll viraussiichtlech fäerdeggestallt soll sinn.","business
"
"Keng Airline-Allianz deckt all dräi Ozeaniwwergäng an der südlecher Hemisphär of (a SkyTeam, deckt kee vun den Iwwergäng of).","travel
"
"Esoulaang Dir an dëser Zon bleift, kënnt Dir an der Reegel iwwer d'Grenze goen, ouni erneit duerch d'Passkontroll goen ze mussen.","travel
"
"Obwuel een denke kéint, et wier intuitiv der Fluchgesellschaft bäizetrieden, mat där een am meeschte flitt, muss ee sech bewosst sinn, datt d'Sonnerrechter dacks ënnerschiddlech sinn a Méifléierpunkte bei enger anerer Fluchgesellschaft an der selwechter Allianz méi generéis kënne sinn.","travel
"
"Just e puer Fluchgesellschafte hunn nach Trauertariffer am Programm, déi d'Käschte fir Last-Minute-Begriefnesreese liicht reduzéieren.","travel
"
Touriste kënne verschidden Attraktioune vun engem bestëmmte Land besichen oder se kënne sech einfach nëmmen op ee Beräich konzentréieren.,"travel
"
"Bowen Island ass e beléiften Dages- oder Weekendausfluch mat Kajakfueren, Wanderen, Geschäfter, Restauranten a méi.","travel
"
"Mam Fliger ze reesen, ka fir Mënschen a jiddwer Alter a mat jiddwer Hannergrond e beängschtegend Erliefnes sinn, besonnesch wa se nach ni geflu sinn oder en traumatescht Ereegnes erlieft hunn.","travel
"
"Kuerz gesot, Ären Auto ass e gutt Mëttel, fir e Roadtrip, awer seelen u sech eng Méiglechkeet fir ze ""campen"".","travel
"
"D'Registréierung ass eng zousätzlech Viraussetzung fir d'Visaverfaren. An e puer Länner musst Dir Är Uwiesenheet an Adress, wou Dir Iech ophaalt, bei de lokalen Autoritéite registréieren.","travel
"
"Bannewaasserstroose kënnen e gutt Theema sinn, fir eng Vakanz ronderëm ze plangen.","travel
"
"Droe fir anerer – loosst nimools Är Poschen aus den Aen, virun allem, wann Dir international Grenzen iwwerschreit.","travel
"
"D'Wikinger hunn d'russesch Waasserstroosse genotzt, fir un d'Schwaarzt Mier an d'Kaspescht Mier ze gelaangen. Deeler vun dëse Strecke kënne weiderhi genotzt ginn. Iwwerpréift d'Noutwennegkeet vu spezielle Geneemegungen, déi méiglecherweis schwéier ze kréie sinn.","geography
"
"Zitt virun allem an Ären éischten Deeg a Betruecht, Hotellen, Iessen a Servicer am westleche Stil a mat westlecher Qualitéit ze wielen, fir Iech dobäi ze hëllefen, Iech ze akklimatiséieren.","travel
"
"D'Bierger vu Kuba, déi eng US-Green-Card hunn, sollten d'ecuadorianescht Konsulat besichen, fir eng Befreiung vun dëser Ufuerderung ze kréien.","politics
"
"Et gëtt erwaart, datt déi meescht Veranstaltungsticketen tëschent 2.500 ¥ an 130.000 ¥ kaschten, woubäi typesch Ticketen ongeféier 7.000 ¥ kaschten.","entertainment
"
"Reesenden, déi a Länner mat héije Steieren areesen, kënnen heiansdo vill Sue spueren, besonnesch bei Produkter ewéi alkoholeschem Gedénks an Tubak.","travel
"
"Gitt Reesbegleeder a Familljememberen oder Frënn, déi hëllefe wëllen, och eng Kopie vun der Richtlinn/de Kontaktdate mat heem.","travel
"
"Europa ass e relativ klenge Kontinent mat villen onofhängege Länner. Ënner normalen Ëmstänn géif d'Reesen duerch méi Länner bedeiten, datt een e puer Visaufroen stellen a Passkontrollen duerchlafe misst.","travel
"
"Sirena ass déi eenzeg Rangerstatioun, déi zousätzlech zum Camping Schlofsäll a waarm Moolzechten bereetstellt. A La Leona, San Pedrillo a Los Patos gëtt et just Camping ouni Verfleegung.","travel
"
"Tier si méi bëlleg fir méi grouss Gruppen, wann Dir also eleng oder nëmme mat engem Frënd ënnerwee sidd, versicht aner Leit ze treffen an e Grupp vu véier bis sechs Leit ze bilden, fir e bessere Präis pro Persoun ze kréien.","travel
"
"Dir wiert gutt beroden, Är Villfléierfluchgesellschaft an enger Allianz suergfälteg auszewielen.","travel
"
"Wann d'Land, dat Dir besiche wëllt, vun enger Reeswarnung betraff gëtt, da ka sech dat op Är Reeskranken- oder Är Reesrécktrëttsversécherung auswierken.","travel
"
An den eegenen Auto ze klammen a sech fir eng laang Autofaart op de Wee ze maachen huet en intrinsesche Reiz a senger Einfachheet.,"travel
"
"Komescherweis ass den Handydéngscht hei awer vill méi staark ewéi laanscht anere Streckenabschnitter, z. B. de Pennsylvania Wilds.","technology
"
"Déi breet Boulevarden, d'Gebaier mat Glasfassaden an d'modern Akafszentre si mat traditionelle rouden Zillendiecher, dem Maart aus dem 18. Joerhonnert an ale Moscheeën a Kierchen iwwerséint, obwuel d'Stad éischter eng Atmosphär vum europäesche Mëttelmierraum ewéi der traditioneller Tierkei huet.","geography
"
"Jerusalem huet vill historesch, archeologesch a kulturell Sitten, zesumme mat liewegen an iwwerfëllten Akafszentren, Caféen a Restauranten.","geography
"
"All Joer ginn Dose Visiteure verletzt, well se net genuch Ofstand halen. Dës Déiere si grouss, wëll a potenziell geféierlech; loosst hinnen also hiren Ofstand.","nature
"
"Stellt sécher, datt Dir wësst, wat Dir aféiere kënnt a wat net, an deklaréiert alles, wat d'gesetzlech Limitten iwwerschreit.","travel
"
D'Turkish Airlines flitt ab 2014 39 Destinatiounen an 30 afrikanesche Länner un.,"travel
"
Minn vun der Avenger-Klass versenkt Schëff: D'Schëff war ënnerwee op Puerto Princesa a Palawan.,"disasters
"
"En Netzwierk fir den Austausch vu Gaaschtfrëndschaft ass eng Organisatioun, déi Reesender mat Awunner vun de Stied zesummebréngt, déi se besiche wëllen.","travel
"
"Well d'distriktiwwergräifend Busser dacks voll sinn, gëtt empfuel, e puer Deeg am Viraus en Ticket ze kafen.","travel
"
Se definéieren och Strecke fir beléift Wander- a Vëlosweeër.,"travel
"
