text,gemini_reply
"«МетраПлюс» — гэта больш камфартабельны і не такі перапоўнены клас. Ён крыху даражэйшы, хоць праезд у ім і не каштуе так дорага, як у звычайным еўрапейскім метро.","travel
"
Запоўніць форму ў мясцовай паліцыі ці наведаць іміграцыйныя ўстановы можа таксама спатрэбіцца.,"crime
"
"Людзі кожную раніцу выязджаюць на сваіх машынах з маленькіх правінцыйных гарадоў, каб ехаць на працу. Па дарозе міма іх праязджаюць іншыя людзі, што працуюць там, адкуль яны толькі што з'ехалі.","geography
"
"Калі ў вас небагаты досвед кіравання на загарадных дарогах, заставайцеся заўсёды ўважлівымі: тут шмат стромкіх схілаў, вузкіх палос для руху і нечаканых паваротаў.","travel
"
"Першым вядомым сродкам перамяшчэння была хадзьба. Два мільёны гадоў таму, са з'яўленнем Хома эрэктус (што азначае «чалавек прамаходзячы»), людзі пачалі хадзіць у вертыкальнай паставе.","science
"
"Тым турыстам, якія мяркуюць зрабіць за мяжой аперацыю па змене полу, неабходна мець пры сабе належныя дакументы для вяртання на радзіму.","travel
"
"У іншых выпадках толькі тым, хто знаходзіцца не ў турыстычных месцах, патрэбна рэгістрацыя. Тым не менш, закон ад гэтага здаецца яшчэ больш няпэўным, таму лепш зрабіць даведку загадзя.","travel
"
"Не варта недаацэньваць магчымы культурны шок, калі вы падарожнічаеце па якой-небудзь краіне ў стадыі развіцця (альбо ў новай частцы свету) упершыню.","travel
"
"Жанчыны: турысткам-жанчынам рэкамендуецца заўсёды гаварыць, што яны замужам, нават калі гэта не так.","travel
"
"Турыстычныя паездкі каштуюць даволі дорага і для іх патрэбна мець добрую фізічную падрыхтоўку. Акрамя таго, яны магчымы толькі ў летні перыяд, з лістапада па люты, і пераважна абмежаваны тэрыторыяй астравоў, паўвострава, а таксама мора Роса.","travel
"
Катанне на лодцы па возеру і наведванне гэтага месца можна без праблем сумясціць.,"travel
"
"Памятайце, што вы па сутнасці знаходзіцеся на месцы масавых пахаванняў, значэнне якога для вялікай часткі насельніцтва свету проста немагчыма апісаць словамі.","history
"
"Можаце быць упэўнены, што, як толькі вы трапіце на прыстань ці прычал, усё стане відавочна. З вамі падзеляцца інфармацыяй іншыя вандроўнікі, якія таксама падарожнічаюць на спадарожных лодках.","travel
"
"Такім жа чынам, калі ў вас ужо ёсць шэнгенская віза, асобна падаваць заяву на візу ў кожную краіну-удзельніцу шэнгенскай зоны вам не трэба, што эканоміць час, грошы і спрашчае працэдуру афармлення дакументаў.","travel
"
"Пры ўмове стараннага планавання для гэтага можна скарыстацца звычайным аўтамабілем, аднак найлепшым варыянтам будзе поўнапрывадны аўтамабіль. У многія месцы можна папасці толькі на поўнапрывадным аўтамабілі з высокай калёснай базай.","travel
"
"Каэфіцыент счаплення на заснежаных і пакрытых лёдам дарогах нізкі, таму нельга ездзіць так, быццам пад калёсамі проста асфальт.","disasters
"
"Маршрутнае таксі — гэта камфортны і зручны спосаб дабрацца да мясцін, што паблізу, — напрыклад, да гарадоў Пунакха (кошт праезду — 200 нгултрумаў) і Паро (кошт праезду — 150 нгултрумаў).","travel
"
"«Твін-Отэр» (рэйс CG4684 авіяліній Папуа-Новая Гвінея) спрабаваў учора прызямліцца ў аэрапорце горада Какода, аднак адмяніў пасадку.","disasters
"
"Каб не перашкаджаць вам спаць, у начных цягніках са спальнымі вагонамі пашпарты можа збіраць праваднік.","travel
"
"Адпаведна графіку мост стане поўнасцю функцыянальным у верасні 2017 г., пасля завяршэння будаўніцтва бразільскіх мытных пунктаў пропуску.","business
"
У паўднёвым паўшар'і ні адзін альянс авіякампаній не прапануе трансакіянскія пералёты па ўсіх трох напрамках (а «СкайЦім» не прапануе ні адзін з іх).,"travel
"
"Вы, як правіла, маеце магчымасць перасякаць межы, не праходзячы зноў пункты пашпартнага кантролю, пакуль знаходзіцеся ў гэтай зоне.","travel
"
