text,gemini_reply
"Ny MetroPlus dia ahazoana aina kokoa sy vitsy olona saingy lafo kokoa, kanefa mora nohon’ny tapakila metro mahazatra ao Eropa.","travel
"
Mety mila famenoana taratasy avy any amin’ny polisy eo an-toerana ity na mila fandehanana any amin’ny biraon’ny fifindramonina.,"politics
"
"Isa-maraina dia misy olona miala ao an-tanàny dia mandeha fiara mba handeha hiasa, ary eny an-dalana indray izy ireo mahita olona handeha hiasa any amin’ny toerana vao nilaozany.","geography
"
"Raha tsy zatra mandeha amin’ny làlana an-tanàna ianao dia aza mikorapaka: fidinana be, lalana tery sy ny fiolananamaranitra no manjaka.","travel
"
"Ny fitaterana fantatra voalohany dia ny dia tongotra, nanomboka nandeha tongotra niarina ny olombelona tamin’ny fiandohan’ny Homo Erectus (izay midika hoe olona miarina)","science
"
Ny mpandeha mandrafitra ny fandidina fanovana taovam-pananahana any ivelany dia tsy maintsy mahazo antoka fa manana ny taratasy ilaina amin’ny dia miverina.,"health
"
"Amin'ny tranga hafa, ireo olona izay mipetraka ivelan’ireo fiantranoan’ny mpizahatany ihany no mila misoratra anarana. Na izany aza dia mahatonga ny lalàna ho vao mainka tsy mazava izany, noho izany mila fantarina mialoha.","travel
"
Raha voalohany ianao no mandeha any amin’ny tany andalam-pandrosoana - na any amin’ny toerana vaovao eto ambonin’ny tany - dia aza tsinontsinoavina ny mety hisian'ny fifandonana ara-kolontsaina.,"travel
"
"Vehivavy: Tsaratsara kokoa raha milaza izay vehivavy rehetra mpandeha hoe manambady, na inona na inona sokajy misy azy.","travel
"
"Ny fitsidihan’ny mpizaha tany dia lafo, mitaky toe-batana matanjaka, amin’ny fotoana fahavaratra Nov-Feb, ary voafetra ho eo amin’ny Saikanosy, Nosy sy ny Ranomasina Ross.","geography
"
Ny fitsidihana ilay toerana dia azo ampiarahana tsara amina fitsangatsanganana an-tsambo eny ambony farihy.,"travel
"
"Tsarovy fa mitsidika toerana misy fasana maro ianao, ary teorana izay manan-danja tsy hay refesina ho an’ny olona maro eo amin’izao tontolo izao.","travel
"
Matokisa fa vao tonga eo amin’ny seranana ianao dia hazava tsara daholo ny rehetra. Hifanena amin’ny mpandeha an-tsambo hafa ianao ary hizara an’izay fantany aminao izy.,"travel
"
"Tahaka izany ihany koa, rehefa mahazo ny fahazoandalana Schengen, dia tsy mila mangataka fahazoandalana tsirairay ho an’ireo firenena mpikambana ao amin'ny Schengen, izany hoe mitsitsy fotoana, vola ary antontantaratasy.","travel
"
Ity dia azo atao amina fiara tsotra miaraka amin’ny programa voatandrina fa ny 4x4 no tena ampirisinina ary betsaka ny toerana tsy tonga raha tsy amin’ny 4x4 misy kodiarana avo.,"travel
"
Ambany ny fikasohana rehefa mandeha amin’ny lalana misy gilasy sy ranomandry ka tsy afaka mitondra fiara ohatra ny hoe eo ambony tara tsotra ianao.,"nature
"
"Ny fiara karetsaka itambarana dia ahafahana mandeha haingana sy am-pilaminana amin’ny toerana manodidina eo, toy I Paro (Nu 150) sy Punakha (Nu 200).","travel
"
"Niezaka nipetraka tao Kokoda tamin’ny anarana Airlines PNG Flight CG4684 ny Twin Otter omaly, saingy efa tsy tody indray mandeha ny fipetrahany.","disasters
"
