question,gemma3_answer
"Marka loo eego qoraalka, maxaa aan loo qaadan doonin tilmaan sax ah oo si guul leh loogu ciyaaro turumbada?",1
"Markaad ciyaareyso turumbada, midkee ayaa kuwan soo socda gacan ka geysan doona kordhinta mugga?",1
Maxay tahay sababta muuqaaladda telefishinada loo jaraa xuduudahooda?,2
"Marka loo eego marinka, dhibaatooyinka soo socda midkee la kulmi kara marka filim loo beddelayo qaab DVD?",2
Xaggee ku tiillay xerada ciidanka Ingiriiska?,3
Kee ayuu saxeexiisu ka muuqday qabyo qoraalka gacanta lagu qoray?,4
"Marka laga reebo meelaha soo socda, xaggee buu ka yimid barxadka ballaaran ee Dunlap?",2
Xaggee ayay ku sugnaayeen Gaashaanle Sare Stark ciidamadiisa?,1
"Marka loo eego qoraalka, goorma ayay ragga Stark waasiciyeen xayndaabkooda?",3
"Marka loo eego qoraalka, kee ayaa kuwan soo socda ah mid ka mid ah waayihii ugu rabshadaha badnaa ee China ?",4
"Marka loo eego marinka, maxaa ka run ah in kooxaha quraanyada ahi inay galeen marxalad reer guura ah?",2
"Sida ku xusan qoraalka, oraahdee ayaa si sax ah uga tarjumeysa hab-dhaqanka buul-ku-galka kooxaha quraanyada xilliga marxaladda reer-guuraaga?",3
Midkee ka mid ah kuwan soo socda ayaa sii wadmi doona in kasta oo ay jiraan tilmaamo dibadeed?,3
Kelmadee ayaa qeexaysa shakhsiyaadka muujiya kala duwanaanshiyaha sifo gaar ah?,4
Midkee ka mid ah kuwan soo socda ereyga saxda ah ee noolaha ku nool meel gaar ah?,2
Midkee ka mid ah kuwan soo socda oo aan noqon doonin tusaale dhaqdhaqaaqa dalxiiska ee ku salaysan dabeecadda?,3
"Sida ku cad qoraalka, kuwan soo socda kee baa saldhig u ah nidaamka gaadiidka?",2
Qaybaha ku wareega xudunta waxay leedahay kharash noocee ah?,3
Xuddunta ayaa ka kooban qaybehee?,1
"Sida ku cad qoraalka, kuwan soo socda kee baa tusaale u ah nambarka binary shan yara?",1
Tirooyinka baynari maxaa sidoo kale loo yaqaan?,1
Midkee ka mid ah kuwan soo socda oo aan lagu sheegin marinka faa'iidada aasaasiga ah ee boloogyaynta ardayga?,2
