question,gemma3_answer
Welche Tiere können Besucher dem Abschnitt nach wahrscheinlich während einer Safari im Auto beobachten?,2
Was senkt dem Abschnitt nach die Kosten einer Tour?,2
Wer erhält dem Abschnitt nach wahrscheinlich den besten Tourenpreis?,4
Was hat dem Abschnitt nach zur weltweiten Bekanntheit von San Francisco beigetragen?,1
Welche Aussage trifft dem Abschnitt nach nicht auf San Francisco zu?,4
Welche Reisenden profitieren dem Abschnitt nach wahrscheinlich nicht von den Leistungen von Reisebüros?,2
Was wird dem Abschnitt nach nicht als Vorteil für eine Buchung über ein Reisebüro genannt?,1
Was können Echtzeit-Textübersetzungsapps dem Abschnitt nach nicht?,4
Womit werden Offline-Übersetzungen ermöglicht?,3
Was ist kein Auslöser für Lawinen?,1
Was bildet dem Abschnitt nach eine Lawine?,3
Auf welchen Zutaten basiert ein Curry dem Abschnitt nach?,2
In bestimmten Regionen wird Kokosmilch manchmal als Ersatz für welche Zutat im Curry verwendet?,3
"Warum ist ein Bogen um das Transantarktische Gebirge notwendig, um auf das Plateau zu gelangen?",3
Was wird entlang der South Pole Traverse mit Flaggen markiert?,3
"Was wird in dem Abschnitt nicht als etwas genannt, worauf Touristen beim Erkunden des südlichen Afrikas achten sollten?",3
"Was wäre dem Abschnitt nach ein schlechter Rat für Touristen, die das südliche Afrika per Auto entdecken möchten?",2
Was wird in der Textstelle nicht als mögliche Gefahr von unbeaufsichtigten Taschen genannt?,3
Was wird in der Textstelle in Bezug auf den Drogenschmuggel nicht genannt?,4
Welches Getränk sollten Sie während eines Urlaubs zu Hause nicht zubereiten?,1
"Was sollten Sie besuchen, wenn Ihre Stadt für seine Trinkkultur bekannt ist?",3
Wo befinden sich die Taubenskulpturen?,2
Welche Art von Visum erfordert einen Nachweis über ausreichende finanzielle Mittel?,4
Wer benötigt wahrscheinlich ein längeres Visum?,3
Wann sollten Sie sich besonders vor Mücken in Acht nehmen?,3
"Was sollten Sie dem Abschnitt nach nicht tun, um Mücken während einer Fahrt durch den Regenwald zu meiden?",1
Was trifft dem Abschnitt nach nicht auf die Sundarbans zu?,2
Welcher Teil des Waldes liegt auf indischem Staatsgebiet?,1
Wer hat dem Abschnitt nach sehr wahrscheinlich zumindest begrenzte Englischkenntnisse?,2
Was ist dem Abschnitt nach schwierig auszusprechen?,2
"Welche Situation wäre dem Abschnitt nach für Reisende ideal, die einen Bus vom distriktübergreifenden Busbahnhof nehmen wollen?",1
"Was ist ein guter Tipp für Touristen, die Richtung Osten vom distriktübergreifenden Busbahnhof reisen möchten?",2
Welche Beschreibung trifft nicht auf Timbuktu zu?,3
Welche der folgenden Aussagen trifft auf Timbuktu zu?,1
Für wann waren die olympischen Sommerspiele eigentlich geplant? ,4
Wann wird dem Abschnitt nach aus einem Trichter ein Tornado?,4
Welche Beschreibung trifft auf Tornados zu?,2
Von wem erhalten Reisende dem Abschnitt nach Ratschläge über die politische Situation in der Zielstadt?,2
Was wird ein Reisender bei einem Reisehinweis wahrscheinlich nicht erleben?,4
Für welche Reisen ist laut der Textstelle die Unterstützung eines Reiseberaters einer Reiseagentur wahrscheinlich nicht notwendig?,1
In welcher Situation würde dem Abschnitt nach ein Reisender am meisten von der Hilfe einer Reiseagentur profitieren?,2
"Was kann Reisenden dem Abschnitt nach helfen, Enttäuschung beim Besuch neuer Orte zu vermeiden?",1
Wer könnte dem Abschnitt nach bei Reisen an einen fremden Ort Enttäuschung erleben?,3
"Was wird Reisenden, die zum ersten Mal ein Entwicklungsland besuchen, nicht empfohlen?",1
"Was wird nicht erwähnt, das bei der Akklimatisierung in einem Entwicklungsland in Anspruch genommen werden sollte?",3
"Welche der folgenden Optionen eignet sich am besten für Policeninhaber, die eine virtuelle Kopie ihrer Police benötigen, aber möglicherweise keinen Internetzugang haben?",3
Was muss dem Abschnitt nach nicht auf der Police angegeben werden?,4
Welche Negativgröße stellt dem Abschnitt nach das am häufigsten verwendete Filmformat dar?,4
"Welches der folgenden Filmformate bietet eine Auflösung, die ungefähr der von digitalen Spiegelreflexkameras entspricht?",1
Was ist dem Abschnitt nach der letzte Schritt beim Einstieg in die Reiseliteratur?,3
Welche Fähigkeiten sollten beim Einstieg in die Reiseliteratur zuerst verfeinert werden?,2
In welchem Klima sind Darmprobleme weit verbreitet?,3
Eine ständige Aussetzung kann dem Abschnitt nach zu einer Immunität wogegen führen?,2
Was ist ein Vorteil beim Reisen im Schengen-Raum?,1
Was befindet sich nicht mehr im Grab des Tutanchamun?,4
Welcher Ausflug von Vancouver aus lohnt sich dem Abschnitt nach am wenigsten für preisbewusste Reisende? ,4
Welches Ziel bietet den Reisenden dem Abschnitt nach das wahrscheinlich authentischste Erlebnis in Vancouver?,1
"Wann sollten Reisende dem Abschnitt nach die Wasserfälle besuchen, wenn sie eine ungehinderte Sicht haben wollen?",4
Was ist dem Abschnitt nach ein Vorteil des Besuchs der Victoria Falls zwischen November und März?,3
"Was wird dem Abschnitt nach nicht empfohlen, wenn mit einer Drohne gefilmt werden soll?",4
Wo befinden sich laut der Textstelle die besten Orte zum Filmen mit einer Drohne?,4
Welche Aussage zur Anmeldung beim Visaverfahren trifft dem Abschnitt nach nicht zu?,2
An welchem Ort können Touristen ihre Anmeldung nicht erledigen?,3
Wer würde nicht von freiwilliger Arbeit auf Reisen profitieren?,2
Warum wirkt sich die freiwillige Arbeit im Ausland dem Abschnitt nach positiv auf das Budget des Reisenden aus?,3
Was ist dem Abschnitt nach nicht typisch für eine herkömmliche Reise zur Walt Disney World?,2
Welche der folgenden Aussagen über Walt Disney World trifft nicht zu?,1
Welches Problem wird dem Abschnitt nach bei professionellen Trainings oder in Publikationen wahrscheinlich nicht angesprochen?,1
Welches der folgenden Themen wird dem Abschnitt nach bei professionellen Trainings abgedeckt?,1
"Was ist dem Abschnitt nach die beste Möglichkeit, möglicherweise verschmutztes Wasser zu vermeiden?",2
Was kann dem Abschnitt nach auch für erfahrene Schwimmer fast unmöglich sein?,3
"Was sollte man tun, wenn man in eine Strömung gerät?",1
An welchem Ort ist dem Abschnitt nach eine Schlossbesichtigung ein lohnender Urlaubsausflug?,3
"Was ist dem Abschnitt nach keine Empfehlung für Frauen, die in der Region reisen?",1
Was wäre aufgrund der Beschreibung in dem Abschnitt ein hilfreicher Tipp für weibliche Reisende?,4
In welcher Situation benötigt ein Wildtierfotograf dem Abschnitt nach möglicherweise ein spezielles Objektiv?,1
Was wird in dem Abschnitt nicht als mögliche Herausforderung für Wildtierfotografen genannt?,3
"Was würde für Fahrer, die über Gebirgspässe fahren, am wenigsten Probleme verursachen?",1
Was ist bei der Einkommenssteuer über verschiedene Länder hinweg wahrscheinlich einheitlich?,3
"Wenn man im Ausland arbeitet, aber woanders seinen Wohnsitz hat, wo muss dann dem Abschnitt nach wahrscheinlich die Einkommensteuererklärung abgegeben werden?",1
Welche der folgenden Aussagen trifft auf eine Weltausstellung nicht zu?,2
Was ist eine Vorschrift bei einer Welt-Expo oder Weltausstellung?,3
Was kann die Wahrscheinlichkeit eines Angriffs von Wildtieren verringern?,2
Was wird dem Abschnitt nach nicht als möglicher Grund für Angriffe von Wildtieren genannt?,4
Was beschreibt die Einbuchtung an der Kufe eines modernen Schlittschuhs dem Abschnitt zufolge am genauesten?,3
"Wie heißt dem Abschnitt zufolge der Prozess, durch den Atome zusätzliche Energie loswerden, die sie durch das Licht erhalten haben?",4
Wodurch emittiert ein Atom ein Photon?,2
"Was ist dem Abschnitt zufolge die Ursache dafür, dass eine Glühlampe nicht mehr funktioniert?",3
Was kann während des Auswechselns einer Glühlampe potentiell berührungsgefährlich sein?,3
"Was passiert dem Abschnitt zufolge, wenn ein Atomkern gespalten wird?",2
Was reflektiert Ferngespräche zurück zur Erde?,2
Womit werden Teleskope ins Weltall gebracht?,2
"Was ist bei einem zyklischen Ereignis zu beobachten, um das Verstreichen von Zeit darzustellen?",2
Welcher Aspekt eines Ereignisses wird dem Abschnitt zufolge mit Zeit abgeglichen?,1
Was ist dem Abschnitt zufolge typisch für einen Thronerben?,2
Was erreichte Charles dem Abschnitt zufolge als Erster?,3
Aus welchem Land kam die Flotte von Trygvasson?,4
Zu welcher Zeit hatte Deutschland einen starken kulturellen Einfluss auf Estland?,3
Wodurch wurde die estnische Sprache beeinflusst?,2
Welcher Faktor beeinflusst dem Abschnitt zufolge die Fluktuationen der Anzahl der Hindi-Muttersprachler?,1
Welche der folgenden Aussagen über die Sprachen Hindi und Urdu ist korrekt?,2
Welche Aussage über das Hangeul-Alphabet ist nicht korrekt?,2
Wie wurde das Alphabet Hunmin Jeongeum letztlich genannt?,2
Welche Sprachen wurden dem Abschnitt zufolge durch das Sanskrit beeinflusst?,4
Aus welchem Grund wich das Sanskrit dem Abschnitt zufolge zurück?,4
Welche der folgenden Aussagen trifft dem Abschnitt zufolge auf die Schwerkraft von Io zu?,4
Welche der folgenden Aussagen beschreibt dem Abschnitt zufolge die Oberfläche des Mondes korrekt?,3
Wo ist die Mondkruste dem Abschnitt zufolge am dicksten?,3
Was glauben dem Abschnitt zufolge bestimmte Menschen?,3
"Was wird dünner, je weiter man sich vom Zentrum der Sonne entfernt?",3
Welcher Teil der Sonne ist dem Abschnitt zufolge von der Erde aus sichtbar?,3
Welche der folgenden Beobachtungen stützten die Theorie von Kopernikus?,1
