question,gemma3_answer
"mema chedayata anuwa, nivaeradiva Ekodiyan wadanaya kirima sandaha niwaeredi igiyak lesa saelakillata gaeneemata nohaekke kumakda?",1
"Ekodiyan wadanaya karana wita, shabdaya vaedi kirimata upakaaree wanne pahatha sandahan ewayin kawareda?",2
rupavahiniye pinthura wala paethi maim kappadu kerenne aeyi?,1
mema chedayata anuwa DVD aakruthiyata chit‍rapatayak pariwarthanaya kirime dee muhuna deemata ida aethi gaetaluwa pahatha sandahan gaetaluwalin kumak wiya haekida?,3
ehi b‍rithan‍ya hamuda balakotuvak pihita thibune koheda?,3
athin liyana lada ketumpathe dis wu athsana kaageda?,1
"pahatha sandahan sthaana atharin, dunlap brodside ekak awasan warata paeminiye kothaenada?",3
kerrnal starkge bhatayin sthanagathakara thibune koheda?,1
"mema chedayata anuwa, starkge minisun owunge vaeta digu kale kawadada?",2
"mema chedayata anuwa, chinaye wadathma p‍rachandakaaree yugayan walin ekak wuye pahatha sandahan kumana yugayada?",2
"mema chedayata anuwa, hamuda kuhumbu kandayamak sancharaka awadhiyakata aethulu vime sath‍yaya kumakda?",3
"mema chedayata anuwa, sancharaka awadhiyedee hamuda kuhumbu kandayamwala koodu saedeeme purudu niwaerediwa pilibimbu karanne kumana p‍rakaashayada?",3
bahira ingi aethi witadeeth pahatha sandahan dae athurin digatama pawathinu aeththe kumakda?,1
kisiyam lakshanayaka vichal‍yathavayan penwana pudgalayan wisthara karana wachanaya kumakda?,4
kisiyam p‍radeshayaka vasaya karana jivin sandaha niwaeredi yeduma pahatha sandahan ewayin kawareda?,4
sobadhahama matha padanamkaragath sanchaaraka kriyaakaarakamakata udaharanayak nowanne pahatha sandahan ewayin kawareda?,4
"mema chedayata anuwa, p‍ravaahana paddhathiye padanama wanne pahatha sandahan ewayin kawareda?",2
n‍yashtiya wata kakshagatha wana anshu walata kumana aakaaraye aaropanayak thibeda?,1
n‍yashtiya samanwitha wanne kumana anshu walin da?,1
"mema chedayata anuwa, ilakkam pahaka dvimaya sankyaankayakata udaharanayak wanne pahatha sandahan ewayin kawareda?",1
dvimaya sankyaanka handunwanu labanne pahatha ewayin kumak lesada?,1
pahatha sandahan karunu atharin blogkarana sisunta aethi mulika p‍rathilabhayak lesa chedaye sandahan nowana karuna kawareda?,1
pahatha daekwena blogkarana angayangen kumana angaya sisunge liweeme kusalatha vaedi diyunu kirimata pelambavimak lesa sandahankara thibeda?,1
sisun sandaha aesinkronas sannivedanaye p‍rathilabhayak nowanne pahatha sandahan karunuwalin monavada? ,1
"mema chedayata anuwa, aesinkronas sannivedanaye pahatha sandahan angawalin sisunta nam‍yashii nowana anga kumakda?",3
madhya kaaleena maliga samaga sambandha kala haeki deyak lesa chedaye sandahan nowanne kumakda?,1
maligawe natabun lesa mava daekwiya haeki suwandak ho shabdayak lesa chedaye sandahan nowanne pahatha sandahan ewayin kawareda?,1
karbi makselo maligaya pilibanda niwaeredi wistharayak wanne pahatha sandahan ewayin kawareda?,1
mema chedaye wisthara kara aethi seemawa thula pahatha sandahan idikirim lakshana walin karbi makselo maligave asaaman‍ya lesa salakanu labanne kumakda?,1
"mema chedayata anuwa, elabena irthuva sandaha sudanam wana duwannekuta wadath p‍rayojanawath wanne pahatha sandahan ewayin kawareda?",1
"mema chedayata anuwa, palamu panthiye saethapum bhaga duwannekuta wadathma vaedgath wanne pahatha sandahan ewayin kawareda?",1
"malala kridakayeku sandaha, poshana kriyaa piliweth thulin pamanak labaa gatha nohaekke pahatha sandahan ewayin kawareda?",1
"mema chedayata anuwa, tharuna malala kridakayinta kridaven vaedi thrupthiyak labaa gaeneemata nirdesha nokaranne pahatha sandahan ewayin kawareda?",4
"mema chedayata anuwa, maeda dura duwanneku wada mila adhika upakaranayak mila dee gaeneemata hethuwa kumak wiya haekida?",3
"mema chedayata anuwa, maedi dura dhaawanayata awashya wanne kumakda?",1
n‍yashtika chumbhaka anunadaya soyaagaththe kawuda? ,3
waidya rupakarana anunadaya sandaha palamu petant balapath‍raya labaa dunne kumana warshayeda? ,1
"mema chedayata anuwa, an ayage bhautika kriyaawan artha nirupanaya kirima sandaha minisunta daedi awabodhayak thibiya yuththe kumak pilibandawa da?",4
"mema chedayata anuwa, abhip‍raya therum gaeneema minisunta kumak kirimata upakaaree weda?",1
"mema chedayata anuwa, kruthima buddhiya hi p‍radhaana aramuna pilibanda niwaeredi saranshayak wanne kumakda?",4
"mema chedayata anuwa, kruthima buddhiya boho wita sambandha wanne pahatha sandahan ewayin kumak samagada?",2
"mema chedayata anuwa, abhisaree chinthana rataawan aethi ayekuge shakthiyak wanne pahatha sandahan ewayin kawareda?",1
"mema chedayata anuwa, abhisaree manasikathwaye kendraya lesa nosaelakenne pahatha sandahan ewayin kawareda?",1
"mema chedayata anuwa, k‍shudra p‍rakaashanayak lesa nosaelakenne pahatha sandahan ewayin kawareda?",1
k‍shudra p‍rakaashanaya artha gaenvima pilibanda pahatha sandahan p‍rakaashawalin vaeradi wanne kumana p‍rakaashaya da?,3
punarudaye p‍rathiphalayak lesa wadath vaedgath wuye pahatha sandahan ewayin kumakda? ,2
punarudye p‍rathiphalayak lesa adu awadhaanayak labaa dee aeththe pahatha ewayin kumak sandaha da?,2
sabandatha pawathva gaeneema sandaha antharjalaya bhawitha kirime abhip‍reranaya pilibimbu nokaranne pahatha sandahan ewayin kawareda?,2
pudgalika sambandhaya sandaha antharjalaya bhawitha kirime abhip‍reranaya pilibimbu nokaranne pahatha sandahan ewayin kawareda?,2
batahira yuropaya balapaem matha daedi lesa randa siteema natharakara thamangema shailiyak vaedi diyunu kirimata aarambha kale kawadada?,1
boththam bhawithayen aendum thada kirimata hethu sadhakaya wuye kumakda? ,3
"mema chedayata anuwa, parisarika gaetalu sandaha shak‍ya digukaaleena visandumak lesa salakanu labanne pahatha sandahan ewayin kawareda?",1
"mema chedayata anuwa, parisarika gaetalu sandaha roga lakshana p‍rathikaarayak lesa saelakillata ganu nolabanne pahatha sandahan visandumwalin kawareda?",2
agamika sandarbhayak pawathva gaeneemata wada bala thulanaya kenadreeya kotagath yuropaye palamu yuddhaya sidu wuye kumana rateda?,4
"""awasana """"aagamika yuddhaya"""" lesa samahara wita wisthara kerena yuddhaya kumakda?""",1
katholika palliye siyum lesa pareekshaawata lak nokarana ladde pahatha sandahan anga atharin kawareda?,3
"mema chedayata anuwa, warsayils hi dee ghaathanaya karanu laebuwe kawuda?",3
rajuta saha raejinata kalahakaaree pirisa wisin bala nokarana ladde pahatha sandahan ewayin kawareda?,1
b‍rithan‍yaye samp‍radayika nowana nawika yuddhaye p‍rathiphalayak nowuye pahatha sandahan ewayin kawareda?,1
germaniyata erehi b‍rithan‍ya nawika awahira niwaerediwa wisthara nokaranne kumana p‍rakaashayada?,2
"mema chedaya matha padanamwa, bahu sklerosis roga winishchaya boho durata ida aeththe kaa sandahada?",1
"mema chedayata anuwa, nithipatha kriyaakaarakam walata sahabhagee wana ayata vaedi sahayogayak awashya wanne kumak sandahada?",1
"mema chedayata anuwa, kadu harambaya saaman‍yayen kreeda karanne keseda?",4
"mema chedayata anuwa, pahatha sandahan dae atharin abhyanthara wisha vime p‍rabalathama saadhakaya wanuye kumakda?",1
"mema chedayata anuwa, windithayeku pareekshaa kirime dee gatha yuthu sudusu palamu piyawara wanne kumakda?",3
windithayeku pareekshaa kirime kriyaawaliya niwaerediwa pilibimbu nokaranne pahatha sandahan p‍rakaashayangen kawareda?,1
p‍ransha wiplawaya wisin aethikarana lada wenaskam athurin kamkaru panthiye puravaesiyan kerehi saelakiya yuthu balapaemak aethi kala wenasa kumakda?,1
"p‍ransha wiplawayen pasuwa, hamuda saha wenath wurtheenhi saarthakathwaya aduwen padanam vimata ida aeththe kumak mathada?",2
"sanwardhitha ratawala, wadathma athrupthiyata hethu wana bawa kiyanu labana mahajana sevawan monavada?",1
"mema chedayata anuwa, podu p‍ravahana paddhathi pilibandawa kumak kiwa haekida?",1
"mema chedayata anuwa, riyadurange anapek‍shitha bawa nisa maeneemata apahasu wanne pahatha sandahan ewayin kawareda?",1
gamanagamana p‍ravahayak ganithamaya washayen nirupanaya kirimedee pahatha sandahan de atharin bhawitha karanne kumakda?,4
hershe saha ches owunge DNA baddha kirimata bhawitha kale kumakda? ,4
