question,gemma3_answer
د عبارت له مخې، کوم به په بریالیتوب سره د اکارډین غږولو لپاره دقیق لارښود ونه ګڼل شي؟,1
د اکارډین غږولو په وخت کښې، له لاندې څخه کوم یو به د حجم زیاتولو کې مرسته وکړي؟,1
ولې په تلویزیونونو کې د عکسونو خپلې غاړې پرې وي؟,2
د عبارت له مخې، له لاندې ستونزو څخه یو څوک د فلم DVD فارميټ ته د بدلولو پرمهال له کومې ستونزې سره مخ کیدی شي؟,2
د برتانیې چاوڼۍ چیرته موقعیت درلود؟,1
په لاس لیکل شوې مسوده باندې د چا لاسلیک ښکاره شو؟,4
د لاندې ځایونو څخه، د ډنلاپ پراخه اړخ وروستی چیرته رسیدلی؟,3
د کرنل سټارک لښكرونو چیرته موقعیت درلودو؟,1
د عبارت له مخې، د سټارک سړو کله خپله کټاره وغزوله؟,2
د عبارت له مخې، د لاندې څخه کوم یو د چین ترټولو تاوتریخوالی زمانه و؟,4
د عبارت له مخې، د پوځی میږیانو کالونی د کوچیانو پړاو ته د ننوتلو په اړه کوم رښتيا دی؟,1
د عبارت له مخې، کوم بیان په سمه توګه د کوچیانو په مرحله کښې د پوځی میږی استعماري عادتونه منعکس کوي؟,3
له لاندې څخه کوم یو به د بهرنیو اشارو شتون سره سره دوام وکړي؟,3
کوم يو اصطلاح هغه اشخاص بیانوي چې د یو ځانګړي فینوټایپیک نخښې توپیرونه ښیې؟,4
لاندې څخه کوم یو د ژوندی موجوداتو لپاره صحیح اصطلاح ده چې یو مخصوص ساحه نیسي؟,2
د لاندې څخه کوم یو به د طبیعت پر بنسټ د سياحت فعالیت مثال نه وي؟,3
د عبارت له مخې، له لاندې څخه کوم يو د ترانسپورت سیسټم اساس دی؟,2
هغه ذرات چې د نیوکلیوس په مدار کښې ګرځي کوم ډول چارج لري؟,3
نیوکلیوس له کومو ذراتو څخه جوړ دی؟,1
د عبارت له مخې، د لاندې څخه کوم یو د پنځو بټ بائنری شمیرې مثال دی؟,3
بائنري عددونه هم څه ته ویل کیږي؟,1
د لاندې څخه کوم یو د زده کونکي بلاګنګ لومړنۍ ګټې په توګه په عبارت کې ندي ذکر شوي؟,2
د بلاګنګ لاندې څخه کوم اړخونه د زده کونکو لپاره د دوی د لیکلو مهارتونو ته وده ورکولو لپاره د هڅونکي په توګه ذكر شوي؟,3
د لاندې څخه کوم یو د زده کونکو لپاره د غیر متناسب اړیکو ګټه نه ده؟ ,2
د عبارت له مخې، د غیر متناسب مخابرې لاندې کوم اړخونه د زده کونکو لپاره انعطاف منونكى ندي؟,1
هغه څه چې په عبارت کښې د یو څه په توګه ندي ذکر شوي چې ممکن د مینځنۍ پيړيو کلا سره تړاو ولري؟,1
د لاندې څخه کوم یو د بوی یا غږ په توګه په عبارت کې نه دی ذکر شوی چې کیدای شي د کلا د کنډوالو په مینځ کښې جادو ګرى شوي وي؟,2
د لاندې څخه کوم یو د Kirby Muxloe کلا دقیق تشريح ده؟,2
د لاندې جوړونې ځانګړتیاوو څخه کوم به د Kirby Muxloe کلا لپاره د وخت په جریان کښې چې په عبارت کښې تشریح شوي يو عاديي وګڼل شي؟,3
د عبارت له مخې، د لاندې څخه کوم یو به د منډې وهونکی تياريدو لپاره د راتلونکي موسم کښې خورا ګټور وي؟,4
د عبارت له مخې، د لومړي درجې نیم میل منډې وهونكى لپاره د لاندې څخه کوم یو بې كچه مهم دی؟,2
