question,gemma3_answer
"De acuerdo con el texto, ¿qué no se consideraría un consejo preciso para tocar el acordeón correctamente?",1
"Al tocar el acordeón, ¿cuál de las siguientes opciones le ayudarán a elevar el volumen?",1
¿Por qué las imágenes en la televisión aparecen con los bordes cortados?,2
"De acuerdo con el texto, ¿con cuál de los siguientes problemas puede encontrarse una persona al convertir una película a formato DVD?",2
¿Dónde estaba ubicada una tropa británica?,3
¿De quién era la firma en el borrador escrito a mano?,4
"De los siguientes lugares, ¿dónde llegó una copia Dunlap por última vez?",3
¿Dónde estaban situadas las tropas del coronel Stark?,1
"De acuerdo con el texto, ¿cuándo prolongaron la extensión del cerco los hombres de Stark?",3
"De acuerdo con el texto, ¿cuál de los siguientes fue uno de los períodos más violentos de China?",4
"De acuerdo con el texto, ¿qué ocurre cuando una colonia de hormigas guerreras entra en una etapa nómada?",2
"De acuerdo con el texto, ¿qué afirmación refleja con precisión los hábitos de anidación de las colonias de hormigas guerreras durante la etapa nómada?",3
¿Cuál de los siguientes continuará a pesar de la presencia de estímulos externos?,3
¿Qué término describe a los individuos que exhiben variantes de un determinado rasgo fenotípico?,4
¿Cuál de los siguientes es el término correcto para los organismos que ocupan un área determinada?,2
¿Cuál de los siguientes no sería un ejemplo de una actividad turística basada en la naturaleza?,3
"De acuerdo con el texto, ¿cuál de las siguientes opciones es la base del sistema de transporte?",2
¿Qué tipo de carga tienen las partículas que orbitan alrededor del núcleo?,3
¿De qué partículas está compuesto el núcleo?,1
"De acuerdo con el texto, ¿cuál de los siguientes es un ejemplo de un número binario de cinco bits?",1
¿Con qué otro nombre se conoce a los dígitos binarios?,1
¿Cuál de las siguientes no se menciona en el texto como el beneficio principal del blogueo de los estudiantes?,2
¿Cuál de los siguientes aspectos del blogueo se cita como motivador para que los estudiantes mejoren sus habilidades de redacción?,2
¿Cuál de los siguientes no es un beneficio de la comunicación asincrónica para los alumnos? ,2
"De acuerdo con el texto, ¿cuál de los siguientes aspectos de la comunicación asincrónica no es flexible para los alumnos?",4
¿Qué no se menciona en el texto como algo que podría asociarse con los castillos medievales?,1
¿Cuál de los siguientes no se menciona en el texto como un aroma o sonido que pudiera evocarse entre las ruinas del castillo?,3
¿Cuál de las siguientes es una descripción precisa del castillo de Kirby Muxloe?,2
¿Cuál de las siguientes características de la edificación se considerarían atípicas para el castillo de Kirby Muxloe durante la época descrita en el texto?,2
"De acuerdo con el texto, ¿cuál de las siguientes opciones sería más beneficiosa para un corredor que se prepara para la próxima temporada?",4
"De acuerdo con el texto, ¿cuál de las siguientes opciones es de suma importancia para un corredor de media milla de primera categoría?",2
"Para un atleta, ¿cuál de las siguientes opciones no se puede lograr únicamente a través de las prácticas nutricionales?",3
"Según el texto, ¿cuál de las siguientes opciones no se recomienda para que los atletas jóvenes disfruten más el deporte?",2
"De acuerdo con el texto, ¿por qué un corredor de distancia media puede comprar un equipamiento más costoso?",1
"De acuerdo con el texto, ¿qué requiere la carrera de distancia media?",3
¿Quién descubrió la resonancia magnética nuclear? ,3
¿En qué año se otorgó la primera patente de resonancia magnética médica? ,2
