question,gemma3_answer
"Ho latela seratswana, ke eng e ka thusang ho tiisa bohlokwa ba boiketlo ba diphoofolo ho basebetsi ba hlabang diphoofolo ba Australia?",1
"Ho latela seratswana, mosebetsi wa motho ya neng a tshwerwe ke ofe?",1
"Ho latela seratswana, ha ditaba di ntse di hasana ka ho tshwarwa hape, ho ne ho ntse ho etswa mapato a batho ba bakae?",2
"Ho arabela boipelaetso, ke naha efe e sa kang ya tswela pele ka tumellano ya bona ya ACTA e saennweng?",2
"Ho latela seratswana, ke efe ho dinaha tse latelang e nkileng qeto ya ho tjhetjhisa mokhwa wa ho kenela ACTA?",4
Ke batho ba bakae ba ileng ba tswa dikotsi ka lebaka la diketsahalo tsa ho tjhesa ka ho feteletseng ha iPod?,1
Ke mang ya boletseng hore diketsahalo tsa ho tjhesa ka ho feteletseng di ne di se kotsi haholo?,4
"Nakong ya puo ya hae, Steve Jobs o itse Apple e tla tsosolosa eng?",2
Sepheo sa puo ya Steve Jobs ya dihora tse pedi e ne e le eng?,3
Cristina Fernandez de Kirchner o phatlaladitse eng ho Sebakeng sa Theatre sa Argentina?,1
Cristina Fernandez de Kirchner o phatlaladitse morero wa hae wa ho matha hokae?,4
Diphuputso tsa ACMA mabapi le Big Brother e bile dife?,1
Metjha ya ditaba e tlameha ho wela tlasa maemo afe e le hore e nkwe e le ditaba tsa inthanete?,2
Moetapele oa Liberal Party ya Australia ke mang?,2
Ke hobaneng ha Australia e se na indasteri ya matla a nyutlelie?,1
Ke sebapadi sefe sa ski se ileng sa hlodisana ka thuso ya motataisi?,3
Ke naha efe e bileng ya leshome tlhodisanong ho Super-G bakeng sa boemo bo emeng ba basadi?,1
"Ho latela seratswana, ke polelo efe e buang ka Blake e sa nepahalang?",2
"Ho latela seratswana, ke efe ho tse latelang e sa kang ya etsahalla Blake?",1
Letlole la Mokgatlo wa U.N. la ho futhumala ha lefatshe le ke ke la sebedisetswa eng?,4
"Ho latela seratswana, Mokgatlo wa U.N. o tshepa ho pholosa eng?",3
Ke efe ho tse latelang e sa kang ya qotswa ke-Albert Muchanga e le ntho eo ho ntseng ho hlokahala hore ho dumellanwe ka yona?,4
"Ho latela seratswana, hobaneng khwebo e ka qala ka Phupu?",2
"Ho latela seratswana, The Atlanta Journal-Constitution e ile ya qosa diofisiri tsa thuto ka eng?",3
"Ho latela dintlha tse fanweng serapeng sena, ke eng e sa bolelwang tlalehong ya Atlanta Journal-Constitution?",1
"Ho latela seratswana, ke boitsebiso bofe bo tsejwang ka mora ho phatloha ha dibomo?",2
"Ho tloha ha a kena Manchester City ka-2017, Jesus o bapetse dipapadi tse kae?",4
