question,gpt_reply
"Pasartearen arabera, zein ez litzateke izango akordeoia ondo jotzeko aholku zehatz bat?","A: Bolumen gehigarria lortzeko, sakatu teklak indar handiagoz"
"Akordeoia jotzean, zeri esker lortuko duzu bolumen gehigarria?",The correct answer is A: Abiadura handiagoa.
Zergatik dauzkate ertzak ebakita telebistako irudiek?,"B: Horrela, irudiak pantaila osoa hartuko du"
"Pasartearen arabera, arazo hauetako zein izan genezake film bat DVD formatura bihurtzean?",B: Azpitituluak partzialki ebakita daude
Non zegoen garnizio britainiar bat kokatuta?,C: Bordentown
Noren sinadura zegoen eskuz idatzitako zirriborroan?,D: Charles Thomson-ena
Nora iritsi zen azkenekoz Dunlap-en paper bat?,C: Londresera
Non zeuden kokatuta Stark koronelaren soldaduak?,"A: Iparraldeko muturrean, hesian"
"Pasartearen arabera, noiz luzatu zuten hesia Stark-en gizonek?",C: Itsasbeheran
"Pasartearen arabera, zein izan da Txinako arorik odoltsuena?",D: Hiru Erreinuen aroa
"Pasartearen arabera, zer egiten dute inurri soldaduen koloniek nomada fasean?",C: 17 egunen buruan aldatzen dituzten habiak egiten dituzte
"Pasartearen arabera, adierazpen hauetako zeinek islatzen du zehatz-mehatz nomada fasean inurri soldaduen koloniek habiak egiteko dituzten ohiturak?",C: Egunero aldatzen dute habia
"Zeinek jarraituko dute funtzionatzen, nahiz eta kanpoko seinaleak egon?",C: Erloju biologikoak
Zein hitzek deskribatzen ditu ezaugarri fenotipo jakin batzuen aldaerak erakusten dituzten banakoak?,D: Polimorfikoak
Zein da hitz zuzena zonalde zehatz bat hartzen duten organismoei buruz hitz egiteko?,B: Populazioa
Zein ez da naturan oinarritutako turismoaren adibide?,"C: Zientzia-museo batera joatea

Zientzia-museo batera joatea ez da naturan oinarritutako turismoaren adibidea, ez baitago zuzenean eremu natural batean. Naturan oinarritutako turismoak eremu naturalak eta bertako ekosistemak esperientziatzeko eta ulertzeko jarduerak hartzen ditu barne."
"Pasartearen arabera, zein da garraio-sistemaren oinarria?",B: Auto pribatuak
Zer motatako karga dute nukleoa orbitatzen duten partikulek?,C: Karga negatiboa
Zer partikulak osatzen dute nukleoa?,A: Protoiek eta neutroiek
"Pasartearen arabera, zein da bost biteko zenbaki bitarraren adibide bat?",C: 10010
Beste zer izen ematen zaie zifra bitarrei?,A: Bitak
Zein ez da aipatzen pasartean ikasleek blogak idaztearen onura nagusi gisa?,D: Etengabe gero eta gehiago ikasi nahi izatea
Blogak idaztearen alderdi hauetako zeinek eragiten du ikasleek idazkera hobetu nahi izatea?,B: Kritikak saihestu nahi izatea
Zein ez da komunikazio asinkronoaren onura bat ikasleentzat? ,B: Eguneko edozein ordutan irakaslea aurrez aurre ikustea
"Pasartearen arabera, komunikazio asinkronoaren alderdi hauetako zein ez da malgua ikasleentzat?",D: Internetaren erabilera
Erdi Aroko gazteluekin erlazionatu ohi diren alderdi hauetako zein ez da aipatzen pasartean?,D: Zaldunak
Gazteluetako aurrietan nabarituko liratekeen usain edo soinu hauetako zein ez da aipatzen pasartean?,C: Oturuntzak
Zein da Kirby Muxloe gazteluaren deskribapen zehatza?,"B: Oso gutxi gotortu behar izan zen, herrialdea egoera baketsuan zegoelako eraiki zenean"
Eraikuntza-ezaugarri hauetako zein da ezohikoa Kirby Muxloe gazteluan pasartean aipatzen den garaian?,A: Leiho handiak
"Pasartearen arabera, zer izango litzateke onuragarriena hurrengo denboraldirako prestatzen ari den korrikalari batentzat?",D: Gorputzeko goi-atalak lantzeko gimnasiora joatea
"Pasartearen arabera, zer da benetan garrantzitsua milia erdiko korrikalari bikain batentzat?","B: Erresistentzia lantzea, abiadura baino gehiago"
"Atletentzat, zein ezin da soilik elikadura ohituren bidez lortu?",C: Eliteko errendimendua
"Pasartearen arabera, zein ez da iradokitzen atleta gazteek kirolaz gehiago gozatzeko bide gisa?",B: Etengabe eliteko mailan aritzea
"Pasartearen arabera, zergatik behar lukete distantzia ertainean korrika egiten dutenek ekipamendu garestiagoa?",A: Norberaren aukera da
"Pasartearen arabera, zer behar da distantzia ertainean korrika egiteko?",C: Oso ekipamendu gutxi
Nork aurkitu zuen erresonantzia magnetiko nuklearra? ,C: Bloch-ek eta Purcell-ek
Zein urtean eman zen erresonantzia irudi medikoetarako erabiltzeko lehenengo patentea? ,B: 1974an
"Pasartearen arabera, zer ulertu behar lukete ondo gizakiek besteen ekintza fisikoak interpretatzeko?",B: Asmoa
"Pasartearen arabera, asmoa ulertzeak zertan laguntzen die gizakiei?",A: Ekintza fisikoen inguruko ziurgabetasuna desagerrarazten
"Pasartearen arabera, zeinek laburbiltzen du ongien AAren helburu nagusia?",D: Zereginen automatizazioa
"Pasartearen arabera, zeinekin erlazionatu ohi da AA?",C: Zientzia fikzioa
"Pasartearen arabera, zein da pentsamendu konbergentearen patroiak dituen norbaiten indargune bat?",D: Patroiak memorizatzea
"Pasartearen arabera, zein ez da hartzen pentsamolde konbergentearen ezaugarri nagusitzat?",B: Behar den denbora hartzea
"Pasartearen arabera, zein ez litzateke izango mikroespresio bat?",D: Hatz lodia altxatzea
Mikroespresioen interpretazioari buruzko adierazpen hauetako zein ez da egia?,C: Hizketa eta aurpegiko espresioak interpretatzen dira
Zein bihurtu zen garrantzitsuago Errenazimentuaren ondorioz? ,C: Testua gogoratzeko gaitasuna
"Errenazimentuaren ondorioz, zeinetan jarri zen garrantzi gutxiago?",A: Banakoaren gogoratzeko gaitasuna
Zein ez da Internet harreman jarraituetarako erabiltzeko motibazio bat?,C: Bidaietarako informazioa bilatzea
Zein ez da inplikazio pertsonalerako Internet erabiltzeko motibazio bat?,A: Errezeta bat bilatzea
"Noiz utzi zion Europako mendebaldeak eragin indartsuei jarraitzeari, bere estilo propioa garatzeko?",A: Erdi Aroaren amaiera aldera
Zein hasi ziren jantziak botoiekin lotzen? ,C: Gurutzatuak
"Pasartearen arabera, zein da ingurumen-arazoak konpontzeko epe luzerako soluzio bideragarri bat?",C: Arazoen jatorria identifikatzea
"Pasartearen arabera, soluzio hauetako zein ez litzateke hartuko ingurumen-arazoen tratamendu sintomatikotzat?",B: Arazoen jatorrizko arrazoiak desaktibatzea
