question,gpt_reply
Vad är enligt avsnittet inte ett bra knep för att spela dragspel?,A: Tryck in tangenterna med mer kraft för extra volym
Vad av följande höjer volymen när man spelar dragspel?,"A: Högre hastighet  
B: Mer tryck"
Varför är kanterna på bilder på tv-apparater beskurna?,B: För att bilden ska täcka hela skärmen
Vilket av följande problem kan enligt avsnittet inträffa vid konvertering av en film till DVD-format?,B: En del av textningen kan försvinna
Var var den brittiska garnisonen belägen?,C: Bordentown
Vems signatur stod på det handskrivna utkastet?,D: Charles Thomson
Var mottog man senast en Dunlap-bredsida?,C: London
Vart var överste Starks trupper stationerade?,A: Längs staketet vid den norra sidan
När byggde Starks mannar ut staketet enligt avsnittet?,C: När tidvattnet var lågt
Vilken period var enligt avsnittet en av de mest våldsamma i Kina?,D: De tre kungadömena
Vad är enligt avsnittet sant om en koloni av vandrarmyror i en nomadisk fas?,B: Tillgången till mat är mindre än vanligt
Vilket uttalande återspeglar enligt avsnittet hur vandrarmyror bygger bo under den nomadiska fasen?,C: De byter bo varje dag
Vad av följande kommer att fortsätta även i närvaro av extern påverkan?,C: Biologiska klockor
Vilken term beskriver individer som uppvisar varianter av en viss fenotypisk egenskap?,D: Polymorf
Vilken term beskriver organismer inom ett visst geografiskt område?,B: Population
Vad av följande är inte ett exempel på en aktivitet inom naturbaserad turism?,C: Besöka ett vetenskapsmuseum
På vad bygger transportsystemet enligt avsnittet?,B: Privata bilar
Vilken laddning har partiklarna som omger den centrala kärnan?,C: Negativ laddning
Vilka partiklar består kärnan av?,A: Protoner och neutroner
Vad av följande är enligt passagen ett exempel på ett femsiffrigt binärt tal?,C: 10010
Binära siffror har även ett annat namn. Vilket?,A: Bitar
Vilket av följande nämns inte i avsnittet som en fördel med att blogga som student?,B: Mindre kritik från andra elever
Vilken av följande aspekter med bloggande är enligt avsnittet en motivation för studenter att förbättra sitt skrivande?,B: Att vilja undgå kritik
Vad av följande är inte en fördel med asynkron kommunikation för studenter? ,B: Personliga möten med handledare dygnet runt
Vilken av följande aspekter av asynkron kommunikation är enligt avsnittet inte flexibel för studenter?,D: Internetanvändning
Vad nämns inte i avsnittet som något man kan associera med medeltida slott?,D: Riddare
Vad av följande nämns inte i avsnittet som en doft eller ett ljud som kunde förekomma kring slotten?,C: Banketter
Vilken av följande beskrivningar stämmer in på Kirby Muxloe-slottet?,B: Det behövde minimal förstärkning tack vare att landet var relativt fredligt när de påbörjade bygget.
Vilken av följande detaljer i Kirby Muxloe-slottet var ovanlig under den omnämnda perioden?,A: Stora fönster
Vad av följande vore den bästa förberedelsen för en löpare enligt avsnittet?,"Bästa förberedelsen för en löpare enligt avsnittet skulle vara: 

D: Styrketräna överkroppen i ett gym"
Vad av följande är mycket viktigt för en förstklassig löpare på distansen en halv engelsk mil enligt avsnittet?,B: Öva upp uthållighet och tänka mindre på farten
Vad av följande kan en idrottare inte uppnå enbart genom näringsvanor?,C: Elitprestation
"Vad av följande föreslås inte som ett sätt för unga idrottare att få ökad glädje av sin sport, enligt avsnittet?",B: Konsekvent prestera på elitnivå
Varför köper medeldistanslöpare ibland dyr utrustning enligt avsnittet?,A: De tycker om produkten
Vad kräver medeldistanslöpning enligt avsnittet?,C: Väldigt lite utrustning
Vem upptäckte kärnmagnetisk resonans? ,C: Bloch och Purcell
Vilket år blev det första patentet beviljat för medicinsk resonansavbildning? ,B: 1974
Vad bör människor ha förståelse för för att kunna förstå andras fysiska handlingar enligt avsnittet?,B: Avsikt
Enligt avsnittet kan en förståelse för avsikter hjälpa människor att göra något. Vad?,A: Avgöra tvetydigheter bakom fysiska handlingar
Vad av följande stämmer om huvudsyftet med AI enligt avsnittet?,D: Automatisering av uppgifter
Med vad av följande associerar vi ofta AI enligt avsnittet?,C: Science fiction
Vad av följande är enligt avsnittet en styrka hos någon som har ett konvergent tänkande?,D: Memorera mönster
Vad av följande är enligt avsnittet inte ett fokus inom konvergent tänkande?,B: Ta sin tid
Vad av följande är enligt avsnittet inte ett mikrouttryck?,D: Ge tummen upp
Vilket av följande uttalanden om tolkandet av mikrouttryck stämmer inte?,C: Man tolkar både tal och ansiktsuttryck
Vad av följande blev viktigare efter renässansen? ,C: Återkalla text
