question,gpt_reply
Welche Tiere können Besucher dem Abschnitt nach wahrscheinlich während einer Safari im Auto beobachten?,B: Giraffen
Was senkt dem Abschnitt nach die Kosten einer Tour?,D: Eine Gruppe mit sechs oder mehr Personen finden
Wer erhält dem Abschnitt nach wahrscheinlich den besten Tourenpreis?,"A: Touristen, die in Fahrzeugen zusammengefasst werden"
Was hat dem Abschnitt nach zur weltweiten Bekanntheit von San Francisco beigetragen?,A: Häufige Darstellung in verschiedenen Kunst- und Medienformen
Welche Aussage trifft dem Abschnitt nach nicht auf San Francisco zu?,D: Die Wirtschaft ist nur vom Tourismus abhängig
Welche Reisenden profitieren dem Abschnitt nach wahrscheinlich nicht von den Leistungen von Reisebüros?,B: Spontane Reisende
Was wird dem Abschnitt nach nicht als Vorteil für eine Buchung über ein Reisebüro genannt?,A: Beschleunigte Reisedokumente
Was können Echtzeit-Textübersetzungsapps dem Abschnitt nach nicht?,D: Immer richtig übersetzen
Womit werden Offline-Übersetzungen ermöglicht?,C: Herunterladen der Sprachdaten
Was ist kein Auslöser für Lawinen?,A: Haftender Schnee
Was bildet dem Abschnitt nach eine Lawine?,C: Überschüssiger Schnee an steilen Hängen
Auf welchen Zutaten basiert ein Curry dem Abschnitt nach?,B: Kräuter und Gewürze
In bestimmten Regionen wird Kokosmilch manchmal als Ersatz für welche Zutat im Curry verwendet?,C: Joghurt
"Warum ist ein Bogen um das Transantarktische Gebirge notwendig, um auf das Plateau zu gelangen?",C: Die speziellen Zugmaschinen sind nicht wendig
Was wird entlang der South Pole Traverse mit Flaggen markiert?,C: Mit Schnee gefüllte Spalten
"Was wird in dem Abschnitt nicht als etwas genannt, worauf Touristen beim Erkunden des südlichen Afrikas achten sollten?",C: Fast alle angrenzenden Länder an das südliche Afrika sind stabil
"Was wäre dem Abschnitt nach ein schlechter Rat für Touristen, die das südliche Afrika per Auto entdecken möchten?","B: Obwohl ein Allradantrieb empfohlen wird, sind die meisten Orte mit einem normalen Auto zu erreichen

Dies wäre ein schlechter Rat, da im Text darauf hingewiesen wird, dass viele Orte nur mit einem Allradantrieb und hohem Radstand zu erreichen sind."
Was wird in der Textstelle nicht als mögliche Gefahr von unbeaufsichtigten Taschen genannt?,C: Sie können mit anderen Taschen verwechselt werden
Was wird in der Textstelle in Bezug auf den Drogenschmuggel nicht genannt?,"D: Behörden können Ihre Taschen beschlagnahmen, auch wenn Sie keine Drogen schmuggeln"
Welches Getränk sollten Sie während eines Urlaubs zu Hause nicht zubereiten?,C: Bier
"Was sollten Sie besuchen, wenn Ihre Stadt für seine Trinkkultur bekannt ist?","C: Kneipen, die Sie nicht häufig besuchen"
Wo befinden sich die Taubenskulpturen?,B: Auf dem Friedhof
Welche Art von Visum erfordert einen Nachweis über ausreichende finanzielle Mittel?,D: Studierendenvisum
Wer benötigt wahrscheinlich ein längeres Visum?,C: Ein internationaler Student
Wann sollten Sie sich besonders vor Mücken in Acht nehmen?,C: Im Regenwald
"Was sollten Sie dem Abschnitt nach nicht tun, um Mücken während einer Fahrt durch den Regenwald zu meiden?",A: Die Türen des Autos zu lange offen lassen
Was trifft dem Abschnitt nach nicht auf die Sundarbans zu?,B: Die Hälfte des Gesamtgebiets ist von Marschen bedeckt
Welcher Teil des Waldes liegt auf indischem Staatsgebiet?,A: Sundarbans National Park
Wer hat dem Abschnitt nach sehr wahrscheinlich zumindest begrenzte Englischkenntnisse?,B: Jüngere Menschen
Was ist dem Abschnitt nach schwierig auszusprechen?,B: Adressen
"Welche Situation wäre dem Abschnitt nach für Reisende ideal, die einen Bus vom distriktübergreifenden Busbahnhof nehmen wollen?","A: Reisende in Richtung Jakar, die bereits ein Ticket gekauft haben"
"Was ist ein guter Tipp für Touristen, die Richtung Osten vom distriktübergreifenden Busbahnhof reisen möchten?",B: Ein Ticket im Voraus kaufen
Welche Beschreibung trifft nicht auf Timbuktu zu?,C: Die Stadt ist nicht per Flugzeug zu erreichen
Welche der folgenden Aussagen trifft auf Timbuktu zu?,A: Die Stadt ist per Flugzeug zu erreichen
Für wann waren die olympischen Sommerspiele eigentlich geplant? ,D: Juli 2020
Wann wird dem Abschnitt nach aus einem Trichter ein Tornado?,D: Wenn sie den Boden berühren
Welche Beschreibung trifft auf Tornados zu?,B: Sie bewegen sich oft mit schweren Objekten
Von wem erhalten Reisende dem Abschnitt nach Ratschläge über die politische Situation in der Zielstadt?,D: Von der eigenen Regierung
Was wird ein Reisender bei einem Reisehinweis wahrscheinlich nicht erleben?,D: Detaillierte Informationen der politischen Situation in dem Land
Für welche Reisen ist laut der Textstelle die Unterstützung eines Reiseberaters einer Reiseagentur wahrscheinlich nicht notwendig?,"A: Eine Reise zu einer Geschäftskonferenz in einer Stadt, die der Reisende bereits besucht hat"
In welcher Situation würde dem Abschnitt nach ein Reisender am meisten von der Hilfe einer Reiseagentur profitieren?,"B: Beim Buchen eines speziellen Ausflugs, den der Reisende zum ersten Mal macht"
"Was kann Reisenden dem Abschnitt nach helfen, Enttäuschung beim Besuch neuer Orte zu vermeiden?","B: Essen probieren, das ungewohnt ist"
Wer könnte dem Abschnitt nach bei Reisen an einen fremden Ort Enttäuschung erleben?,"C: Jemand, der engstirnig ist"
"Was wird Reisenden, die zum ersten Mal ein Entwicklungsland besuchen, nicht empfohlen?","A: Die lokale Fauna kennenlernen, bevor man auf dem Boden schläft"
"Was wird nicht erwähnt, das bei der Akklimatisierung in einem Entwicklungsland in Anspruch genommen werden sollte?",C: Eine Matratze oder Matte zum Camping
"Welche der folgenden Optionen eignet sich am besten für Policeninhaber, die eine virtuelle Kopie ihrer Police benötigen, aber möglicherweise keinen Internetzugang haben?",C: Kopie im Speicher des Laptops
Was muss dem Abschnitt nach nicht auf der Police angegeben werden?,D: E-Mail-Adresse des Policeninhabers
Welche Negativgröße stellt dem Abschnitt nach das am häufigsten verwendete Filmformat dar?,D: Negativ von 36 x 24 mm
"Welches der folgenden Filmformate bietet eine Auflösung, die ungefähr der von digitalen Spiegelreflexkameras entspricht?",A: 35-mm-Film
Was ist dem Abschnitt nach der letzte Schritt beim Einstieg in die Reiseliteratur?,C: Eine eigene Webseite kreieren
Welche Fähigkeiten sollten beim Einstieg in die Reiseliteratur zuerst verfeinert werden?,"B: Online-Formatieren  
C: Editieren"
In welchem Klima sind Darmprobleme weit verbreitet?,C: In heißem Klima
Eine ständige Aussetzung kann dem Abschnitt nach zu einer Immunität wogegen führen?,B: Lokale Keime
Was ist ein Vorteil beim Reisen im Schengen-Raum?,B: Geld sparen
Was befindet sich nicht mehr im Grab des Tutanchamun?,D: Die Reichtümer
Welcher Ausflug von Vancouver aus lohnt sich dem Abschnitt nach am wenigsten für preisbewusste Reisende? ,D: Whistler
Welches Ziel bietet den Reisenden dem Abschnitt nach das wahrscheinlich authentischste Erlebnis in Vancouver?,A: Bowen Island
"Wann sollten Reisende dem Abschnitt nach die Wasserfälle besuchen, wenn sie eine ungehinderte Sicht haben wollen?",D: Außerhalb der Regensaison
Was ist dem Abschnitt nach ein Vorteil des Besuchs der Victoria Falls zwischen November und März?,C: Spektakuläre Sicht auf die Wasserfälle
"Was wird dem Abschnitt nach nicht empfohlen, wenn mit einer Drohne gefilmt werden soll?","D: Nur in belebten Bereichen filmen, wo die Drohne nicht bemerkt wird"
Wo befinden sich laut der Textstelle die besten Orte zum Filmen mit einer Drohne?,"D: In Bereichen, für die man vorher eine Genehmigung eingeholt hat"
Welche Aussage zur Anmeldung beim Visaverfahren trifft dem Abschnitt nach nicht zu?,B: In allen Ländern ist eine Anmeldung bei den lokalen Behörden erforderlich
An welchem Ort können Touristen ihre Anmeldung nicht erledigen?,C: Bei der Post vor Ort
Wer würde nicht von freiwilliger Arbeit auf Reisen profitieren?,"B: Jemand, der mit einem hohen Gehalt rechnet"
Warum wirkt sich die freiwillige Arbeit im Ausland dem Abschnitt nach positiv auf das Budget des Reisenden aus?,C: Manchmal wird Kost und Logis geboten
Was ist dem Abschnitt nach nicht typisch für eine herkömmliche Reise zur Walt Disney World?,B: Aufenthalt in einem Hotel außerhalb des Geländes
Welche der folgenden Aussagen über Walt Disney World trifft nicht zu?,A: Park-Hopper-Tickets können auf andere Reisende übertragen werden
Welches Problem wird dem Abschnitt nach bei professionellen Trainings oder in Publikationen wahrscheinlich nicht angesprochen?,A: Überleben in der Wildnis
Welches der folgenden Themen wird dem Abschnitt nach bei professionellen Trainings abgedeckt?,A: Erste Hilfe
"Was ist dem Abschnitt nach die beste Möglichkeit, möglicherweise verschmutztes Wasser zu vermeiden?",B: Wasser in Flaschen kaufen
Was kann dem Abschnitt nach auch für erfahrene Schwimmer fast unmöglich sein?,C: Schwimmen entgegen der Strömung
"Was sollte man tun, wenn man in eine Strömung gerät?","A: Versuchen, durch Schwimmen in eine andere Richtung aus der Strömung zu gelangen, dann normal ans Ufer zurückschwimmen"
An welchem Ort ist dem Abschnitt nach eine Schlossbesichtigung ein lohnender Urlaubsausflug?,C: Im Rheintal
"Was ist dem Abschnitt nach keine Empfehlung für Frauen, die in der Region reisen?",A: Den Familienstand diskutieren
Was wäre aufgrund der Beschreibung in dem Abschnitt ein hilfreicher Tipp für weibliche Reisende?,D: Bei unerwünschten Annäherungen Männer konsequent abweisen
In welcher Situation benötigt ein Wildtierfotograf dem Abschnitt nach möglicherweise ein spezielles Objektiv?,A: Beim Fotografieren besonders kleiner Tiere
Was wird in dem Abschnitt nicht als mögliche Herausforderung für Wildtierfotografen genannt?,C: Die Beschaffung der benötigten Objektive
"Was würde für Fahrer, die über Gebirgspässe fahren, am wenigsten Probleme verursachen?",A: Hohes Verkehrsaufkommen
Was ist bei der Einkommenssteuer über verschiedene Länder hinweg wahrscheinlich einheitlich?,B: Struktur
"Wenn man im Ausland arbeitet, aber woanders seinen Wohnsitz hat, wo muss dann dem Abschnitt nach wahrscheinlich die Einkommensteuererklärung abgegeben werden?",A: Am allgemeinen Wohnsitz
Welche der folgenden Aussagen trifft auf eine Weltausstellung nicht zu?,"B: Gartenbauausstellungen werden neben künstlerischen und pädagogischen Exponaten ausgestellt

Diese Aussage trifft nicht zu, da Gartenbauausstellungen separate spezielle Ereignisse sind und nicht notwendigerweise ein integraler Bestandteil von Weltausstellungen."
Was ist eine Vorschrift bei einer Welt-Expo oder Weltausstellung?,B: Dasselbe Land kann die Veranstaltungen nicht jährlich ausrichten
Was kann die Wahrscheinlichkeit eines Angriffs von Wildtieren verringern?,B: Das Lager sauber halten
Was wird dem Abschnitt nach nicht als möglicher Grund für Angriffe von Wildtieren genannt?,"D: Tiere, die nicht an Menschen gewöhnt sind"
Was beschreibt die Einbuchtung an der Kufe eines modernen Schlittschuhs dem Abschnitt zufolge am genauesten?,C: Konkav
"Wie heißt dem Abschnitt zufolge der Prozess, durch den Atome zusätzliche Energie loswerden, die sie durch das Licht erhalten haben?",D: Stimulierte Emission von Strahlung
Wodurch emittiert ein Atom ein Photon?,B: Stimulation durch helles Licht
"Was ist dem Abschnitt zufolge die Ursache dafür, dass eine Glühlampe nicht mehr funktioniert?",C: Der Glühfaden in der Glühlampe brennt durch
Was kann während des Auswechselns einer Glühlampe potentiell berührungsgefährlich sein?,C: Der Sockel der Glühlampe
"Was passiert dem Abschnitt zufolge, wenn ein Atomkern gespalten wird?",B: Energie wird freigesetzt
Was reflektiert Ferngespräche zurück zur Erde?,B: Satelliten
Womit werden Teleskope ins Weltall gebracht?,B: Raketen
"Was ist bei einem zyklischen Ereignis zu beobachten, um das Verstreichen von Zeit darzustellen?",B: Wiederholung
Welcher Aspekt eines Ereignisses wird dem Abschnitt zufolge mit Zeit abgeglichen?,A: Länge
Was ist dem Abschnitt zufolge typisch für einen Thronerben?,B: Statt auf die Universität zum Militär zu gehen
Was erreichte Charles dem Abschnitt zufolge als Erster?,C: Einen Hochschulabschluss
Aus welchem Land kam die Flotte von Trygvasson?,D: Norwegen
Zu welcher Zeit hatte Deutschland einen starken kulturellen Einfluss auf Estland?,C: Vor etwa 600 Jahren
Wodurch wurde die estnische Sprache beeinflusst?,B: Das deutsche Alphabet
Welcher Faktor beeinflusst dem Abschnitt zufolge die Fluktuationen der Anzahl der Hindi-Muttersprachler?,A: Ob sehr verwandte Dialekte mitgezählt werden
Welche der folgenden Aussagen über die Sprachen Hindi und Urdu ist korrekt?,B: Sie unterscheiden sich in der Schrift
Welche Aussage über das Hangeul-Alphabet ist nicht korrekt?,B: Es hieß ursprünglich Hunan Jeongeum
Wie wurde das Alphabet Hunmin Jeongeum letztlich genannt?,B: Hangeul
Welche Sprachen wurden dem Abschnitt zufolge durch das Sanskrit beeinflusst?,D: Indische Sprachen
Aus welchem Grund wich das Sanskrit dem Abschnitt zufolge zurück?,D: Hierarchie
Welche der folgenden Aussagen trifft dem Abschnitt zufolge auf die Schwerkraft von Io zu?,D: Die Erdanziehungskraft zieht mehr an einem als die Schwerkraft auf Io
Welche der folgenden Aussagen beschreibt dem Abschnitt zufolge die Oberfläche des Mondes korrekt?,C: Auf der fernen Seite könnte es weniger Maria geben
Wo ist die Mondkruste dem Abschnitt zufolge am dicksten?,C: Unter dem Hochland
Was glauben dem Abschnitt zufolge bestimmte Menschen?,C: Dass Leben auf anderen Planeten existiert
"Was wird dünner, je weiter man sich vom Zentrum der Sonne entfernt?",C: Gas
Welcher Teil der Sonne ist dem Abschnitt zufolge von der Erde aus sichtbar?,C: Die Photosphäre
Welche der folgenden Beobachtungen stützten die Theorie von Kopernikus?,A: Die Phasen der Venus
Was beobachtete Galileo Galilei im Jahre 1610?,B: Die Phasen der Venus
Woraus nimmt der Amazonas dem Abschnitt zufolge Wasser auf?,A: Kleinere Flüsse
Was trifft auf den Amazonas nicht zu?,"C: Er ist der längste Fluss

Der Text besagt, dass der Amazonas der zweitlängste Fluss der Erde ist, nicht der längste."
In welchem im Abschnitt aufgeführten Bereich arbeiten die wenigsten Venezolaner?,C: Erdöl
In welchem Bereich arbeiten dem Abschnitt zufolge die meisten Venezolaner?,A: Dienstleistungen
Was können Sterne dem Abschnitt zufolge durch Fusion?,A: Schwerere Elemente formen
Was würde ein nutzbarer Fusionsreaktor erzeugen?,D: Energie
Was ist die chemische Zusammensetzung von Wasser?,D: Zwei Wasserstoffatome und ein Sauerstoffatom
"Was bleibt gleich, wenn Wasser seinen Zustand ändert?",A: Molekulare Struktur
Was war dem Abschnitt zufolge kein Problem der 13 Bundesstaaten bei der Durchsetzung bestimmter Gesetze?,A: Starke Kontrolle durch die Behörden der Bundesstaaten
Welche Aussage beschreibt dem Abschnitt zufolge den Zustand der Zentralregierung während der Revolutionskämpfe korrekt?,C: Staatsrepräsentanten waren oftmals abwesend
Wie sind die Worte auf der Rückseite der Unabhängigkeitserklärung geschrieben?,C: Kopfüber
Wofür ist Singapur berühmt?,A: Botanischer Garten
Was ist die Vanda Miss Joaquim?,B: Eine Blume
Welche Eigenschaft der Pyramiden von Gizeh wurde dem Abschnitt zufolge von den Ägyptern des antiken Neuen Reichs wahrscheinlich eher nicht bestaunt?,A: Ihr Alter
"Von wo aus ziehen die Pflanzenfresser dem Abschnitt zufolge, wenn sie den Regenfällen folgen?",B: Den nördlichen Hügeln
Von wo aus ziehen die Pflanzenfresser dem Abschnitt zufolge im April?,B: Den südlichen Ebenen
Unternehmen Seelöwe war eine Invasion welchen Landes?,B: Großbritannien
Wie nannte Deutschland den Angriff auf Großbritannien?,B: Unternehmen Seelöwe
Was wird nicht als notwendig in den Plänen Italiens zur Eroberung afrikanischer Länder erwähnt?,B: Bau zusätzlicher Schiffe
Was war dem Abschnitt zufolge Italiens Hauptziel des Krieges?,A: Eroberung afrikanischer Länder
Wer schloss Frieden mit den Eroberern?,B: Die Vichy-Franzosen
Welche Alliierten waren an der Operation Dragoon beteiligt?,A: Die Amerikaner und die befreiten Franzosen
Durch die Entwicklung welcher Technologie begannen U-Boote unter Wasser zu fahren?,D: Radar
Auf welchem Gebiet hatten U-Boote zu Beginn eine sehr begrenzte Reichweite?,C: Schießen
Wer hat dem Abschnitt zufolge Verträge verletzt? ,D: Die Sowjets
Was tat die Rote Armee nicht?,C: Neuaufstellung entlang des Brückenkopfes
Was passierte mit dem Chefingenieur der italienischen Zehnten Armee?,C: Er wurde von den Briten gefangengenommen
Wo wurde Italo Balbo getötet?,D: Tobruk
Welche der folgenden Techniken ist dem Abschnitt zufolge ein wichtiger Teil der tibetischen Meditation?,C: Visualisierung von Gottheiten
Wie werden dem Abschnitt zufolge die Chakren im „Zentrum“ der tibetischen Meditation geöffnet?,B: Visualisierung von Gottheiten
