question,gpt_reply
"Ngekusho kwendzima, yini lebeyingeke itsatfwe njenge thiphu lekungiyo yekudlala ngemphumelelo inkositini?","A: Kute utfole ivolomu lengetiwe, khulisa emandla loshaya ngawo sikhiya"
"Uma udlala inkositini, ngukuphi lokutawusita kukhulisa Ivolomu?",B: Emandla langetiwe
Kungani titfombe letikumabonakudze tijube imincele yato?,B: Ngako sitfombe sigcwalisa sikilini sonkhe
"Ngekusho kwendzima, ngutiphi tinkinga kuleti letilandzelako umuntfu langahle ahlangabetane nato uma agucula ibhayisikobho ibe ifomethi ye-DVD?","A: Sitfombe lesingagcwali sikilini sonkhe  
B: Imibhalo lephasi isikwe kancane"
Belikuphi libutfo lemasotja aseBhrithani?,B: I-Trenton
Kwabani lokusayina lokuvele kulokusalungiswa lokubhalwe ngesandla?,D: Ya-Charles Thomson
"Kuletindzawo letilandzelako, kukuphi lapho i-Dunlap broadside yafika khona ekugcineni?",C: e-London
Bewahlala kuphi emasotja a-Colonel Stark?,"A: Emaphetselweni asenyakatfo, dvute nedalada"
"Ngekusho kwendzima, emadvodza aStark alule dalada wawo?",D: Ngalesikhatsi emasotja atsatsa tikhundla letiphambili
"Ngekusho kwendzima, ngikuphi kwalokungulokunye kwetikhatsi teludlame kakhulu eChina?",D: Sikhatsi Semibuso Lemitsatfu
"Ngekusho kwendzima, liyini liciniso ngemasotja etintfutfwane letingena esigabeni sekuzulazula?",A: Bahlala ebusuku
"Ngekusho kwendzima, ngusiphi sitatimende lesikhombisa ngalokungiko imikhuba yekuhlala kwemasotja etintfutfwane phakatsi nesigaba sekutilula?",C: Bashintja tidleke wonkhe malanga
Ngikuphi lokulandzelako lokutochubeka nangetulu kwekubakhona kwetimphawu tangaphandle?,C: Emawashi etintfo letiphilako
Nguliphi ligama lelichaza bantfu labakhombisa kuhluka kwesici lesitsite se-phenotypic?,D: I-Polymorphic
Nguliphi ligama lelifanele kulawa lalandzelako etintfo letiphilako letihlala endzaweni letsite?,The correct answer is C: Tinhlobo.
Ngikuphi kulokulandzelako lokungeke kube sibonelo semsebenti wekuvakasha losuselwe tikwendalo?,C: Kuvakashela imnyuziyemu yesayensi
"Ngekusho kwendzima, ngikuphi kulokulandzelako lokusisekelo sendlela yekusebenta yetekutfutsa?",A: Tindzawo tekusebenta
Tincenye letitungeleta i-nucleus tinaluphi luhlobo lekushaja?,C: Kushaja lokungasikahle
I-nucleus yakhiwe ngutiphi tincenye?,A: Emaphrothoni nema neutrons
"Ngekusho kwendzima, ngikuphi kulokulandzelako lokusibonelo senombolo yanombolombili lemihlanu?","The passage describes binary numbers, which consist of only two digits: 0 and 1. A five-digit binary number will have exactly five places filled with either 0 or 1.

Option A: 1010 is a four-digit number.
Option B: 12001 is not a binary number because it contains a '2'.
Option C: 10010 is a five-digit binary number.
Option D: 110101 is a six-digit number.

The only option that represents a five-digit binary number is C: 10010."
Tinombolo tanombolombili tiphindze tibitwe ngekutsi tiyini?,A: Emabhithi
Ngikuphi lokulandzelako lokungakashiwo endzimeni njengenzuzo leyiyinhloko yeku-bhuloga bafundzi?,C: Kucaphela lokunabile ngendzawo letungeletiwe
Ngutiphi kuletincenye letilandzelako tekubhuloga letibalulwe njengetikhutsati kubafundzi kutsi batfutfukise emakhono abo ekubhala?,"A: Lokuvame kuphendvula etintfweni letivela ku-inthanethi  
D: Sidzingo sekubambisana"
Ngikuphi kulokulandzelako lokungasiyo inzuzo yekuchumana lokungavumelani kwebafundzi? ,B: Kufinyelela kwebuso nebuso kubafundzisi nanoma ngusiphi sikhatsi selusuku
"Ngekusho kwalendzima, nguyiphi kuletincenye letilandzelako tekuchumana lokungafaki sikhatsi kwebafundzi lokungavumelana netimo?",C: Tintfo tekufundzisa
Yini lengakabalwa kulendzima njengentfo umuntfu langahle ayihlanganise netincaba tesikhatsi se-medieval?,A: Imigodzi lakuvalelwa khona tiboshwa
Ngikuphi kulokulandzelako lokungakakhulunywa endzimeni njengeliphunga noma umsindvo longavakala phakatsi kwemanciwa enkinga?,C: Emadzili
Nguyiphi kulokulandzelako inchazelo lecondzile yeKirby Muxloe Castle?,B: Beyidzinga kuciniswa lokuncane ngenca yesimo selive lesinekuthula ngalesikhatsi kwakhiwa
Ngutiphi kuleti tici letilandzelako tekwakha letingatsatfwa njengaletijwayelekile te-Kirby Muxloe Castle ngesikhatsi lesichazwe endzimeni?,"The correct answer is:

A: Emafasitelo lamakhulu"
"Ngekusho kwendzima, ngikuphi kulokulandzelako lokungazuzisa kakhulu kumgijimi lolungiselela sikhatsi lesitako?","B: Gcila ekuhlakuleleni sivinini ngalesikhatsi ucecesha

Le ndzima ikhuluma ngekubaluleka kwekukhutsatela yonkhe imijaho netinchazelo tebucotfo betikhatsi emjahweni, ngako-ke kulula kutsi kugcila ekuhlakuleleni sivinini ngalesikhatsi ucecesha kungazuzisa kakhulu kumgijimi lolungiselela sikhatsi lesitako."
"Ngekusho kwendzima, ngikuphi kuloku lokulandzelako lokubaluleke kakhulu kumgijimi welibanga lekucala?",B: Kuhlakulela kubeketela ngetulu kwelitubane
"Kumsubatsi, ngukuphi kulokulandzelako lokungeke kufezwe ngekusebentisa tinchubo tekudla lokunemsoco?",B: Injabulo lengetiwe
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungakaphakanyisa njengendlela yekuba basubatsi labasebasha batfole injabulo lengetiwe emdlalweni wabo?",A: Kwenta Kudla lokufanele
"Ngekusho kwendzima, kungani umsubatsi welibanga leliphakatsi angahle atsenge lucetu lemshini lobita kakhulu?",D: Kenemibono leliphutsa mayelana nemishini lengabiti kakhulu
"Ngekusho kwendzima, kugijima kwelibanga lelisemkhatsini kudzingani?",C: Imishini lencane kakhulu
Ngubani lowatfola i-nuclear magnetic resonance? ,C: I-Bloch kanye ne-Purcell
Lilungelo lekucala lebunikati laniketwa ngamuphi umnyaka yetekwelapha i-imaging resonance? ,B: 1974
"ngekusho kwendzima, yini lekufanele kutsi bantfu bayivisise ngalokucinile kute bachaze tento talabanye letingekwenyama?",B: Inhloso
"Ngekusho kwendzima, kuvisisa injongo kusita bantfu kutsi benteni?",A: Kucedza kungaciniseki ngemuva kwetento temtimba
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokufinciwe lokungiko kwenhloso ye-Al?",A: Kulungiselela
"Ngekusho kwendzima, ngukuphi kulokulandzelako lavame kuhlotjaniswa nako Al?",B: Kuhlela kanye nekuhlela
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungemandla emuntfu lonemaphethini ekucabanga lagucukako?",A: Bona timphedvulo letiningi letilungile enkingeni
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungabukwa njengekugcila kwemcondvo wekucabanga logucukako?",A: kuvisisa kutsi kunempendvulo leyodvwa lefanele
"Ngekusho kwendzima, ngukuphi lokulandzelako lokungeke kutsatfwe njenge kusho lokuncane?",A: Ubuke khashane ngalesikhatsi ukhuluma
Ngutiphi titatimende letilandzelako mayelana nekutoliga kwe-micro-expression lokungasilo liciniso?,B: Kuhumusha lokulungile kungahle kubone kucamba emanga
Ngukuphi kulokulandzelako lokwabaluleka kakhulu ngenca ye-Renaissance? ,B: Kujikeletisa lwati
"Njengemphumela we-Renaissance, ngukuphi lokwagcizelelwa kancane kulokulandzelako?",C: Khumbula umbhalo
Ngukuphi kulokulandzelako lokungakhombisi lugcozi lekusebentisa i-inthanethi kute uchubeke nebudlelwane?,C: Kucwaninga luhambo
Ngukuphi kulokulandzelako lokungakhombisa lugcizi lekusebentisa i-inthanethi kute ubambe luchaza lesicu semuntfu?,B: Kutfumela ebhodini letingcoco letiku-inthanethi
Inshonalanga ye-Europe iyekela nini kutsembela kakhulu ekucaleni futsi yacala kutfutfukisa sitayela sayo?,A: Ngasekupheleni kwetikhatsi letiphakatsi
Kusebentisa tinkinobho kute kuhlanganiswe tingubo kwaba ngumphumela wani? ,D: Sikhatsi lesiphakatsi
"Ngekusho kwendzima, ngikuphi kulokulandzelako lokubonwa njengesicatululo lesisebentako sesikhatsi lesidze etindzabeni temvelo?",C: Kukhomba imbangela yendzaba
"Ngekusho kwendzima, ngusiphi kuleticatululo letilandzelako lesingeke sitsatfwe njenge kulashwa lokutimphawu tetindzaba temvelo?",B: Kuvala timbangela tetinkinga
Beyikuliphi live impi yekucala e-Europe lebekutsiwa indzaba yayo leyinhloko ihlobene nekulinganisela kwemandla kunekutsi ibe nekonga kwenkholo?,D: E-Spain
Nguyiphi impi lechazwa ngekutsi impi yenkholo yekugcina ngalesinye sikhatsi?,A: Imphi Yeminyaka Lemashumi Lamatsatfu
Nguyiphu kuletici letilandzelako telisontfo lemaCatholic lebeyingahlolisiswa?,C: Kuhlangana kwemandla ngekhatsi kwelisontfo
"Ngekusho kwendzima, ngubani lowabulawa eVersailles?",D: Umgadi
Ngukuphi kulokulandzelako lokungakaphocwa sicuku eNkosini naseNdlovukatini?,A: Kuvulwa kwemafasitelo encola yabo
Ngukuphi kulokulandzelako lobekungasiwo umphumela wempi lengakajwayeleki yaseBritain?,C: Kwentiwa tingucuko emtsetfweni wemave wonkhe
Ngusiphi sitatimende lesingakuchazi kahle kuvinjwa kwemikhumbi yempi yase-Britain ngalokumelene neJalimani?,D: Kucinisekise kutsi imikhumbi ldngatsatsi hlangotsi angeke ibe engotini
"Ngekusho kwendzima, kungaba kwabani kucilongwa kwe-Multiple Sclerosis?",A: Wesifazane loneminyaka lengu-32
"Ngekusho kwendzima, bahlanganyeli emisebentini levamile bebadzinga kusekelwa lokungetiwe kwani?",A: Umbono lomubi webuhlungu
"Ngekusho kwalendzima, kubiya kuvame kudlalwa njani?",A: Ngefomathi yesimanje
"Ngekusho kwendzima, ngukuphi kwalokulandzelako lokungaba inkhomba lenemandla yebutsi baphakatsi?",D: Libhodlela leliphilisi ladokotela
"Ngekusho kwendzima, ngusiphi sinyatselo sekucala lesifanele uma uhlola sisulu?",A: Buka lesimo
Ngusiphi sitatimende kuletilandzelako lesingakhombisa ngalokungiko inchobo yekuhlola sisulu?,B: Hlola Indzawo yesigameko ngaphambi kwalojlukumetekile
Ngutiphi tingucuko letibangwe Ingucuko yaseFrance yaba nemtsetfo lomkhulu kutakhamuti setigaba setisebenti?,B: Kushintja kwekugcila esigabeni kuya ekhonweni
"Ngemuva kwengucuko yaseFrance, kuphumelela kwetimpi nakuleminye imisebenti bekungahle kusekelwe kuphi?",D: Lizinga
Nguyiphi inkondzo yemphakatsi lekutsiwa ibanga kunganeliseki kakhulu emaveni latfutfukile?,C: Tekutfutsa temphakatsi
"Ngekusho kwendzima, yini lengashiwo mayelana netinhlelo tetekutfutsa temphakatsi?",C: Tibanga tikhalo letiningi ngalabo labatisebentisako
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungaba matima kukukala ngenca yekungabikeki kwebashayeli?",D: Kuhamba kwesiminyeminye
Ngukuphi kulokulandzelako lokusebentiswa umele kusakatwa kwekuphitsitela kwetimoto ngetibalo?,D: Kuminyana kwetimoto
Hershey naChase basebentise ini kufaka i-DNA yabo? ,A: I-Radioactive phosphorus
Lukhono lekugucula takhi telufuto tindlulele entalweni lencike kuphi?,A: Uma emaseli ayi-germ-line
"Ngalokusekelwe elwatini lolunikelwe endzimeni, yini imiphumela lehlukahlukene yekugucuka kwetakhi telufuto lekungakancikwa kulo?",B: Uma emaseli atsintsekile yi-germ-line
Ngukuphi kulokulandzelako lobekungasiso sizathu sekutsi emasiko akudzala afuye timbuti?,C: Titsembisa bungani
Umgomo wegalufu kutsatsa linani lelincane lani?,B: Ema-Stokes
"Ebaleni legalufu, bukuphi tjani lobujutjwe bafinyetwa?",B: Lapho kuluhlata khona
Nguyiphi inhloso yekuhlola levamile?,B: Kute utfole kutsi umhlaba usebenta kanjani
"Ngekusho kwendzima, yini lengasiti kucondzisa lucwaningo lesayensi?",A: Indlela yesayensi yodvwa
"Ngekusho kwendzima, ngusiphi sitatimende lesingasilo liciniso mayelana nema-tornado?",C: Ema-tornado kamaningi atsatsa emahora lamatsatfu
"Ngalokusekelwe kulendzima, ngitiphi tinkhulumo kuleti letilandzelako letichaza ngalokungiko liningi letiphepho?",I-A: Tivame kuhlala emahora langetulu kulamatsatfu
Ngukuphi kulokulandzelako labacale kukwenta bantfu eminyakeni lengu-16 ekhulwini?,D: Kwenta tibonakudze
Kunini bantfu bakhulisa tintfo basebentisa emalensi?,B: Kusukela ngasekupheleni kweminyaka lengu-16 ekhulwini
