question,gpt_reply
"Kur plaukė laivas, kai įvyko incidentas? ",C: Į Palavaną
Kuris faktas apie ištraukoje minimą laivą nėra teisingas?,B: Jis yra Palavane
Kas padarė pareiškimą dėl JAV karių?,A: Donaldas Trumpas
"Remiantis ištrauka, kuri šalis prisiėmė atsakomybę saugoti suimtus kovotojus?",D: Turkija
"Kokia, manoma, buvo avarijos priežastis?",B: Šaudantys priešai
Kokioje vietovėje įvyko avarija?,D: Kalnuotoje
Ko pareigūnai tikisi iš potvynio?,A: Smėlio juostų atstatymo
Kurį iš šių dalykų užtvankos statyba paveikė visam laikui?,D: Nuosėdų pasklidimą
"Remiantis ištrauka, kas Jungtinėms Valstijoms suteikė žvalgybos informacijos apie galimus sprogdinimus?",C: Neatskleidžiamas šaltinis
Kuris iš šių teiginių tiksliai apibūdina įtariamo ekstremistų išpuolio planą?,C: Susprogdinti bombas prie lankytinų objektų dviejose šalyse
Kuris iš šių žmonių nėra advokatas?,D: Makis Triantafylopoulos
Kuri žmonių grupė neminima kaip dalyvavusi Graikijos teisinės bendruomenės skandale?,C: Žurnalistai
Kiek vartų pralaimėjo Indija?,B: 7
"Remiantis ištrauka, koks buvo didžiausias iningų rezultatas?",A: 70 metimų
Kuris iš šių dalykų nėra Adamo Cuerdeno nepasitenkinimo priežastis?,A: Nauja strategija dėl svetainės seksualinio turinio
"Remiantis ištrauka, kas buvo pašalinta iš svetainės?",A: Menas
"Remiantis ištrauka, kurio iš šių dalykų Amiras Kanas nepalaiko?",A: Moterų kovotojų įtraukimo į olimpines žaidynes
"Remiantis ištrauka, ką Amiras Kanas rems, nepaisydamas savo nuomonės?",C: 2012 m. olimpines žaidynes
Kada mirė Peteris Lenzas?,D: Prižiūrimas trasoje dirbančių medicinos darbuotojų
Kas yra Xavieras Zayatas?,B: Kitas lenktynininkas
"Kurioje situacijoje nerimastingam keleiviui būtų naudinga žinoti, kaip veikia orlaivis?",B: Jei jo nenoras skristi yra susijęs su nežinomybės baime
"Remiantis ištrauka, kurį iš šių veiksmų keliautojas, kuriam svarbi kaina, turėtų atlikti paskutinį?",D: Patikrinti avialinijų svetainę
"Remiantis ištrauka, ką pirmiausia turėtų padaryti keliautojai, norėdami užsitikrinti geriausias skrydžių kainas?",B: Palyginti kainas skirtingose paieškos sistemose
Kada lydintysis asmuo turi lydėti siuntą?,C: Kai daiktai siunčiami kaip registruotas bagažas
"Remiantis ištrauka, rinkdamiesi dažnai skraidančių keleivių programą siūlančią oro linijų bendrovę, priklausančią oro linijų aljansui, kam turėtumėte teikti pirmenybę?","D: Oro linijoms, kurios gali suteikti papildomų privilegijų"
"Remiantis ištrauka, kas gali pasiūlyti daugiau skridimo taškų?",D: Tos pačios bendrovės kitos oro linijos
"Remiantis ištrauka, kuris iš šių pojūčių gali sutrikti vartojant per daug alkoholio?",B: Rega
"Remiantis ištrauka, kas galėtų sumažinti žalingą alkoholio poveikį?",C: Saikingas alkoholio vartojimas
Kur nekilnojamojo turto vertė yra viena didžiausių Amsterdame?,A: Kanalų rajone
Kodėl Kanalų rajonas pripažintas UNESCO pasaulio paveldo objektu?,A: Dėl istorinės ir kultūrinės vertės
"Remiantis ištrauka, dėl ko verta apsilankyti Kromo kalvoje?",A: Dėl Tonlesapo vaizdo
"Remiantis ištrauka, ko reikia lankytojams norint patekti į Kromo kalvą?",C: Įsigyti „Angkor Pass“
"Remiantis ištrauka, kuris iš šių dalykų gali sutrukdyti turistui apsilankyti Antarktidoje?",A: Didelis turistinės iškylos biudžetas
Kurioje Antarktidos dalyje gali apsilankyti palaipioti po kalnus mėgstantis turistas?,B: Krašto gilumoje
"Kur mažiausiai tikėtina, kad yra senoji observatorija?",C: Atokioje vietoje
Kur gali būti įrengtas šiuolaikinis moksliniams tyrimams naudojamas teleskopas?,"None of the options listed directly align with the most accurate context provided in the passage regarding the location of modern research telescopes. According to the passage, modern telescopes are usually situated in remote areas with favorable atmospheric conditions, which are not suggested in the given options. Therefore, based on your options, a correct choice from those provided may not be available as they don't reflect the ideal characteristics described in the passage for the placement of modern telescopes."
"Remiantis ištrauka, kuri sritis būtų tinkamiausia ramiai dienai paplūdimyje?",C: North Harbour rajonas
"Remiantis ištrauka, kur maudymosi sąlygos gali būti saugiausios?",B: North Harbour rajone
"Kuris iš šių dalykų, lankantis ištraukoje aprašytoje vietoje, būtų laikomas netinkamu?","B: Žymų palikimas kur nors  
C: Juokavimas  
D: Pastatų tepliojimas  

Visos šios galimybės būtų laikomos netinkamomis, nes neatitinka pagarbos ir rimtumo, kurių reikia tokioje svarbioje ir jautrioje vietoje."
Kuris iš šių terminų apibūdina lingua francas kalbas?,D: Tikros
Kuris teiginys netiksliai apibūdina pagalbines kalbas?,"D: Tai sukurtos kalbos, tapusios pagrindinėmis tarp skirtingomis kalbomis kalbančių žmonių"
"Remiantis ištrauka, kuo turėtų pasidomėti keleivis, jei plaukia žiemą?",A: Kajutės vieta
"Remiantis ištrauka, jei keleivio kruizas vyksta vasarą, ko jis gali išvengti?",B: Plaukimo per ledą
Kodėl katalonų kalba Barselonoje plačiai naudojama ženklams ir skelbimams?,"C: Tai kalba, kuriai Barselonoje teikiama pirmenybė"
Kuri iš šių kalbų vartojama Barselonos metro sistemoje reguliariems pranešimams?,B: Katalonų
"Remiantis ištrauka, kuriems iš šių patogumų aukštos klasės nakvynės su pusryčiais namai neteikia pirmenybės?",D: Sparčiam „Wi-Fi“
"Remiantis ištrauka, kuris iš šių dalykų nėra vienas iš pagrindinių prabangių nakvynės su pusryčiais namų konkurencijos aspektų?",A: Šiuolaikinis dekoras
"Remiantis ištrauka, kuris iš šių renginių 2022 m. nebus rengiamas Pekine?",B: Renginiai Taizičengo slidinėjimo teritorijoje
"Remiantis ištrauka, kas 2022 m. vyks Pekine?","The correct answers from the options above are:

B: Renginiai uždarose ledo arenose  
C: Žiemos olimpinės žaidynės  
D: Uždarymo ceremonijos"
Kam kyla didžiausias pavojus užsikrėsti paukščių gripu?,C: Naminių paukščių augintojams
"Remiantis ištrauka, kuris iš šių teiginių tiksliai apibūdina paukščių gripą?",C: Pavojus užsikrėsti kyla paukščių stebėtojams
Ką jungia Baltosios ir Baltijos jūrų kanalas?,C: Arkties vandenyną ir Baltijos jūrą
"Remiantis ištrauka, kokio tipo transporto priemonėse pasai gali būti surenkami, kad keleiviai nebūtų sutrukdomi?",B: Traukiniuose su miegamaisiais vagonais
"Remiantis ištrauka, kada kai kuriuose tarptautiniuose traukiniuose gali būti tikrinamas asmens tapatybės dokumentas?",D: Važiuojant
Kuri iš šių problemų dažniausiai iškyla būnant Singapūro viršutinėje tropinėje juostoje?,C: Išsekimas nuo karščio
Kam rekomenduojama vengti vokiškų kepinių?,"A: Žmonėms, kenčiantiems nuo stiprios alergijos riešutams"
Kuris produktas laikomas sezoniniu vokiškų kepinių elementu?,C: Slyvos
"Remiantis ištrauka, kuriuo iš šių patarimų nerekomenduojama vadovautis keliaujant su mažu biudžetu?",C: Prašyti žmonių pinigų
"Remiantis ištrauka, kas gali patirti sunkumų keliaudamas su labai mažu biudžetu?","D: Žmogus, mėgstantis laikytis maršruto"
Kuris iš šių teiginių netiksliai apibūdina vairavimą tarp Point Mariono ir Fermonto?,C: Retai laikomasi greičio ribojimų
"Remiantis ištrauka, kuris iš šių dalykų turėtų kelti didžiausią susirūpinimą vairuotojams, važiuojantiems Bafalo–Pitsbergo greitkeliu?",C: Per greitai daromi staigūs posūkiai
Kuris iš šių dalykų nėra būtinas norint užsiimti kanjoningu?,B: Geriausia fizinė būklė
Kuris iš šių dalykų gali būti reikalingas sėkmingam žygiui kanjonu?,D: Gebėjimas plaukti
"Remiantis ištrauka, kas būtų naudinga žmogui, planuojančiam stovyklauti su automobiliu?",B: Transporto priemonė su atlenkiamomis sėdynėmis
"Remiantis ištrauka, ko geriau vengti stovyklautojams su automobiliu, norintiems likti nepastebėtiems?",C: Statyti palapinę mieste arba privačioje teritorijoje
"Remiantis ištrauka, kas antrą kartą atstatė Kasablanką?",D: Maroko sultonas
Kas po stichinės nelaimės paliko naują Kasablankos miestą?,B: Portugalai
"Remiantis ištrauka, kas išgarsino Sintrą tarp užsieniečių?",C: Teigiami lordo Bairono atsiliepimai
Ko nepripažįsta Armėnija?,D: Naujos respublikos
Kas ir toliau daro įtaką Azerbaidžano ir Armėnijos santykiams?,C: Diplomatiniai ginčai
Kas gali lemti papildomą mokestį važiuojant taksi Šarlotėje?,B: Trys keleiviai
"Remiantis ištrauka, ką galima laikyti gyvenimo Šarlotėje su vaikais trūkumu?",B: Taksi
Kas iki ispanų atvykimo valdė šiaurinę Čilės dalį?,D: Inkai
"Remiantis ištrauka, kuris iš šių įvykių neįvyko 1810 m.?",B: Čilė pasiekė pergalę prieš ispanus
Kaip žmonės gali pasiekti atokius Ligurijos regiono miestelius?,C: Traukiniu arba laivu
Ką reiškia itališkas terminas „Cinque Terre“?,The correct answer is: A: Penki miesteliai.
"Remiantis ištrauka, kurios rūšies batai tinka slidžioms žiemos sąlygoms?",B: Batai su dygliuota įranga
Kuris iš šių dalykų nepadėtų pagerinti sukibimo apledėjusiuose keliuose žiemos sąlygomis?,D: Vanduo
Kuris iš šių dalykų yra tikslus Havajų ir Kuko salų panašumas?,C: Jos yra toje pačioje laiko zonoje
Kuris iš šių teiginių netiksliai apibūdina Kuko salas?,"C: Pagrindiniai miestai yra Rarotonga ir Aitutakis

Šis teiginys yra netikslus, nes Kuko salose nėra miestų. Rarotonga ir Aitutaki yra pagrindinės salos, o ne miestai."
Kurioje iš šių prižiūrėtojų stočių siūlomos dviejų tipų apsistojimo vietos?,A: Sirenoje
"Remiantis ištrauka, kur galėtumėte rezervuoti leidimą patekti į parką, jei norėtumėte atsiskaityti grynaisiais, o ne banko kortele?",B: Puerto Chimenese
"Remiantis ištrauka, kokios rūšies slidinėjimu užsiiminėjama statesnėse teritorijose?",C: Alpių stiliaus slidinėjimu
"Remiantis ištrauka, kas gali padėti slidininkams, norintiems pasiekti didesnį greitį?",C: Geros sąlygos
"Kas yra sunku keliautojams, patiriantiems grįžimo į tikrovę šoką?",D: Prisitaikyti prie gimtosios kultūros
"Remiantis ištrauka, kokiems keliautojams grįžimo į tikrovę šokas gali būti ypač sunkus?","B: Keliautojams, kurie greitai prisitaikė gyvendami užsienyje"
Kokių veiksmų su briedžiais reikėtų vengti?,A: Juos ignoruoti
"Remiantis ištrauka, kuris iš šių teiginių apie briedžius yra neteisingas?",A: Jie iš prigimties yra agresyvūs gyvūnai
"Remiantis ištrauka, kuris iš šių dalykų dykumų keliautojui būtų mažiausiai pavojingas?","B: Miražų, sukuriančių vandens iliuziją, matymas"
Kuris iš šių dalykų neminimas kaip potenciali grėsmė dykumų keliautojams?,D: Nudegimas saulėje
"Remiantis ištrauka, kurios grupės populiacija labai nukentėjo, kai atvyko tyrinėtojai?",C: Tainų
"Remiantis ištrauka, kokia kalba kalbėjo karibai?",D: Aravakų
"Kam galima priskirti slidinėjimo, kaip pramoginės veiklos, populiarinimo nuopelnus?",B: Norvegams
"Remiantis ištrauka, maždaug kada slidinėjimas pirmą kartą buvo pripažintas sporto šaka?",D: XVII a.
Kuris iš šių dalykų paprastai siejamas su didžiausia sala prie rytinės Afrikos pakrantės?,C: Laukinė gamta
Kas nėra mažųjų Rytų Afrikos salų požymis? ,C: Laukinės gamtos reputacija
"Remiantis ištrauka, kaip Velykos švenčiamos kai kuriose ypač tradicinėse bažnyčiose?",B: Šeštadienio vakarą rengiant vigiliją
"Ką pirmiausia turi turėti Kubos pilietis, kad išvengtų tam tikrų reikalavimų įvažiuodamas į Ekvadorą?",D: JAV žaliąją kortelę
Kam neskirti Ekvadoro kelionių reikalavimai?,B: Organizuotam migracijos srautui užtikrinti
Kuris iš šių dalykų užsienio šalyje gali kainuoti brangiau nei namuose?,B: Aukštos klasės prekių ženklų rėmeliai
Kokia problema gali kilti įsigyjant aukštos klasės prekių ženklų rėmelius užsienio šalyje?,C: Jie gali būti suklastoti
Kuris iš šių teiginių apie valiutos naudojimą Folklando salose yra teisingas?,"D: Be Folklando svaro, Britanijos svarai įprastai yra priimtiniausia valiuta"
"Remiantis ištrauka, kur, keliaujant iš Jungtinių Amerikos Valstijų į Folklandą, gali būti ypač naudinga atsiskaityti ne kredito kortele?",C: Atokiose salose
Kuris įvykis nesusijęs su šventyklų festivalių šventimu?,A: Dramblio gimimas
Kur galima pamatyti papuoštų dramblių?,C: Šventyklų festivalių procesijose
"Remiantis ištrauka, kuris iš šių būdų yra labiausiai tikėtinas, norint sutaupyti pinigų verslo arba pirmosios klasės lėktuvo bilietui?",C: Pirmosios klasės vietos netiesioginiame skrydyje užsakymas
"Remiantis ištrauka, ko nėra prasmės ieškoti užsakant tam tikros klasės bilietus?",C: Nuolaidų
Ko nereikia įtraukti lyginant bendrąją kelionės į Afriką kainos kvotą su kelionės aplink pasaulį kaina?,B: Išvykimo mokesčių Afrikoje
"Remiantis ištrauka, kokio dalyko asortimentą plečia prekybos centrai?",A: Iš anksto paruošto maisto
"Kokie kai kurių prekybos centrų teikiami patogumai gali būti patrauklūs klientui, perkančiam iš anksto paruoštą maistą?","A: Vietoje esantys restoranai
D: Mikrobangų krosnelė"
Kurio iš šių dalykų gali nesuprasti prancūzakalbiai belgai ir šveicarai?,C: Kai kurių prancūziškų žodžių tarimo
Kuris iš šių dalykų Prancūzijoje nėra toks pat kaip Belgijoje ar Šveicarijoje?,B: Numeravimo sistema
Kuriuo atveju jums greičiausiai nebus pasiūlyti netekčių tarifai?,"C: Jei skrendate su „Lufthansa“ iš Paryžiaus į Jungtines Amerikos Valstijas

Paslaugos siūlomos tik skrydžiams iš JAV arba Kanados, tad skrydis iš Paryžiaus į JAV greičiausiai neapims pasiūlymo taikyti netekčių tarifus."
Kuris iš teiginių apie netekčių tarifus yra tiesa?,D: Reikia atlikti rezervaciją paskambinus tiesiai į oro linijų bendrovę
Kada patogiau naudoti autonominį GPS įrenginį nei GPS navigacijos programėlę?,C: Kai išeinate už ryšio zonos ribų
Kokia priežastis nėra tinkama naudoti GPS navigacijos programėlę vietoj autonominio įrenginio?,A: Nereikia rūpintis duomenų perdavimo ryšiu
"Remiantis ištrauka, kaip galite užtikrinti, kad jums būtų parinktas tinkamas laivas?","C: Užsisakydami per agentą, kuris specializuojasi Galapagų kelionių srityje"
"Remiantis ištrauka, kuri iš šių taktikų nėra taikoma siekiant išlaikyti svečius, kad jie toliau loštų?",A: Daug natūralios šviesos
"Remiantis ištrauk, ko turėtų vengti protingas lošėjas?",A: Gerti per daug alkoholio
"Remiantis ištrauka, kuri kalbos dalis sakinio viduryje rašoma didžiąja raide?",B: Daiktavardžiai
"Remiantis ištrauka, ką gali apsunkinti daiktavardžių rašymas didžiąja raide?",C: Rašymą
Koks gestas Malaizijos kaimo vietovėse reiškia „ateik čia“?,B: Mojavimas
"Remiantis ištrauka, kuris gestas gali reikšti „sugrįžk“?","A: Mojavimas delnu, nukreiptu į mojuojantį asmenį"
"Remiantis ištrauka, kas sukelia plyšius?",B: Nestabilūs ledynai
"Remiantis ištrauka, kurį iš šių dalykų gali paslėpti sniego tiltai?",A: Įtrūkimus
"Remiantis ištrauka, kurioje vietoje lankydamiesi keliautojai turėtų imtis papildomų atsargumo priemonių?",B: Gomos apylinkėse
Kuris iš šių patarimų nebūtų tinkamas turistui Gomoje?,A: Šiaurės Kivu vyksta linksmos kovos
