question,gpt_reply
在工廠事故發生後，以下何者不是給當地居民的安全建議之一？,C: 避免吸入白色煙霧
根據摩爾醫師的說法，極具抗藥性的結核病最令人擔憂的是什麼？,D: 它的高致死率
在確定感染這種新變異株的患者中，有多少人證實是醫護人員？,B: 2 人
NextGen 系統使用哪種技術？,A: 衛星技術
NextGen 如何直接幫助空中交通管制員？,B: 更精確的飛機位置
根據文章，歷史學家沒有批評 FBI 集中在哪一點？,C: 高度關注色情案件
猥褻防治措施迫使 FBI 做什麼？,D: 指派探員投入色情案件
對 JAS 39C 獅鷲戰鬥機墜機事件作出反應的消防車發生了什麼事？ ,B: 它翻覆了
發生 JAS 39C 獅鷲戰鬥機墜機事件後，機場對什麼關閉了？,A: 商業航班
布里辛斯基在伊朗革命期間指點了誰？,C: 卡特
誰一直擔任國家安全顧問直到 1977 年？,B: 季辛吉
以下何者並未正確反映波貝克在貝爾格萊德游擊隊的職業生涯？,A: 他在為球隊效力期間踢進超過 468 個進球
有關波貝克在貝爾格萊德游擊隊歷史，哪項陳述是正確的？,A: 他從 1945 年開始為貝爾格萊德游擊隊效力
根據文章，哪個特徵讓伊氏西爪龍有別於迅猛龍？,B: 牠第二隻爪比較大
「西爪龍」的含義源自該物種的什麼身體特徵？,A: 爪子
關於槍擊事件的陳述，下列何者為真？,D: 槍擊事件發生在水牛城
關於槍擊事件的陳述，下列何者是正確的？,A: 發生在水牛城的一個週年慶祝派對上
根據文章，主管人員對魯諾號最初的擔憂是什麼？,C: 燃油洩漏
根據文章，關於魯諾號的故障，以下哪一個敘述不正確？,"B: 發生故障時，船上有 100 立方公尺的燃料

根據文章，故障發生時魯諾號船上有 120 到 160 立方公尺的燃料，而選項 B 錯誤地描述為 100 立方公尺。"
阿爾及利亞在哪個年代獲得獨立？,C: 1960 年代
哪些地方的葬禮儀式沒有設置電視螢幕？,D: 在聖伯多祿廣場
葬禮在哪裡舉行？,C: 在聖伯多祿廣場
爆炸發生後，誰因重傷接受治療？,"B: 沒有人

根據報導，雖然有至少五人因休克症狀接受治療，但並未提到任何人因重傷接受治療。報導中還明確表示，無任何重大傷亡匯報。"
是誰通報了瓦斯洩漏？,A: 大樓裡的一個鄰居
根據文章，有多少人在攻擊中喪生？,B: 2 人
在攻擊期間，誰的武器在某個時刻失靈了？,B: 烏卡
以下哪項運動在奧運項目投票表決中落選？,A: 壁球
國際奧委會投票決定將以下哪些運動納入比賽項目？,C: 英式橄欖球
亞瑟·健力士最初租用聖詹姆士門釀酒廠多少年？,D: 9000 年
健力士每年大約帶來幾十億美元的收入？,C: 140 億
歐盟有多少個國家曾經發現過 H5N1 病毒？,C: 七個
最近的一例 H5N1 病毒感染案例是在哪裡發現的？,A: 法國
在維和部隊引發傳播前，海地最後一次遇到該疾病是在何時？,A: 在 18 世紀
哪個地點的廢棄物導致了該疾病的傳播？,B: 聯合國營地
愛爾蘭政府計劃做什麼？,B: 引入更嚴格的毒品容許度法律
在愛爾蘭，什麼是暫時合法的？,D: 毒品
嫌疑犯正以什麼罪名接受調查？,A: 非法侵入
在修改標誌時，嫌疑犯沒有做什麼？,C: 損壞它的實體
