question,gpt_reply
"Що, згідно з уривком, не можна вважати точною порадою для успішної гри на акордеоні?","A: Для додаткового об'єму збільшуйте силу, з якою натискаєте на клавіші"
Що з перерахованого нижче допоможе збільшити об'єм при грі на акордеоні?,"A: Більша швидкість  
B: Більша сила

Обидва варіанти, більша швидкість та більша сила при використанні міхів, допоможуть збільшити об'єм звуку при грі на акордеоні."
Чому зображення на телебаченні обрізають по краях?,B: Щоб зображення заповнювало весь екран
"Згідно з уривком, з якою з наведених нижче проблем можна зіткнутися під час конвертації фільму у ДВД-формат?",B: Частково обрізані субтитри
Де був розташований британський гарнізон?,C: Бордентаун
Чий підпис з'явився на рукописній чернетці?,D: Чарльза Томсона
"""Куди з наведених нижче місць востаннє прибув документ """"Данлеп бродсайдз""""?""",C: У Лондон
Де були розташовані війська полковника Старка?,"A: На північному краї, вздовж частоколу"
"Згідно з уривком, коли люди Старка розширили свою огорожу?",C: Під час відливу
"Згідно з уривком, яка з наведених нижче епох була однією з найжорстокіших в історії Китаю?",D: Епоха Трьох Держав
"Згідно з уривком, що можна сказати про колонію мурах, яка починає кочовий період?",B: Вони мають низький запас їжі
Яке з наведених тверджень найточніше відображає гніздові звички колоній мандрівних мурах під час кочового періоду?,C: Вони змінюють гнізда щодня
"Що з перерахованого нижче буде продовжуватися, незважаючи на наявність зовнішніх сигналів?",C: Біологічний годинник
"Який термін описує особин, що демонструють варіанти певної фенотипічної риси?",D: Поліморфні
"Який з наведених нижче термінів є правильним для позначення організмів, що займають певну територію?",B: Популяція
Що з наведеного нижче не є прикладом природного туризму?,C: Відвідування наукового музею
"Згідно з уривком, що з наведеного нижче є базою транспортної системи?",B: Приватні автомобілі
"Який тип заряду мають частинки, які обертаються навколо ядра?",C: Негативний заряд
З яких частинок складається ядро?,A: Протонів і нейтронів
Яке з наведених нижче чисел є прикладом п'ятибітового двійкового числа?,C: 10010
Як ще називають двійкові цифри?,A: Біти
Що з наведеного нижче не згадується в уривку як основна перевага ведення учнівських блогів?,D: Підвищення бажання продовжувати навчання
Який з наведених нижче аспектів ведення блогу є мотивацією для студентів покращувати свої навички письменництва?,B: Бажання уникнути критики
Що з наведеного нижче не є перевагою асинхронного спілкування для студентів? ,"B: Особистий доступ до інструкторів у будь-який час доби

Особистий доступ до інструкторів у будь-який час доби не є перевагою асинхронного спілкування, оскільки асинхронне спілкування передбачає неспівпадіння в часі між питанням і відповіддю та не забезпечує миттєвого або особистого доступу."
"Згідно з уривком, який з наступних аспектів асинхронної спілкування не є гнучким для студентів?",C: Інструктивний матеріал
"Що не згадується в уривку як щось, що може асоціюватися з середньовічними замками?",B: Лицарські турніри
"Що з наведеного нижче не згадується в уривку як запах або звук, який можна було б викликати серед руїн замку?",C: Бенкети
Що з наведеного нижче є точним описом замку Кірбі Максло?,B: Він потребував мінімальних укріплень через спокійний час в країні на момент будівництва
"Які з наведених нижче будівельних особливостей можна вважати нетиповими для замку Кірбі Максло в період, описаний в уривку?","B: Фундамент, побудований, щоб витримувати атаки"
"Згідно з уривком, що з наведеного нижче буде найбільш корисним для бігуна, який готується до майбутнього сезону?",D: Використовувати тренажерний зал для тренування верхньої частини тіла
Що з наведеного в уривку є надзвичайно важливим для першокласного бігуна на півмилі?,"B: Виховання витривалості, а не швидкісті"
Що з перерахованого нижче не може бути досягнуто спортсменом виключно за допомогою правильного харчування?,C: Гарні результати
Що з наведеного нижче не є способом для молодих спортсменів отримати більше задоволення від занять спортом?,B: Постійні виступи на елітному рівні
"Згідно з уривком, чому бігун на середні дистанції може придбати дорожче спорядження?",A: Це його особистий вибір
"Згідно з уривком, що потрібно для бігу на середні дистанції?",C: Дуже мало спорядження
Хто відкрив ядерний магнітний резонанс? ,C: Блох і Перселл
В якому році було отримано перший патент на медичний візуалізаційний резонанс? ,B: 1974
"Згідно з уривком, що людина повинна добре розуміти, щоб інтерпретувати фізичні дії інших людей?",B: Намір
"Що, згідно з уривком, допомагає робити людині розуміння наміру?","A: Усувати невизначеність, що стоїть за фізичними діями"
Що з наведеного нижче є точним описом основної мети штучного інтелекту?,"D: Автоматизація завдання

Основна мета штучного інтелекту полягає в автоматизації завдань, які вимагають інтелектуальної поведінки, що охоплює такі дії, як планування, проектування, контроль та розпізнавання, таким чином покращуючи здатність машин адаптуватися і виконувати складні функції."
Що з наведеного нижче часто асоціюється зі штучним інтелектом?,"Всі наведені варіанти якоюсь мірою пов'язані зі штучним інтелектом, але той, який часто асоціюється з науковою фантастикою, це C: Наукова фантастика."
"Що з наведеного нижче є сильною стороною людини з конвергентним мисленням, згідно з уривком?",D: Запам'ятовування шаблонів
"Згідно з уривком, що з наведеного нижче не вважається основною рисою конвергентного мислення?",B: Не поспішати
"Згідно з уривком, що з наведеного нижче не можна вважати мікровиразом?","D: Підняття великого пальця вгору

Ця дія є жестом, а не мікровиразом обличчя. Мікровирази – це швидкоплинні рухи обличчя, які відображають емоційний стан людини."
