question,gpt_reply
"கொடுக்கப்பட்டிருக்கும் இந்த பத்தியில், சுரங்களை துல்லியமாக வாசிப்பதற்கான சரியான உதவிக் குறிப்பு இல்லை எனக் கருதப்படுவது எது?","A: அதிக அளவு ஒலியினை ஏற்படுத்த, விசைகளை அதிக அளவு ஆற்றலுடன் அழுத்த வேண்டும்"
"சுரங்களை வாசிக்கும் போது, பின்வருவனவற்றுல் சத்தத்தை அதிகரிப்பது எது?",A: அதிக அளவு வேகம்
தொலைக்காட்சியில் வரும் படங்களில் ஓரங்கள் ஏன் வெட்டப்படுகின்றன?,B: படம் முழு திரையிலும் உள்ளடங்கி இருக்க
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஒரு திரைப்படத்தை டிவிடி வடிவத்திற்கு மாற்றும்போது பின்வருவனவற்றுல் எந்த மாதிரியான சிக்கல்களைச் சந்திக்க நேரிடும்?",B: சில வசன வரிகள் துண்டிக்கப்படுவது
பிரிட்டிஷ் காவற்படை எங்கே இருந்தது?,C: போர்டேன்டவுன்
கையால் எழுதப்பட்ட வரைவில் யாருடைய கையெழுத்து இருந்தது?,D: சார்லஸ் தாம்சன்
"பின்வரும் இடங்களில், டன்லப் ப்ராட்சைட் இறுதியாக எங்கிருந்து வந்தது?",A: நியூயார்க்
கர்னல் ஸ்டார்க்கின் படைகள் எங்கே இருந்தன?,A: வடக்குப்புற வேலியை ஒட்டி
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஸ்டார்க்கின் ஆட்கள் எப்போது தங்கள் வேலியை நீட்டினர்?",C: குறைந்த அலையின் போது
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுல் சீனாவின் மிகவும் வன்முறையான காலகட்டங்களில் ஒன்றாக கருதப்படுவது எது?",D: மூன்று இராச்சியங்களின் சகாப்தம்
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, எறும்புப் படையின் நாடோடி காலத்தின் சாத்தியக் கூறுகள் என்ன?",C: இவை 17 நாட்களுக்குப் பிறகு மாற்றப்படும் தற்காலிக கூடுகளை உருவாக்குகின்றன.
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, நாடோடிக் காலத்தில் ஆர்மி ஆண்ட்ஸ் குடியேற்றங்களின் கூடு கட்டும் பழக்கத்தை எந்த அறிக்கை துல்லியமாக பிரதிபலிக்கிறது?",C: அவை தினமும் கூடுகளை மாற்றுகின்றன
வெளிப்புற குறிப்புகளின் படி பின்வருவனவற்றுல் தொடர்ச்சியானது எது?,C: உயிரியல் கடிகாரங்கள்
ஒரு குறிப்பிட்ட பினோடிபிக் பண்பின் மாறுபாடுகளைக் காட்டும் நபர்களை எந்த சொல் விவரிக்கிறது?,D: பல்லுருவம் சார்ந்தவர்கள்
பின்வருவனவற்றுல் ஒரு குறிப்பிட்ட பகுதியை ஆக்கிரமிக்கும் உயிரினங்களுக்கு சரியான சொல் எது?,B: மக்கள் தொகை
பின்வருவனவற்றுல் எது இயற்கை அடிப்படையிலான சுற்றுலா நடவடிக்கைக்கு ஒரு எடுத்துக்காட்டு அல்ல?,C: அறிவியல் அருங்காட்சியகத்தைப் பார்வையிடுதல்
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் போக்குவரத்து முறையின் அடிப்படை எது?",B: தனியார் கார்களை அடிப்படையாகக் கொண்ட ஒரு போக்குவரத்து அமைப்பு
அணுக்கருவைச் சுற்றி வரும் துகள்கள் எந்த வகையான மின்னூட்டத்தைக் கொண்டுள்ளன?,C: எதிர்மறை மின்னூட்டம்
அணுக்கரு எந்தத் துகள்களால் ஆனது?,A: ப்ரோட்டான் மற்றும் நியூட்ரான்
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் ஐந்து பிட் பைனரி எண்ணுக்கான எடுத்துக்காட்டு எது?","The correct answer is C: 10010. 

This is a 5-bit binary number, consisting only of 0s and 1s."
பைனரி இலக்கங்கள் என்று குறிப்பிடப்படுபவை எவை?,A: பிட்கள்
பின்வருவனவற்றுள் மாணவர் வலைப்பதிவின் முதன்மை நன்மையாக பத்தியில் குறிப்பிடப்படாதது எது?,B: பார்வையாளர்களின் குறைந்த விமர்சனங்கள்
வலைப்பதிவின் பின்வரும் அம்சங்களில் எது மாணவர்களின் எழுத்துத் திறனை மேம்படுத்துவதற்கான உந்துதலாக மேற்கோள் காட்டப்படுகிறது?,C: வாசிப்பவர்களின் ஆர்வத்துக்கு உணவளிக்க வேண்டும் என்ற கருத்து
பின்வருவனவற்றுள் மாணவர்களுக்கு ஒத்திசைவற்ற தகவல்தொடர்பின் நன்மை அல்லாதது எது? ,B: மாணவர்கள் எந்த நேரத்திலும் பயிற்றுனர்களிடம் நேருக்கு நேர் அணுகுதல்
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஒத்திசைவற்ற தகவல்தொடர்பின் பின்வரும் அம்சங்களில் மாணவர்களுக்கு நெகிழ்வுத்தன்மையற்றது எது?",D: இணையப் பயன்பாடு
