question,gpt_reply
"Maererano nendima iyi, chii chinganzi hachina zvachinobatsira pakuridza kamuchina kanonzi accordion?","A: Kuti uwedzere vhorumu, wedzera simba pakuridza kwaunoita"
"Paunenge uchiridza accordion, pane zviri pasi apa, ndechipi chichakubatsira kuwedzera vhorumu?",The correct answer is A: Kukurumidza kwaunoita.
"Nei mapikicha epaterevhizheni aine miganhu yakaiswa, kumusoro, pasi uye mumativi?",B: Kuti mufananidzo uvhare sikirini rose
"Maererano nezviri mundima, ndezvipi zvinowanzoitika pakuedza kwemunhu kuchinja firimu kuti rive DVD?",B: Mashoko anobuda ari nechepazasi achitsanangura zviri kutaurwa haanyatsooneka
Boka revarwi vekuBritain raiva kupi?,B: Trenton
Ndiani akasaina gwaro rakanyorwa nemaoko?,The correct answer is D: Charles Thomson.
"Panzvimbo dzinotevera, makopi eDunlap broadside akazopedzisira kusvika kupi?",C: London
Varwi vaColonel Stark vaigara kupi?,A: Pafenzi yainge iri kuchamhembe
"Maererano nezviri mundima, varume vaiva kudivi raStark vakawedzera ruzhowa riini?",C: Panguva yemvura yakaderera
"Maererano nendima, ndeipi nguva yakaitika hondo inotyisa muChina?",D: Nguva yeUmambo Hutatu
"Maererano nendima, ndechipi chokwadi pamusoro pemakoroni emauto emasvosve panguva yekutama-tama?",B: Chikafu chinenge chava chishoma
"Maererano nendima, ndeapi mashoko anobudisa chokwadi chezvinoitwa nemakoroni emasvosve paanenge achitama-tama?",C: Anochinja matendere zuva nezuva
Ndezvipi zvicharamba zviripo kunyange pasina zvimwe zvinhu zvinozviudza kuti ngazvichiita zvakati?,C: Zvinhu zvipenyu zvinoita sezvine wachi
Ishoko ripi rinotsanangura vanhu vese vari munzvimbo vakafanana mumaitiro avo?,A: Verudzi rumwe
Nderipi shoko chairo rinotsanangura mubatanidzwa wezvinhu zvipenyu zviri munzvimbo yakati?,A: Verudzi rumwe
