question,gpt_reply
"ਪੈਰੇ ਦੇ ਅਨੁਸਾਰ, ਸਫ਼ਲਤਾਪੂਰਵਕ ਅਕੋਡਿਅਨ ਪਲੇ ਕਰਨ ਵਾਸਤੇ ਕਿਸ ਨੂੰ ਇੱਕ ਸਟੀਕ ਸੁਝਾਵ ਨਹੀਂ ਮੰਨਿਆ ਜਾਵੇਗਾ?","A: ਵਾਧੂ ਆਵਾਜ਼ ਵਾਸਤੇ, ਤੁਹਾਡੇ ਦੁਆਰਾ ਦੱਬੀਆਂ ਜਾ ਰਹੀਆਂ ਕੂੰਜੀਆਂ ਨੂੰ ਜ਼ੋਰ ਨਾਲ ਦੱਬੋ"
"ਅਕੋਰਡਿਅਨ ਚਲਾਉਂਦੇ ਸਮੇਂ, ਅੱਗੇ ਦਿੱਤੇ ਵਿਕਲਪਾਂ ਵਿੱਚੋਂ ਕਿਹੜਾ ਵਿਕਲਪ ਵੌਲਿਊਮ ਵਧਾਉਣ ਵਿੱਚ ਮਦਦ ਕਰੇਗਾ?",A: ਵੱਧ ਗਤੀ
ਟੇਲੀਵਿਜ਼ਨ ‘ਤੇ ਚਿੱਤਰਾਂ ਦੇ ਆਪਣੇ ਬਾਰਡਰ ਕੱਟ ਕਿਉਂ ਹੁੰਦੇ ਹਨ?,B: ਪੂਰੀ ਸਕ੍ਰੀਨ ‘ਤੇ ਚਿੱਤਰ ਫ਼ਾਈਲਾਂ ਵਿਖਾਉਣ ਵਾਸਤੇ
"ਪੈਰੇ ਦੇ ਅਨੁਸਾਰ, ਮੂਵੀ ਨੂੰ ਡੀਵੀਡੀ ਫਾਰਮੈਟ ਵਿੱਚ ਕਨਵਰਟ ਕਰਦੇ ਸਮੇਂ ਅੱਗੇ ਦਿੱਤੀਆਂ ਵਿੱਚੋਂ ਕਿਹੜੀ ਸਮੱਸਿਆ ਆ ਸਕਦੀ ਹੈ?",B: ਅਧੂਰੇ ਤੌਰ ‘ਤੇ ਕੱਟੇ ਉਪ-ਸਿਰਲੇਖ
ਬ੍ਰਿਟਿਸ਼ ਗੈਰਿਸਨ ਕਿੱਥੇ ਸਥਿਤ ਸੀ?,C: ਬਾਰਡਨਟਾਊਨ
ਹੱਥ-ਲਿਖਤ ਡ੍ਰਾਫ਼ਟ ‘ਤੇ ਕਿਸ ਦੇ ਹਸਤਾਖ਼ਰ ਵਿਖਾਈ ਦਿੰਦੇ ਹਨ?,D: ਚਾਰਲਸ ਥੌਮਸਨ
"ਅੱਗੇ ਦਿੱਤੇ ਸਥਾਨਾਂ ਵਿੱਚੋਂ, ਡਨਲਪ ਆਖ਼ਰੀ ਵਾਰ ਕਿੱਥੇ ਪਹੁੰਚੇ?",C: ਲੰਡਨ
ਕੋਲੋਨਲ ਸਟ੍ਰਾਕ ਦੇ ਫੌਜ਼ੀ ਕਿੱਥੇ ਸਥਿਤ ਹਨ?,"A: ਉਤਰੀ ਸਿਰੇ ‘ਤੇ, ਵਾੜ (ਬਾਰਡਰ) ਦੇ ਨਾਲ"
"ਪੈਰੇ ਦੇ ਅਨੁਸਾਰ, ਸਟਾਰਕ ਦੇ ਬੰਦਿਆਂ ਨੇ ਆਪਣੀ ਸੀਮਾ ਕਦੋਂ ਵਧਾਈ?",C: ਘੱਟ ਲਹਿਰਾਂ ਦੌਰਾਨ
"ਪੈਰੇ ਦੇ ਅਨੁਸਾਰ, ਚੀਨ ਦਾ ਕਿਹੜਾ ਖੇਤਰ ਸਭ ਤੋਂ ਵੱਧ ਹਿੰਸਾ ਵਾਲਾ ਹੈ?",D: ਤਿੰਨ ਰਾਜਧਾਨੀਆਂ ਦਾ ਯੁੱਗ
