question,gpt_reply
کدام یک از موارد زیر علیرغم وجود نشانه‌های خارجی ادامه پیدا خواهد کرد؟,C: ساعت‌های بیولوژیک
کدام واژه افرادی را توصیف می‌کند که چندین نوع از خصوصیت فنوتیپی خاصی را نشان می‌دهند؟,D: چند شکلی
کدام مورد اصطلاح صحیح برای ارگانیسم‌هایی است که فضای خاصی را اشغال می‌کنند؟,B: جمعیت
کدام یک از موارد زیر مثالی از گردشگری طبیعت‌دوست نیست؟,"C: بازدید از موزه‌های علوم

بازدید از موزه‌های علوم مثالی از گردشگری طبیعت‌دوست نیست، زیرا این نوع بازدید معمولاً در محیط‌های شهری و داخلی انجام می‌شود و تمرکز آن بر نمایشگاه‌های علمی و تکنولوژیک است، نه بر تجربه مستقیم طبیعت و مناظر طبیعی."
با توجه به متن، کدام یک از موارد زیر مبنای سیستم حمل‌ونقل است؟,B: اتومبیل‌های شخصی
ذراتی که به دور هسته می‌چرخند، چه نوع باری دارند؟,C: بار منفی
هسته از کدام ذرات تشکیل شده است؟,A: پروتون‌ها و نوترون‌ها
با توجه به متن، کدام یک از موارد زیر مثالی از عدد دودویی پنج بیتی است؟,C: 10010
ارقام دودویی همچنین با چه عنوانی معرفی می‌شوند؟,A: بیت‌
کدام‌ یک از موارد زیر به عنوان مزیت اصلی وبلاگ‌نویسی دانش‌آموزان در متن معرفی نشده است؟,B: کاهش انتقاد توسط همتایان
کدام یک از جنبه‌های وبلاگ‌نویسی به عنوان انگیزه‌ای برای بهبود مهارت نویسندگی دانش‌آموزان مطرح شده است؟,B: ضرورت اجتناب از انتقاد
کدام مورد از مزایای ارتباط ناهمزمان برای دانش‌آموزان نیست؟ ,B: دسترسی حضوری به مربی در هر زمانی از روز
با توجه به متن، کدام جنبه از ارتباطات ناهمزمان برای دانش‌آموزان انعطاف‌پذیر نیست؟,D: استفاده از اینترنت
کدام مورد به عنوان چیزی که می‌تواند با قلعه‌های قرون وسطایی مرتبط باشد، در متن ذکر نشده است؟,D: شوالیه‌ها
کدام مورد به عنوان بو یا صدایی که می‌تواند در میان خرابه‌های قلعه به ذهن متبادر شود، مطرح نشده است؟,C: ضیافت‌ها
کدام مورد توصیف دقیقی از قلعه Kirby Muxloe نیست؟,"D: برای مقاومت در برابر حملات طولانی‌مدت و خاصی ساخته شده بود

این گزینه توصیف دقیقی از قلعه Kirby Muxloe نیست زیرا در متن اشاره شده است که قلعه دارای پنجره‌های بزرگ لعاب‌دار و دیوارهای نازک بود و نمی‌توانست در برابر حمله طولانی‌مدت مقاومت کند."
کدام یک از ویژگی‌های ساخت‌وساز برای قلعه Kirby Muxloe در طول دوره زمانی توصیف‌شده در متن غیرعادی در نظر گرفته می‌شد؟,A: پنجره‌های بزرگ
با توجه به متن،‌ کدام مورد برای دونده‌ای که برای فصل آینده آماده می‌شود سودمندتر است؟,"D: بهره بردن از باشگاه برای تمرین قسمت فوقانی بدن

متن اشاره می‌کند که تمرینات بدنسازی قسمت فوقانی بدن در کنار دویدن در داخل روستا در طی زمستان بهترین روش آماده‌سازی برای فصل دویدن است. گزینه D مشخصاً اشاره به تمرین قسمت فوقانی بدن دارد که با توصیه متن هم‌خوانی دارد."
با توجه به متن، کدام مورد زیر برای دونده درجه یک نیم مایل از اهمیت بالایی برخوردار است؟,B: تقویت مقاومت نسبت به سرعت
کدام یک از موارد زیر برای یک ورزشکار به تنهایی از طریق شیوه‌های تغذیه‌ای قابل دستیابی نیست؟,C: عملکرد ممتاز
با توجه به متن، کدام مورد زیر به عنوان راهی برای لذت بردن بیشتر ورزشکاران جوان از ورزششان پیشنهاد نمی‌شود؟,B: تمرین پیوسته در سطح ممتاز
با توجه به متن، چرا دونده دو نیمه استقامت ممکن است تجهیزات گران‌تری را خریداری کند؟,A: ترجیح شخصی آنها است
با توجه به متن، دو نیمه‌استقامت چه الزاماتی دارد؟,C: تجهیزات اندک
چه کسی رزونانس مغناطیسی هسته‌ای را کشف کرد؟ ,C: بلوچ و پورسل
