question,gpt_reply
"Az alábbiak közül melyik gyorsabb, mint elődei?",A: 802.11n
"Mi szükséges ahhoz, hogy a 802.11n fordított irányban kompatibilis legyen a 802.11b-vel?",D: Kettős rádió
Hány versenyszámban kellett volna úsznia az olimpiai aranyérmesnek a Nemzetközösségi Játékokon?,A: Öt
Miért nem szedett gyógyszert az olimpiai aranyérmes a fájdalmaira?,D: Nem megengedett a nemzetközösségi játékokon
A szöveg szerint mi okozhatta a földrengésekkel kapcsolatos zavart?,A: A sötét felhők jelenléte
A szöveg szerint mikor történt a fázisátalakulás?,C: Március 10-én
Az alábbi állítások közül melyik nem igaz a Chandrayaan–1 holdszondával kapcsolatban?,A: A szondát felbocsátó keringő műholdnak volt legénysége
Az alábbi állítások közül melyik jellemzi pontosan a holdszondát?,B: A kemény leszállás sikeres volt
A szöveg alapján a betegség elleni védekezés mely intézkedését vezetik be utoljára?,C: Agyvelőgyulladás elleni oltások
Hogyan terjed át a betegség az emberre?,A: Szúnyogok
Milyen eredményre vezethet a második mondattal kapcsolatos kudarc?,B: Az azonos neműek polgári házasságához való jövőbeli jog
A szöveg szerint mikor törölték a második mondatot?,C: Hétfőn
Kinek szivárogtak ki a „Panama-akták”?,B: Sajtó
A szöveg alapján a brit sajtó szerint ki irányította a vagyon eltitkolására használt cégek nagy részét?,C: Deutsche Bank
Az alábbi repülőgép-balesetek közül melyik járt a legtöbb halálos áldozattal?,A: Az Iránból Örményországba tartó lezuhant repülő
Az alábbiak közül melyik nem oka az Iránban bekövetkező légi balesetek nagy számának?,B: Az új repülőgépek beszerzését lehetővé tevő költségkeret hiánya
Az alábbiak közül melyik nem szerepelt az iraki tudományos csoport jelentésében?,"B: Nyilatkozat arról, hogy bizonyos változtatásokkal elkerülhető a növekvő erőszak Irakban"
Az alábbiak közül melyiket nem sürgette jelentésében az iraki tudományos csoport?,A: Garanciát kell vállalni az erőszak terjedésének megállítására
A rendőrség szerint kit tartottak Provenzano jobbkezének?,B: Lo Piccolo
A szövegben szereplő információk alapján mi volt Falcone halálának oka?,A: A Riina által vezetett háborúban halt meg
Az alábbiak közül melyik nem tartozik a Hitoshi Saito által elnyert elismerések közé?,"A helyes válasz: A: Kétszeres világbajnok. Az információk alapján Hitoshi Saito kétszeres olimpiai aranyérmes volt, de nincs említés arról, hogy kétszeres világbajnok lett volna."
Hol sikerült Iwasakinak elkerülnie a házassági fogadalomtételt?,B: Nepál
Ki támadt Iwasakira?,C: Egy kutya
Mikor fejezte be Alonso a futamot?,"A megadott információk alapján Fernando Alonso a verseny nagy részében vezetett, de a boxkiállás után a versenye véget ért. Michael Schumacher nem sokkal Alonso után fejezte be a versenyt. Így a helyes válasz:

C: Miután Schumacher befejezte a saját futamát"
Miért fejezte be idő előtt a futamot Schumacher?,D: Az autó felfüggesztésének sérülése
A szöveg szerint kinek a feladata a letartóztatottak óvadékának megállapítása?,D: A bírósági biztos
"A szövegben említett ideiglenes távolságtartási végzés szerint mit kell lehetővé tenni a letartóztatottak számára ahhoz, hogy 24 óránál tovább tartsák őket fogva?",D: Kihallgatás
A részlet szerint mely indokot nem használták a törölt pótválasztás magyarázatára?,B: Az alkotmánnyal szembeni ellentétességet
