question,gpt_reply
"Go ya ka serapa, ke eng se o ka reng ga se kakantsho e ntle ka go tshameka korosetina?",B: O se ka wa tshikinyega mo go sa tlhokegeng go boloka maatla a gago
"Fa o tshameka korosetina, ke eng mo go tse di latelang, e e tla thusang go oketsa modumo?",A: Go oketsa lebelo
Ke ka ntlha ya eng ditshwantsho tse di mo thelebisheneng di segilwe melelwane?,B: Gore setshwantsho se khurumetse sekirini sotlhe.
"Go ya ka serapa, ke mathata afe a a latelang, a motho a ka kopanang le one fa a fetolela filimi kwa sebopegong sa DVD?",B: Mafoko a a tlhalosang a ntshitswe go se kae
Masole a Borithane a ne a le mo lefelong lefe?,C: Bordentown
Ke mosaeno wa ga mang o o tlhagelelang mo tlhomong ya mokwalo?,D: Charles Thomson
"Mo mafelong a a latelang, matlhakore a mabedi a Dunlap a gorogile kwa kae la bofelo?",C: London
Masole a ga Colonel Stark a ne a le kwa kae?,"A: Ka fa bokone, go bapisa legora"
"Go ya ka serapa, banna ba ga Stark ba ne ba oketsa lorako leng?",C: Fa metsi a felelang teng.
"Go ya ka serapa, ke efe ya dilo tse di latelang, e e neng e le ka nako ya fa China e ne e tletse tshololo ya madi?",D: Motlha wa Magosi a Mararo
"Go ya ka serapa, ke eng se e leng boammaruri ka setlhopa sa masole a ditshoswane a neng a aga manno a nakwana, a a agiwang sesha letsatsi le letsatsi?",A: Di lala di tsamaya bosigo.
"Go ya ka serapa, ke mafoko a fe a a bontshang sentle gore setlhopa sa masole a ditshoswane se aga manno  a nakwana, a a agiwang sesha tsatsi  le letsatsi?",C: Di fetola mesima ya bone letsatsi le letsatsi
Ke eng mo go tse di latelang di tlile go tswelela le fa go na le dilo tse dingwe tse di diregang ko ntle?,B: Meribo ya nako le nako
Ke lefoko lefe le le tlhalosang mongwe le mongwe yo o bontshang ditshwano tsa mokgwa tse di farologaneng?,The correct answer is C: Ditshedi.
Ke mafoko afe a a tshwanang a detshedi tse di dulang mo lefelong le le rileng?,C: Ditshedi
Ke efe ya dilo tse di latelang o kare ga e se sekai sa tiro ya tlhago ya bojanala?,"D: Go tshwara tlhapi

Go tshwara tlhapi ga se sekai sa tiro ya tlhago ya bojanala jaaka go tlhalositswe mo metlhang ya tlhaloso. Tiro ya tlhago ya bojanala e itebagantse thata le go itumelela dipono tse dintle le go ithuta ka tikologo, dimela, le diphologolo, mme ga e akaretse boikaelelo jwa go tshwara diphologolo go di sireletsa kgotsa go dira kgwebo ka tsone."
"Go ya ka serapa, ke efe ya dilo tse di latelang e leng motheo wa tsamaiso ya dipalangwa?",B: Dikoloi tsa beng
Dilwana tse di dikologileng nutlease di na le mofuta ofe wa maatla?,A: Di tlhatlhetswe booketsego
Nutlease e nale dilwana dife?,B: Di-neutron le proton
"Go ya ka serapa, ke efe ya tse di latelang e e leng sekai sa nomore e e nang le dinomore tse pedi tse tlhano?",C: 10010
Dinomore tse di nang le dinomore tse pedi di bidiwa eng?,A: Manathwana
Ke efe ya dilo tse di latelang tse go sa buiwang ka tsone mo serapeng jaaka e le tse di solegelang molemo moithuti yo o nang le taeari ya inthanete?,B: Phokotsego ya go tshwaiwa phoso ke dithaka
Ke efe ya dilo tse di latelang tsa dikarolo tsa go dira taeari mo ithaneteng e e bontshiwang e tlhotlheletsa moithuti go tokafatsa bokgoni jwa bone jwa go kwala?,C: Go baya leitlho kgatlhego ya babadi
Ke efe ya dilo tse di latelang tse di sa tsweleng mosola tsa puisano e e sa diregeng ka nako e e tshwanang ya baithuti? ,B: Go bua le molaedi ba lebane mo matlhong ka nako nngwe le nngwe ya letsatsi
"Go ya ka temana e, ke efe ya dilo tse di latelang tsa puisano e e sa diregeng ka nako e e tshwanang, e e sa fetogeng go rekegela baithuti?",C: Dibuka tsa ditaelo
"Ga go a umakiwa eng mo temaneng e, se motho a ka se golaganyang le dikago tsa bogologolo?",A: mogorogoro wa ntlo-lehitshwana
Ke efe ya dilo tse di latelang e e sa umakiwang mo serapeng jaaka monkgo kgotsa modumo o o kgonang go diriwa jaaka kgakgamatso mo matlotleng a dikago tsa bogologolo?,B: Letshogo
Ke efe ya dilo tse di latelang e tlhalosang sentle Kago ya bogologolo ya ga Kirby Muxloe?,B: Go ne go tlhokega kago ya phemelo e nnye ka ntlha ya tlhago e e kagiso ya naga eo ka nako ya fa e ne e agiwa
Ke efe ya dikarolo tsa kago tse di latelang di neng di tsewa e le tse di sa tlwaelegang mo go Kagong ya bogologolo ya ga Kirby Muxloe ka nako e e tlhalosiwang mo serapeng?,A: Difensetere tse dikgolo
"Go ya ka serapa, ke efe ya dilo tse di latelang e ne e se mosola fa motabogi a ne a ipaakanyetsa paka e e tlang?",B: O tsepamisitse mogopolo mo lobelong fa a ikatisa
"Go ya ka serapa, ke efe ya dilo tse di latelang e e botlhokwa thata mo phaposing ya ntlha mo motaboging yo o sa tabogeng sekgala se se leele thata?",D: Go lwela go taboga ka lebelo ka boitshoko
"Go motabogi, ke efe ya dilo tse di latelang e se kitlang e kgona go fitlhelelwa fela ka go ja dijo tse di nang le dikotla?",C: Tiragatso ya maemo a a ko godimo
"Go ya ka serapa, ke efe ya dilo tse di latelang e e sa umakiwang jaaka tsela e motabogi yo o monnye a ka bonang boitumelo thata mo motshamekong o a o tshamekang?",B: Go nna ka gale a taboga ka tsela e e kwa godimo
"Go ya ka serapa, ke ka ntlha yang motabogi yo o tabogang mo sekgala se se mo magareng a reka sedirisiwa sa tlhwatlhwa e e kwa godimo?",A: Ke seo ba se batlang
"Go ya ka serapa, ke eng se batabogi ba ba tabogang sekgala se se mo magareng ba se tlhokang?",C: Didirisiwa tse mmalwa thata
Ke mang a boneng kgogego ya makenete ya nutlia? ,C: Bloch le Purcell
Ke ka ngwaga o feng go ne gwa newa patente ya ntlha ya kgogedi ya setshwantsho sa kalafi? ,B: 1974
"Go ya ka serapa, ke eng se batho ba tshwanetseng go se tlhaloganya gore ba kgone go itse ditiro tsa nama tse di diriwang ke batho ba bangwe?",B: Maitlhomo
"Go ya ka serapa, go tlhaloganaya maitlhomo go thusa batho gore ba dire eng?",A: Go ntsha maisaitsiweng a a mo morago ga ditiro tsa nama
"Go ya ka serapa, ke efe ya dilo tse di latelang e e tlhalosang sentle tshobokanyo ya mosola wa AI?",D: Go itirela tiro
"Go ya ka serapa, ke efe ya dilo tse di latelang e AI gantsi amangwang le yone?",D: Go itsege ga mokwalo
"Go ya ka serapa, ke efe ya dilo tse di latelang e e leng maatla a mongwe yo o kgonang go akanya a tsepamisitse mogopolo?",D: O kgona go tshwarelela dipopego ka tlhogo
"Go ya ka serapa, ke efe ya dilo tse di latelang e motho yo o kgonang go akanya a tsepamisitse monagano a sa tsepamisang monagano mo go yone?",A: Go tlhaloganya gore go nale karabo e le nngwe fela e e leng boammaaruri
"Go ya ka serapa, ke efe ya dilo tse di latelang, e e tsewang e le go ntsha maikutlo a mannye?",A: Go leba gosele fa a bua
Ke efe ya mafoko a a latelang a a tlhalosang go ntsha maikutlo a mannye e seng boammaruri?,B: Tlhaloso e e siameng e ka lemoga maaka
Ke efe ya dilo tse di latelang e nnileng ya botlhokwa ka ntlha ya Tsosoloso? ,B: Ka fa re anamisang kitso
"Ka ntlha ya Tsosoloso, ga go a gatelela efe ya dilo tse di latelang?",A: Go gakologelwa o le esi
Ke efe ya dilo tse di latelang e e sa kayeng tlhotlheletso ya go dirisa inthanete go tsweledisa botsalano?,C: Go batla tshedimosetso ka leeto
"Ke efe ya dilo tse di latelang, e e sa kayeng tlhotlheletso ya go dirisa inthanete go itsenyaletsa?",A: Go batlana le tsela ya go apaya
Ke leng fa Bophirima jwa Yuropa bo neng jwa lesa go ikamaganya thata le tlhotlheletso ga mmogo le go simolola kapari ya yone?,A: Middle Ages se ya fifing
Go dirisa dikonopo go kopela diaparo go nnile le ditlamorago tsa eng? ,D: Ka Middle Ages
"Go ya ka serapa, ke efe ya tse di latelang e bonweng e le tharabololo e e dirileng sebaka se se leele ya mathata a tsa tikologo?",C: Go bona gore ke eng se se bakang mathata
"Go ya ka serapa, ke efe ya ditharabololo ya dilo tse di latelang e e bontshiwang e le kalafi e e bonalang ya mathata a tsa tikologo?",A: Go tsenela tiragatso
Ke naga efe e Yuropa e neng ya nna le ntwa ya ntlha e mathata a yone a konokono e neng gotwe a nyalana le go dirisa sentle maatla ntle le go tsenyeletsa ba bodumedi?,D: Spain
Ke ntwa efe e e mo gongwe e tlhalosiwang jaaka ‘ntwa ya bodumedi’?,B: Ntwa ya Dingwaga di le Masome a mararo
Ke dilo dife tse di latelang tsa Kereke ya Katoliki tse di neng di sa tlhatlhobiwa?,A: Fa go bewa ga khumo ya Kereke e ne e siame
"Go ya ka serapa, Ke mang yo o bolailweng ko Versailles?",D: Motlhokomedi
Ke efe ya tse di latelang e neng e sa patelediwa mo Kgosing le mo Kgosigading ya segopa?,A: Go bulwa ga difensetere tsa karana
