question,gpt_reply
Ibsa armaan gadii keessaa waa’ee yaalii PALM sirriitti kan ibsu kami?,"The statement that correctly describes the role of ZMapp in the PALM trial is:

C: ZMapp akka bu’uura yaalichaatti fayyada

This means that ZMapp was used as a control in the PALM trial against which other treatments were compared."
Qorattoonni chiipsiin inni haaraan eessatti baay’ee jijjiirama fiduu akka danda’u yaadani?,A: Biyyoota galii gadi aanaa argatanitti
Meeshaa yaalaa hojjechuuf mala akkamii fayyadamu?,B: Maxxansituu inkijeeti istaandardii
"Akka kutaa kanaatti, ibsi waa’ee loobeet iskaarpis sirrii hin taane kami?",D: Baay’een isaanii fuula addeessaa irratti kan argaman mitii
"Akka kutaa kanaatti, bifa lafaa ilaalchisee tiyoorii kamtu sochiin ji’ooloojii addeessa irratti uumamu akka jiru agarsiisaa?",D: Bifti lafaa yeroo dhiyeenya kanatti uumame
"Akka kutaa kanaatti, hanga himannaan dhiyaattutti maaltu heddumminaan hin jiraatu?",A: Yaadota dabalataa
"Akka kutaa kanaatti, yeroo ammaatti adamsitoota siiliitif rakkoon maali dha?",D: Baqiinsa cabbii
"Haala cabbiitti dabalata, maaltu lubbu baraartota irratti dhiibbaa fida?",B: Haala qilleensaa
Rooberti ilaalcha kamiin mirkaneessuu irraa of qusate?,C: Bakka itti jireenyi eegalu
Mata duree Rooberti irratti mari’achuun naamusa dhabuudha jedhee itti dhaga’amu isa kami?,B: Murtoo Roe v. Wade
Xiyyi ifaa lamaan eessatti calaqqisa?,D: Giddu galeessa paarkii yaadannootti
"Akka kutaa kanaatti, gamooleen samii tuqan yoom bakka sanatti ijaaraman?",D: Ijaarsichi itti fufaa jira
Odeeffannoo kamtu Obboleettonni Torban Holqa ta’uu yaada kenna?,A: Garaagarummaa Teempireecharaa
Amalli ho’iinsa Obboloota Torbaa akkamiin ilaalame?,A: Suuraa infiraareedii
"Akka kutaa kanaatti, ibsi waa’ee shakkiichaa sirrii hin taanee kami?",D: Miidhaan irra hin geenye
Waa’ee haleellichaan wal qabatee aanga’oonni odeeffannoo maalii mirkaneessani?,B: Sabummaa nama shakkamee
Garee kamtu tapha Paarkii Ellistti godhamu irratti taphata?,C: Afriikaa Kibbaa fi Awustiraaliyaa
Ispiringibuuksii tapha isaanii itti aanu eessatti taphatu?,C: Johanisbargi
Buufatni hawaa yeroo ergamaa kanneen armaan gadii keessaa isa kam irratti rakkoon isa mudate?,The correct answer is B: Jiirooskooppii eeggachuu.
"Akka kutaa kanaatti, kaayyoon ergama buufata hawaa maali?",B: Furgugsitoota sirreeffamanitti dhiyaachuu
Himoota armaan gadii keessaa waa’ee dhimmichaa irratti dhugaa kan hin taane kami?,D: AOL himatameera
Himoota armaan gadii keessaa dhimmicha sirriitti kan ibsu kami?,B: Dhimmichi dhiyessitoota tajaajila intarneetaa adda duree lama hirmaachisa
"Akka kutaa kanaatti, Viidaal bara dorgommii sadii dura kilabii kamiif taphachuu jalqabe?",C: Baarsaa
Vidal Baarsaaf tapha meeqa taphate?,A: 49
Tapha kana irratti gareen morkataa eenyufa dha?,C: Koverkiano
Jaarkuye maaliif hoteela keessa ture?,C: Gaafa dilbataa tapha qaba ture
Maaliif eejansiin ji’oofiiziksii Jaakartaa akeekkachiisa hin kennine?,D: Ulaagaa hanga kirkira uumuu danda’uu hin guutu
"Akka kutaa kanaatti, kirkirri maal fida?",A: Jiraattota naannoo rifachiisuu
Isaan keessaa isa kamtu sochii Aduu fi urjiilee biroo hunda kakaasa?,C: Naanna’uu fi liyuminisitii
Akkamiin lakkoobsi urjii Roosbii adda ba’a?,A: Liyuminisitii fi naanna’uu
Namoota dhibbentaa meeqatu Awustiraaliyaan battalatti riippaablika akka taatu deeggara akka qoratametti?,B: dhibbentaa 29
"Akka Juuliyaa Gilaarditti, Awustiraaliyaan yoom riippaablika taati?",B: Bulchiisa Giiftii Eelsaabex II booda
Dhaabbata kamtu qorannoo seeraa jala jira?,C: Warrummaa Karoorfame
Kiliif Stiirnis geggeessaa koree kamii dha?,C: Warrummaa Karoorfame
"Akka kutaa kanaatti, dubartii Iswiiz irratti maaltu hin raawwanne?",B: Ni ajjeefamte
Dhaabbata kamtu Badhaasa Taa’iwaan Itti fufiinsaa bara 2007 badhaafame?,C: ASUS
Kompiitarri dhuunfaa ASUS Eee maali?,B: Laapitooppii
Sanada poostaa badeef itti gaafatamummaa kan fudhatu eenyu?,C: Mucicha
"Akka kutaa kanaatti, waa’ee sanada badeef eenyutu dhiifama gaafate?",D: Biiroo poostaa Obanazawa
Del Potro dhimma gatiittii isaa yoom furmaata itti kennuu qaba ture?,C: Yeroo teessuma lammaffaa
Sababiin cituu saqii jalqabaa maal ture?,A: Maaraayiin teessuma isaa jalqabaan injifatame
"Akka kutaa kanaatti eerametti, addatti eenyutu dhukkubsattootatti saaxila ba’e?",B: Ijoollee
"Akka kutaa kanaatti, bulchaan kun yeroo lammiilee Teeksaasiif haasaa godhu mirkaneessa akkamii hin kennine?",D: Dhimmichi kan nama yaaddessu miti
Maddi oduu nama bohaarsuu barattoota UW duraanii lamaan kalaqame kami?,D: Qullubbii adii
"Akka kutaa kanaatti, kanneen armaan gadii keessaa impaayera oduu bohartii Qullubbii adii keessatti kan hin dabalamne?",B: Fiilmii
"Akka kutaa kanaatti, poolisiidhaan kan eegamaa ture maali?",C: Seensa daandii Dawoninig
Poolisiin sa'aatii meeqatti mormitoonni cinqii sochii akka hin uumneef akka isaan bakkaa socho'an gaafatee?,D: 11:20 tti
Qorannoo Dr. Ihudi Urin taasifame keessatti kamtu dhugaa dha?,B: Hantuuti qorannoo kan duraani dhukkuba sukkaaraa qabani amma dhukkuba sukkaaraan hin qabani
"Akkaataa ibsa kanaatti, shakkiin Dr. Ur maali?",D: Yoo hantuutonni qorannoo dhukkuba sukkaara hin qabne akkuma sanaan turan
Ibsa armaan gadii keessaa sirriitti caccabuu balaliinsa CG4684 kan hin ibsine isa kami?,"C: Xiyyaarichi osoo hin lafa hin caccabin dura yeroo sadii lafa qubachuuf yaale

Ibsa armaan gadii keessatti xiyyaarichi ""osoo hin xumuramiin yaalii isa lamaffaan duraa inni nii badee"" jedhame. Kanaaf, yeroo sadii miti, yeroo lammaffaan lafa qubachuuf yaale."
Balallii CG4684 lafa qubachuu isaa akka dhiisu kan taasise maali?,D: Haalli qilleensaa mijataa miti
"Ibsa kana bu’uureffachuun, kanneen armaan gadii keessaa waa’ee muuxannoo Firansiiszeek Koowal kamtu dhugaa dha?",B: Miidhaan isa irra hin geenye
Maaliif dhiibbaa Obomboleettii Tiroopikaalii Daani’eel safaruun rakkoo ta’e?,C: Obomboleettiin sosocho’iinsa lafaa irraa fagoo dha
"Akkaataa Ibsa kanaatti, waa’ee Obomboleettii Tiroopikaalii Daani’eel dhugaa kan hin taane kami?",D: Sosocho’iinsa lafaatti dhiyoodha
"Akkaataa Ibsa kanaatti, wanti yaadame dirqama osoo weerara addunyaa hin ta’in raawwatamuu qaba?","Based on the provided information, the concern is that the disease might be transmissible before a global outbreak is established, which would allow it to spread further if symptoms are mild and go unnoticed. The emphasis is on the potential for the disease to spread without causing high mortality initially, allowing time for unnoticed transmission. Therefore, the correct answer is: 

B: Mallattoon isaa giddu galeessatti hafuu qaba"
"Akkaataa ibsa kanaatti, Tayfoniin kun Fujian irraa hangam fagaata?",D: Kilomeetira 77
Ji’orgi W. Buush yeroo Eeshiyaa qaqabetti eenyutu dubbiseeni?,C: Wong Kan Seng fi Lee Hsien Loong
Pirezidaantiin waa’ee babal’insa daldala Eeshiyaa yoom dubbate?,C: Filannoo walakkeessatti mo'amuu isaa hordofuun
"Akkaataa Ibsa kanaatti, kanneen armaan gadii keessaa kaayyoon walii galaa mootummaa kami?",D: Fe’iinsa hedduu wal dhiphise salphisuu
Mootummaan maal awwaje?,A: Karoora fe’iisa dabalataa 300f maallaqa kennuu
"Akka Ibsa kanaatti, odeeffannoon beekamu kami?",A: Sadarkaan balaa hir’ateera
Ibsa waa’ee morkattootaa ilaalchisee dhugaa kan hin taane?,C: Mormitoonni dursaan CEP hojii isaanii irraa akka gadi lakkisan fedhu
CEP inni xumuraa hojii isaarra akka gadi lakkisu eenyu yaada kenne?,C: Komishinii pirezidaantichaa
"Akka Ibsa kanaatti, Naasar atileetota irraan miidhaa waan geessiseef Jimnaastikiin USA maal hin deeggaru?",A: Mirkaneessa haquu
"Akka Ibsa kanaatti, kaayyoo guddaan Jimnaastikii USA fi Koreen Olompiikii Yuunayitid Isteeti gara fuula duraatti maali dha?",D: Atileetotaaf naannoo mijataa ta’e kennuu
Yeroo balichi uumametti dooniin gara eessaatti adeemaa ture? ,C: Palawan
Kanneen armaan gadii keessaa waa’ee doonii eeramee dhugaa kan hin taanee kami?,C: Doonii albuuda tarkaanfiiwwan farra ittisuu dha
Waa’ee loltoota US walqabatee eenyutu ibsicha qaqqabsiise?,A: Doonaaldi Tiraampi
"Akka hima kanaatti, biyya kamtu qabsaa’ota booji’aman eeguuf itti gaafatamummaa fudhate?",D: Turkii
Sababi balaa xiyyaarichaa maali jedhamee amanama?,C: Mancaatii lafa ol ka’aa
Mancaatiin haala akkamiin balaan kun akka qaqqabuu taasise?,B: Mancaatii
Sababa lolaan aanga’ootni maal abdachaa jiru?,D: Bakki jireenya bineensota bosonaa heddummaachuu
Ijaarsi hidhichaa kanneen armaan gadii keessaa isa kam irratti dhiibbaa dhaabbataa geessiseera?,D: Babal’achuu seedimentii
"Akka hima kanaatti, eenyutu waa'ee haleellaa raawwatamuu danda'u Yuunaayitid Isteet intelif kenne?",C: Madda hin ibsamne
Ibsoota armaan gadii keessaa sirriitti karoora haleellaa fiinxaalessitootaa kan ibsu kami?,C: Biyya lama keessaatti bakka sirriitti mul’atutti boombii dhoosuu
Namoota armaan gadii keessaa abukaatoo kan hin taane kami?,D: Maakis Triyaantafyilopoliis
Hawwaasa seeraa Giriik keessatti namoota garee kamtu akka miidhamtootaatti hineeramne?,B: Abbootii Seeraa
Hindiin kiriikeetii meeqa dhabde?,B: 7
"Akka hima kanaatti, qabxiin olaanaan tapha kiriikeetii meeqa?",A: Fiigicha 70
Kanneen armaan gadii keessaa mufannaa Adam Cuerdenf sababa kan hin taane kami?,B: Aartii Wales haquu
"Akka hima kanaatti, marsariitii sana irraa kan balleeffame maali dha?",B: Qabiyyee saalquunnamtii
"Akka hima kanaatti, kanneen armaan gadii keessaa Amiir Kahaan kan hin deeggarre kami?",A: Dubartoota dorgommii lolaa Olompiikii hirmaatan itti dabaluu
"Akka hima kanaatti, Amir Khan yaada dhuunfaa qabaatus kanneen armaan gadii keessaa isa kam deeggara?",C: Olompiikii 2012
Piiter Leenzi yoom du’e?,B: Erga biskileeta isaa irraa kufee
Zhaaviyeer Zaayaatiin eenyudha?,B: Dorgomaa biraa
Namni balaliisaa yaaddoo keessa jiru tokko hojii keessoo xiyyaara tokkoo hubachuun isaa haala kam keessatti isa fayyaduu danda’a?,B: Jibbiinsi balaliisa isaanii sodaa waan hin beekamne irraa yoo kan madde ta'e
"Kutaa kana irratti hundaa’uun, imaltuun gatii irratti xiyyeeffate kanneen armaan gadii keessaa isa kam dhuma irratti raawwata?",A: Dhiyeessii dhaabbilee imalaa hedduu qorataa
"Akka hima kanaatti, imaltoonni gatii balalii isa gaarii ta’e argachuuf dursanii maal gochuu qabu?",B: Gatii walitti qabattoota adda addaa wal madaalchisaa
Dhaabbata dhiyeessiif yoom hiriyyaan imalaa barbaachisa?,A: Yeroo wantoonni fe’aman karaa qilleensaa ergaman
"Kutaa kana irratti hundaa’uun, yeroo daandii xiyyaaraa balalii yeroo baay’ee gamtaan fayyadamtanii keessaa filattani, kanneen armaan gadii keessaa isa kamiif dursa kennuu qabdu?","Based on the passage, the priority should be given to:

C: Daandii xiyyaaraa yeroo hedduu ittiin imaltan

This option suggests choosing an airline that you frequently use. This aligns with the idea in the passage about consistently using your preferred airline to accumulate rewards and benefits."
"Akka ibsa kanaatti, tuqaa balaliinsaa yeroo baay’ee fayyadamtanii hedduu kan kennu eenyu?",B: Daandii xiyyaaraa yeroo hedduu ittiin imaltan kan gamtaa wal fakkaataa jalatti argamu
"Akka ibsa kanaatti, kanneen armaan gadii keessaa aalikoolii hedduu fayyadamuun miirri miidhamu isa kami?",B: Agartuu
"Ibsa kana keessatti akka eerameetti, miidhaa aalkooliin fidu hir’isuu kan danda’u maali?",C: Alkoolii madaalawaa ta’e dhuguu
Gatiin qabeenyaa ol’aanaa Amsterdam’s keessaa eessa jira?,B: Bakka hambaa addunyaa UNESCO ta’ee murtaa’e kamiyyuu keessatti
Maaliif Aanaan Naannoo Dachii akka bakkeewwan hambaa addunyaa UNESCO tti galmaa'e?,A: Akka seenaa fi aadaatti iddoo guddaa waan qabuuf
"Akka kutaa kanaatti, kanneen armaan gadii keessaa kamtu daawwannaa Phinoom Kiroomin gatii akka qabaatu taasisa?",B: Karaa Aangikoor irra imaluu
"Akka kutaa kanaatti, daawwattoonni Phinoom Kiroomin seenuuf maaltu isaan barbaachisa?",C: Darbiinsi Aangikoor argachuu
"Akka kutaa kanaatti, kanneen armaan gadii keessaa tuuristoonni Antaartikaa akka hin daawwaane dhorkuu kan danda’u kami?","Based on the passage provided, the factor that could prevent tourists from visiting Antarctica is:

A: Baasiin imalaa qaalii ta’uu

The passage mentions that visiting Antarctica as a tourist is very expensive, which could be a prohibitive factor."
Tuuristiin gaara irratti ol ba’uu fedhu kutaa Antaartikaa kamiin daawachuu mala?,C: Peeninsulaa
Qorannoon dursa ammayyaa xiqqeenyaan eessatti argama?,C: Bakka fagoo
Teleskooppii qorannoon ammayyaa mana eessa keessa taa’uu danda’a?,D: Mooraa guddaa keessa
"Akka hima kanaatti, guyyaa qarqara galaanaa tasgabbaa'aa ta'eef naannoo kamtu gaarii ta'a?",A: St Hiiler
"Akka hima kanaatti, bishaan daakuuf bakki nageenyi isaa eegame eessa?",D: Loongi Beey
"Bakka kutaa sana keessatti ibsame yeroo daawwattan, kanneen armaan gadii keessaa kamtu akka sirrii hin taaneetti ilaalama?","C: Qoosaa qoosuu

Bakka iddoo ulfinaa fi awwaalchaa daawwachuuf mallattoo, barreeffama ykn bocoodi irratti dalaguu fi jijjiiruun ykn qoosuun qajeelfama sirrii miti. Bakka akkanaa keessatti ulfina, kabajaa fi callisaan ilaaluu qabdu."
Kunneen keessaa kamtu afaan linguwaa firaankaa ibsa?,"The correct answer is:

B: Kan uumamaa hin taane"
Ibsa kamtu afaanota gargaartuu sirriitti hin ibsu?,"D: Isaanis afaanota uumaman kanneen dubbattoota afaan gara garaa gidduutti olaantummaa qabanidha

Kun sirrii miti sababni isaa afaanota gargaartuu kan ijaaramanii fi kan walqunnamtii mijeessu irratti fuulleffatanidha, akkasumas afaanota uumaman kanneen gababeessa itti hin fayyadamne."
"Akka ibsa kanaatti, imaltoonni yoo imalli bashannanaa isaanii gaafa bonaa ta’e maal adda baafachuu qabu?",B: Ulaagaa viisaa
"Akka ibsa kanaatti, yoo imalli bashannanaa imaltootaa gaafa gannaa ta’e maal gochuu hin qabani?",B: Cabbii keessa deemuu
Baarseloonaa keessatti mallattoo fi beeksisaaf afaan Kaataaloon maaliif yeroo baayyee itti fayyadamu?,B: Afaan hojii magaalattii isa jalqabaa ture
Afaan armaan gadii keessaa isa kamtu beeksisa idilee sirna geejjiba baaburaa Baarseloonaa keessaatti hojiirra oola?,B: Kaataalaanii
"Kuticha irratti hundaa’uudhaan, meeshaa isa kamtu Mana ciisichaa gati jabeessaan carraan filatamuu isaa gadi bu’aa dha?","The correct answer is: D: Waayifaayii ariifataa. 

In the context of the provided passage, the focus of competition among boutique inns (B&Bs) is on unique bedding and breakfast experiences, often featuring handcrafted or historically themed furnishings and locally inspired gourmet breakfasts. High-speed Wi-Fi, while an important modern amenity, is not a unique differentiator in the context of artisanal bedding and culinary offerings."
"Kuticha irratti hundaa’uudhaan, kanneen arman gadii keessaa isa kamtu qabxii bu’uuraa wal dorgommii Manneen ciisichaa gati jabeessaa gidduuttii taasifamuu miti?",A: Walfaana miidheksuu
"Akka kutaa kanaatti, Kanneen armaan gadii keessaa kamtu Bara 2022tti Beejingi keessatti hin qophaa’u?","B: Sagantaa naannoo Taizicheng ski

Bara 2022tti Taphoota Olompikii Gannaa Beejingitti qophaa’aniif sagantaa naannoo Taizicheng ski, Zhangjiakou keessatti argamuu, Beejing keessaa miti. Kanaaf, kan hin qophaa’u Beejing keessatti sagantaa naannoo Taizicheng ski dha."
"Akka kutaa kanaatti, Kanneen armaan gadii keessaa kamtu Bara 2022tti Beejingiin keessatti qophaa’a?",C: Olompikii Gannaa
Eenyutu carraa olaanaa infuluweenza Aviyaaniidhaan qabamuu qaba?,C: Hojjettoota horsiisa lukkuu
