question,gpt_reply
د عبارت له مخې، کوم به په بریالیتوب سره د اکارډین غږولو لپاره دقیق لارښود ونه ګڼل شي؟,A: د اضافي حجم لپاره، هغه ځواک زیات کړئ کوم سره چې تاسو بټنې ووهئ
د اکارډین غږولو په وخت کښې، له لاندې څخه کوم یو به د حجم زیاتولو کې مرسته وکړي؟,A: ډیر سرعت
ولې په تلویزیونونو کې د عکسونو خپلې غاړې پرې وي؟,B: نو عکس ټوله پرده ډکه کړي
د عبارت له مخې، له لاندې ستونزو څخه یو څوک د فلم DVD فارميټ ته د بدلولو پرمهال له کومې ستونزې سره مخ کیدی شي؟,B: په جزوي توګه پرې شوي فرعي سرلیکونه
د برتانیې چاوڼۍ چیرته موقعیت درلود؟,C: بورډن ټاون
په لاس لیکل شوې مسوده باندې د چا لاسلیک ښکاره شو؟,D: Charles Thomson
د لاندې ځایونو څخه، د ډنلاپ پراخه اړخ وروستی چیرته رسیدلی؟,C: لندن
د کرنل سټارک لښكرونو چیرته موقعیت درلودو؟,A: په شمال پای باندې، د کټارې په اوږدو کښې
د عبارت له مخې، د سټارک سړو کله خپله کټاره وغزوله؟,C: د لږ څپو په وخت کښې
د عبارت له مخې، د لاندې څخه کوم یو د چین ترټولو تاوتریخوالی زمانه و؟,D: د درې سلطنتونو زمانه
د عبارت له مخې، د پوځی میږیانو کالونی د کوچیانو پړاو ته د ننوتلو په اړه کوم رښتيا دی؟,A: دوی د شپې په اوږدو کښې ځاله کوي
د عبارت له مخې، کوم بیان په سمه توګه د کوچیانو په مرحله کښې د پوځی میږی استعماري عادتونه منعکس کوي؟,C: دوی هره ورځ ځالې بدلوي
له لاندې څخه کوم یو به د بهرنیو اشارو شتون سره سره دوام وکړي؟,C: بیولوژیکي ساعتونه
کوم يو اصطلاح هغه اشخاص بیانوي چې د یو ځانګړي فینوټایپیک نخښې توپیرونه ښیې؟,D: پولیمورفیک
لاندې څخه کوم یو د ژوندی موجوداتو لپاره صحیح اصطلاح ده چې یو مخصوص ساحه نیسي؟,B: نفوس
د لاندې څخه کوم یو به د طبیعت پر بنسټ د سياحت فعالیت مثال نه وي؟,C: د ساینس موزيم لیدنه کول
د عبارت له مخې، له لاندې څخه کوم يو د ترانسپورت سیسټم اساس دی؟,B: شخصي موټرې
هغه ذرات چې د نیوکلیوس په مدار کښې ګرځي کوم ډول چارج لري؟,C: منفي چارج
نیوکلیوس له کومو ذراتو څخه جوړ دی؟,A: پروټون او نیوټرون
د عبارت له مخې، د لاندې څخه کوم یو د پنځو بټ بائنری شمیرې مثال دی؟,The correct answer is C: 10010.
بائنري عددونه هم څه ته ویل کیږي؟,A: بټس
د لاندې څخه کوم یو د زده کونکي بلاګنګ لومړنۍ ګټې په توګه په عبارت کې ندي ذکر شوي؟,"B: د ملګرو لخوا په تنقيد کښې کموالی

په عبارت کې د بلاګنګ ګټې په اړه خبرې شوې دي، لکه د ګرامر او لیکنی وړتوب کې ښه والی، د شاوخوا پراخه پوهاوي زیاتوالی، او د دوامدارې زده کړې لپاره د خواهش زیاتوالی، خو د ملګرو لخوا په تنقيد کې کموالی یاد شوی نه دی."
د بلاګنګ لاندې څخه کوم اړخونه د زده کونکو لپاره د دوی د لیکلو مهارتونو ته وده ورکولو لپاره د هڅونکي په توګه ذكر شوي؟,A: په مکرر ډول په انټرنیټ کښې موادو ته ځواب ورکول
د لاندې څخه کوم یو د زده کونکو لپاره د غیر متناسب اړیکو ګټه نه ده؟ ,B: د ورځې په هر وخت کښې ښوونکو ته مخامخ لاسرسی
د عبارت له مخې، د غیر متناسب مخابرې لاندې کوم اړخونه د زده کونکو لپاره انعطاف منونكى ندي؟,D: د انټرنیټ کارول
هغه څه چې په عبارت کښې د یو څه په توګه ندي ذکر شوي چې ممکن د مینځنۍ پيړيو کلا سره تړاو ولري؟,D: درناوى لقب وركولو والا
د لاندې څخه کوم یو د بوی یا غږ په توګه په عبارت کې نه دی ذکر شوی چې کیدای شي د کلا د کنډوالو په مینځ کښې جادو ګرى شوي وي؟,B: ويره
د لاندې څخه کوم یو د Kirby Muxloe کلا دقیق تشريح ده؟,B: د هیواد د سوله ایز طبیعت له امله دې د جوړولو په وخت کښې لږترلږه قلعه بندي ته اړتیا درلوده
د لاندې جوړونې ځانګړتیاوو څخه کوم به د Kirby Muxloe کلا لپاره د وخت په جریان کښې چې په عبارت کښې تشریح شوي يو عاديي وګڼل شي؟,A: لوی کړکۍ
د عبارت له مخې، د لاندې څخه کوم یو به د منډې وهونکی تياريدو لپاره د راتلونکي موسم کښې خورا ګټور وي؟,D: د پورتنۍ بدن د کار کولو لپاره د جیم څخه کار اخیستل
