question,gpt_reply
"Uz četiri utrke koje su preostale u sezoni, tko zauzima četvrto mjesto u vozačkom prvenstvu?",D: Bowyer
Nakon utrke spomenute u odlomku koliko bodova Kahne ima u vozačkom prvenstvu?,A: 2220
"Prema odlomku, koliko su puta ljudi bili svjedoci pada meteorita za koje je poslije potvrđeno da potječu s Marsa?",B: Pet puta
"Kao što je spomenuto u odlomku, što je točno kada je u pitanju kamenje za koje je utvrđeno da potječe s Marsa?",D: Ukupno ih je 34
Kada se Schumacher umirovio?,B: Nakon osvojenog sedmog naslova prvaka
Kad je Massa ozlijeđen?,A: Tijekom Grand Prixa
"Prema odlomku, kako će uređenje utjecati na AOL?",C: AOL-ov broj korisnika konkurirat će broju korisnika servisa Yahoo i Microsoft
Što bi od navedeno moglo završiti nakon novog uređenja?,C: AOL-ova sloboda u razvoju tržišta vlastitim tempom
Koliko ljudi ubijenih u napadu nisu bili policijski službenici?,C: 0
Tko je izvijestio o navodnom osumnjičenom za napad?,A: Policija
"Budući da je Florida država u kojoj pobjednik odnosi sve, što je dodijeljeno Mittu Romneyu?",C: Svi mandati za delegate države
"Prema odlomku, koliki je postotak glasova osvojio Gingrich na primarnim izborima?",B: 32 posto
"Prema odlomku, tko nije nastavio izbornu kampanju nakon rezultata izbora za kandidata stranke?",B: Bachmann
"Prema odlomku, tko je pohvalio drugog kandidata nakon rezultata izbora za kandidata stranke?",B: Gingrich
Gdje se emisija isključivo emitirala prije 2015.?,A: Na radijskoj postaji TogiNet Radio
Radijska postaja opisuje emisiju s kakvim zaokretom?,B: Štreberskim
Što je David Headley prikupio što je u konačnici pomoglo napadu militantne skupine?,A: Informacije
Koje je prijevozno sredstvo upotrijebila militantna skupina za putovanje u Mumbai?,C: Brod
Koja tvrdnja točno odražava ishod meča između Nadala i Raonica na turniru Brisbane Open koji je spomenut u odlomku?,A: Raonic je pobijedio Nadala
"Prema odlomku, nakon prvog servisa kakav je bio omjer sučeljavanja Nadala i Raonica?",C: Rezultat je bio 7:2
Koji jezik nije uključen u tri nove emisije Naked News?,C: Japanski
"Prema odlomku, gdje emisija Naked News neće biti dostupna?",C: U kazalištima
Koliko natjecateljica nije završilo veleslalomsku utrku?,D: 45
Koja od navedenih tvrdnji točno odražava rezultate utrka na prvenstvima?,B: Veleslalomsku utrku nije završilo 45 skijašica
Što je od navedenog NBA odlučio obustaviti?,A: Košarkašku sezonu
"Prema odlomku, što je dovelo do zabrinutosti NBA-a kada je u pitanju koronavirus?",D: Igrač ekipe Utah Jazz bio je pozitivan na test
Tko je postigao odlučujući gol za ekipu Washington Capitals u meču protiv ekipe Atlanta Thrashers?,A: Nicklas Backstrom
Tko je dao svoj 60. gol sezone tijekom utakmice između ekipa Capitals i Thrashers?,C: Alex Ovechkin
Kada je banci Northern Rock bila potrebna potpora Vlade?,D: Tijekom krize zbog hipotekarnih kredita
"Prema odlomku, koja od navedenih tvrdnji točno opisuje poslovanje Grupe Virgin s bankom Northern Rock?",B: Grupa Virgin kupila je banku nakon njezine nacionalizacije
"Kao što je navedeno u odlomku, koja je država na koju utječe potpisivanje sporazuma o klimatskim promjenama iz Kyota?",C: Australija
Prethodna vlada Australije smatrala je da bi ratifikacija sporazuma iz Kyota naštetila komu?,B: Gospodarstvu zemlje
Za koji su probni program lovci bili regrutirani?,D: Program lova udruženja Sporting Shooters Association
Koja tvrdnja ne odražava točno probni program suzbijanje nametnika?,C: Dva su lovca bila pod nadzorom čuvara parka
"Prema odlomku, gdje je pronađeno razdvajanje?",A: U području Rift Valley
"Prema odlomku, do čega je došlo prije nego što je predviđeno?",B: Razdvajanja
Što će igrač morati učiniti kako bi upravljao pokretima tijekom videoigre?,D: Micati upravljač kroz zrak
Što je dizajnirano da nalikuje televizijskom upravljaču?,B: Upravljač konzole Nintendo Revolution
Što nije navedeno u najnovijem izvješću novinske agencije Xinhua?,B: Zrakoplov je sletio u Ürümqi
Što nije navedeno u najranijem izvješću novinske agencije Xinihua?,D: Zrakoplov je primio bombašku prijetnju
Što je priopćila Sara Danius tijekom radijskog programa?,D: Odbor će prekinuti nastojanja da stupi u kontakt s Bobom Dylanom
S kim nije bilo moguće kontaktirati?,D: Bobom Dylanom
Tko je prokomentirao da je obećanje „velik korak”?,C: Gordon Johndroe
Koliko je pečata Słania proizveo za različite države?,D: Više od 1000
"Prema odlomku, što je najvjerojatniji uzrok kontinuiranog curenja iz ventila spremnika?",C: Toplinsko širenje
Zašto su se ispusni ventili otvorili?,B: Došlo je do nestanka struje nakon ispitivanja sustava
Kolika je trenutačno razina vode u četvrti The Ninth Ward?,C: Do struka
Što se dogodilo u četvrti The Ninth Ward tijekom uragana Katrina?,C: Poplava je bila visine 20 stopa
Što od navedenog nije potvrdila Hamilton?,B: Vjerojatnost da je drugi pacijent zaražen virusom
Što bi znanstvenici voljeli otkriti?,D: Kako je nastala Zemlja
"Prema odlomku, koju je ulogu igrala lokalna policija u obustavi?",C: Preusmjerila je motoriste na druge rute
Što se dogodilo s ulazima u podzemnu tijekom obustave?,A: Bili su blokirani
"Prema odlomku, što se nije dogodilo prije nego što je fotografa udarilo vozilo?",D: Fotograf je mogao uslikati fotografiju Justina Biebera
Što je fotograf pokušavao učiniti prije nego što ga je udarilo vozilo?,B: Snimiti fotografiju policijskog zaustavljanja vozila
Koja tvrdnja ne opisuje točno predsjednikovo stanje nakon što je bio pozitivan na testu na koronavirus?,A: Ne osjeća se dobro
"Prema odlomku, koja je od navedenih tvrdnji o predsjedniku točna?",C: Osjeća se dovoljno dobro da posao radi na daljinu
"Prema odlomku, kada se očekivao nastavak slabljenja tropskog ciklona Gonu?",B: Kada brzina vjetrova padne na približno 83 kilometra na sat
Koja je bila brzina vjetrova na vrhuncu tropskog ciklona Gonu?,C: 149 milja na sat
Što se od navedenog ne smatra osobinom organizma Karenia brevis?,C: To je višestanični organizam
Što od navedenog Karenia brevis ne može učiniti?,B: Brojčano se brzo povećati u bilo kojim uvjetima
"Prema odlomku, što se od navedenog nije dogodilo kao rezultat oluje Felicia?",D: Poplavljene ulice
Koja je tvrdnja o oluji Felicia netočna?,B: Prvo je bila kategorizirana kao tropska depresija prije nego što je prešla u oluju 4. kategorije
Koja tvrdnja točno odražava ishod mađarskog Grand Prixa 2009.?,C: Piquet Jr. bio je smijenjen nakon utrke
Kada se sudar dogodio?,A: Neposredno nakon Alonsova zaustavljanja boksu
"Prema odlomku, što je od navedenog trajalo kraće nego što su istraživači prvotno vjerovali?",A: Razvoj vrste
Što od navednog istraživači nisu objavili?,C: Naziv nove vrste
Gdje će se CowParade održati?,B: U Bukureštu
Koja od sljedećih tvrdnji točno opisuje CowParade?,D: To je najveći javni umjetnički događaj u svijetu
Zbog čega je Rusija obustavila upotrebu letjelice II-76s?,B: Nesreće
Što je II-76?,C: Letjelica
Tko je angažirao tim scenarista za serijal The Simpsons?,B: Simon
"Prema Fluke, tko joj je slao pozitivne komentare i riječi ohrabrenja?",D: Muškarci i žene
"Prema odlomku, o čemu neki ljudi nisu željeli da žene govore?",C: O ženskom zdravlju
"Prema odlomku, koje je planetarno tijelo najdinamičnije?",A: Zemlja
Na kojem su planetarnom tijelu identificirane rijeke i jezera koji se sastoje od prozirne tekućine?,B: Titanu
Koji od ovih zaključaka nije rezultat otkrića u vezi s perjem?,D: Potvrda da je većina dinosaura imala perje
Što perje dinosaura nije imalo?,B: Rachis
Koja od navedenih tvrdnji o lijeku ZMapp nije točna?,"B: Može liječiti postojeće infekcije, ali ne sprječava smrt"
Koja od navedenih tvrdnji točno opisuje ispitivanje lijeka PALM?,C: ZMapp je bio upotrijebljen kao osnova ispitivanja
Gdje istraživači smatraju da će novi čip biti najznačajniji?,A: U zemljama s niskim prihodima
Koja će metoda biti upotrijebljena za izradu dijagnostičkog alata?,B: Običan tintni pisač
"Prema odlomku, koja tvrdnja o lobiranim kosinama nije točna?","D: Nije ih pronađeno mnogo na površini Mjeseca

Ovaj odgovor nije točan jer odlomak navodi da su lobirane kosine otkrivene posvuda na Mjesecu."
"Prema odlomku, koja teorija u vezi s formama reljefa označava da se na Mjesecu odvija geološka aktivnost?",D: Forme reljefa stvorene su relativno nedavno.
"Prema odlomku, čega više neće biti do podizanja optužnice?",A: Dodatnih komentara
"Prema članku, što nije trenutačni problem za lovce na tuljane?",D: Led koji se topi
"Uz led, što još utječe na pokušaje spašavanja?",B: Vremenski uvjeti
Koje uvjerenje Roberts nije želio potvrditi?,C: O početku života
Raspravu o kojoj temi je Roberts smatrao odviše neetičnom?,D: O specifičnostima slučajeva
Kamo su usmjerena dva snopa svjetlosti?,A: Prema nebu
"Prema odlomku, kada se novi neboderi grade na lokaciji?",D: Izgradnja je u tijeku
Koji podaci upućuju na to da se pod nazivom Sedam sestara kriju špilje?,A: Temperaturne razlike
Kako se promatraju temperaturne promjene u špiljama Sedam sestara?,A: Infracrvenim slikama
"Prema odlomku, koja tvrdnja o osumnjičenom nije točna?","D: Ozlijeđen je

Tvrdnja koja nije točna je D, jer prema odlomku osumnjičeni je priveden nakon što je pretrpio ozljede uslijed eksplozije, što znači da je bio ozlijeđen."
Koje su informacije o napadu vlasti potvrdile?,B: Etničku pripadnost osumnjičenika
Koji će timovi igrati utakmicu na stadionu Ellis Park?,C: Južna Afrika i Australija
Gdje će Springboks igrati sljedeću utakmicu?,C: U Johannesburgu
S čim je od navedenog svemirska stanica ima problema tijekom svoje misije?,B: Održavanjem žiroskopa
"Prema odlomku, što je bio cilj misije svemirske stanice?",C: Dovršavanje svemirske šetnje
Koja od navedenih tvrdnji o slučaju nije točna?,D: Tvrtka AOL je osuđena
Koja od navedenih tvrdnji točno opisuje slučaj?,D: AOL je pokrenuo procesuiranje slučaja
"Prema odlomku, za koji je klub Vidal počeo igrati prije tri sezone?",C: Barça
Koliko je utakmica Vidal odigrao za Barçu?,A: 49
Tko je bila protivnička ekipa na utakmici?,B: Bolonia
Zašto je Jarque odsjeo u hotelu?,C: Imao je utakmicu u nedjelju
Zašto Agencija za geofiziku iz Jakarte nije izdala upozorenje?,D: Potres nije zadovoljio uvjete jakosti magnitude za potrese
"Prema odlomku, što je potres uzrokovao?",A: Paniku među lokalnim stanovništvom
Što od navedenog potiče aktivnost Sunca i svih drugih zvijezda?,C: Rotacija i luminoznost
Kako se određuje Rossbyjev broj zvijezde?,A: Luminoznošću i rotacijom
Koji postotak ispitanika podržava prijedlog da Australija odmah postane republika?,B: 29 posto
"Prema Julie Gillard, kada bi Australija trebala postati republika?",B: Nakon vladavine Kraljice Elizabete II
Koja je organizacija pod sudskom istragom,C: Organizacija Planned Parenthood
