question,gpt_reply
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଆର୍କେଡୋନ ସଫଳତାର ସହିତ ବଜାଇବା ପାଇଁ କେଉଁଟି ଏକ ସଠିକ୍ ଟିପ୍ପଣୀ ଭାବରେ ବିବେଚନା କରାଯିବ ନାହିଁ?","A: ଅତିରିକ୍ତ ଭଲ୍ୟୁମ୍ ପାଇଁ, ଯେଉଁ ବଳ ପ୍ରୟୋଗ କରି ଆପଣ କୀଗୁଡ଼ିକ ଦବାଉଛନ୍ତି, ତାହା ବଢାନ୍ତୁ"
"ଆର୍କେଡୋନ ବଜାଇବା ସମୟରେ, ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଭଲ୍ୟୁମ୍ ବଢ଼ାଇବାରେ ସାହାଯ୍ୟ କରିବ?",A: ଅଧିକ ବେଗ
ଟେଲିଭିଜନରେ ଥିବା ଚିତ୍ରଗୁଡ଼ିକର ସୀମାନ୍ତ କାହିଁକି କଟାଯାଇଥାଏ?,B: ଚିତ୍ର ପୁରା ସ୍କ୍ରିନ୍ ଆଚ୍ଛାଦନ କରିବା ପାଇଁ
"ପାସେଜ୍‍ ଅନୁଯାୟୀ, ଚଳଚ୍ଚିତ୍ରକୁ ଡିଭିଡି ଫର୍ମାଟରେ ରୂପାନ୍ତର କରିବା ସମୟରେ ଜଣେ ନିମ୍ନଲିଖିତ ସମସ୍ୟାଗୁଡ଼ିକ ମଧ୍ୟରୁ କେଉଁଟି ସମ୍ମୁଖୀନ ହୋଇପାରେ?",B: ଆଂଶିକ ଭାବରେ କଟୁଥିବା ଉପଶୀର୍ଷକ
ବ୍ରିଟିଶ ଗ୍ୟାରିସନ୍ କେଉଁଠାରେ ଅବସ୍ଥିତ ଥିଲା?,C: ବୋର୍ଡେନ୍‌ଟାଉନ୍‌
ହାତଲେଖା ଡ୍ରାଫ୍ଟରେ କାହାର ଦସ୍ତଖତ ଦେଖାଗଲା?,D: ଚାର୍ଲ୍ସ ଥମସନ
"ନିମ୍ନଲିଖିତ ସ୍ଥାନଗୁଡ଼ିକ ମଧ୍ୟରୁ, ଏକ ଡନଲାପ୍ ବ୍ରୋଡସାଇଡ୍ ଶେଷରେ କେଉଁଠାରେ ପହଞ୍ଚିଲା?",C: ଲଣ୍ଡନ
କର୍ଣ୍ଣଲ ଷ୍ଟାର୍କଙ୍କର ସୈନ୍ୟମାନେ କେଉଁଠାରେ ଥିଲେ?,D: ବାଡ଼ ଆଗରେ
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଷ୍ଟାର୍କଙ୍କର ଲୋକମାନେ କେବେ ସେମାନଙ୍କର ବାଡ଼ ବିସ୍ତାରିତ କଲେ?",C: ନିମ୍ନ ଜୁଆର ସମୟରେ
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଚାଇନାର ସବୁଠାରୁ ହିଂସାତ୍ମକ ଯୁଗ ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଥିଲା?",D: ତିନୋଟି ରାଜ୍ୟର ଶାସନକାଳ
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଏକ ସେନା ପିମ୍ପୁଡ଼ି କଲୋନୀ ଯାଯାବର ପର୍ଯ୍ୟାୟରେ ପ୍ରବେଶ କରିବା ବିଷୟରେ କ’ଣ ସତ ଅଟେ?",B: ସେମାନଙ୍କର ଖାଦ୍ୟ ଯୋଗାଣ ହ୍ରାସ ହୁଏ
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, କେଉଁ ବିବୃତ୍ତି ଯାଯାବର ପର୍ଯ୍ୟାୟରେ ସେନା ପିମ୍ପୁଡ଼ି କଲୋନୀଗୁଡ଼ିକର ବସା ବାନ୍ଧିବାର ଅଭ୍ୟାସକୁ ସଠିକ୍ ଭାବରେ ପ୍ରତିଫଳିତ କରିଥାଏ?",C: ସେମାନେ ପ୍ରତିଦିନ ବସା ବଦଳାନ୍ତି
ବାହ୍ୟ ସଂକେତର ଉପସ୍ଥିତି ସତ୍ତ୍ୱେ ନିମ୍ନ ମଧ୍ୟରୁ କେଉଁଟି ଜାରି ରହିବ?,C: ଜୈବିକ ଘଡ଼ି
କେଉଁ ଶବ୍ଦ ସେହି ବ୍ୟକ୍ତିବିଶେଷମାନଙ୍କୁ ବର୍ଣ୍ଣନା କରୁଛି ଯେଉଁମାନେ ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ଫେନୋଟାଇପିକ୍ ଗୁଣରେ ଭିନ୍ନତାର ପ୍ରଦର୍ଶନ କରନ୍ତି?,D: ବହୁରୂପୀ
ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ କ୍ଷେତ୍ର ଦଖଲ କରୁଥିବା ଜୀବମାନଙ୍କ ପାଇଁ ସଠିକ୍ ଶବ୍ଦ ଅଟେ?,"The correct answer is:

B: ଜନସଂଖ୍ୟା"
ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ପ୍ରକୃତି ଆଧାରିତ ପର୍ଯ୍ୟଟନ କାର୍ଯ୍ୟକଳାପର ଉଦାହରଣ ହେବ ନାହିଁ?,"C: ଏକ ବିଜ୍ଞାନ ସଂଗ୍ରହାଳୟ ପରିଦର୍ଶନ

ଏକ ବିଜ୍ଞାନ ସଂଗ୍ରହାଳୟ ପରିଦର୍ଶନ ପ୍ରକୃତି ଆଧାରିତ ପର୍ଯ୍ୟଟନ କାର୍ଯ୍ୟକଳାପର ଉଦାହରଣ ହେବ ନାହିଁ। "
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ପରିବହନ ବ୍ୟବସ୍ଥାର ଆଧାର ଅଟେ?",B: ଘରୋଇ କାରଗୁଡ଼ିକ
କକ୍ଷପଥରେ ନ୍ୟୁକ୍ଲିୟସକୁ ପରିକ୍ରମା କରୁଥିବା କଣିକାଗୁଡ଼ିକରେ କେଉଁ ପ୍ରକାରର ଚାର୍ଜ ଥାଏ?,C: ଋଣାତ୍ମକ ଚାର୍ଜ
ନ୍ୟୁକ୍ଲିୟସ୍ କେଉଁ କଣିକାକୁ ନେଇ ଗଠିତ?,A: ପ୍ରୋଟନ୍ ଏବଂ ନ୍ୟୁଟ୍ରନ୍
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଫାଇଭ୍ ବିଟ୍ ବାଇନାରୀ ନମ୍ବରର ଉଦାହରଣ?","The correct answer is:

C: 10010

This is a five-bit binary number, as it consists of 5 digits, each being either 0 or 1."
ଦୁଇ ଅଙ୍କ ବିଶିଷ୍ଟ ସଂଖ୍ୟାକୁ ଆଉ କ’ଣ କୁହାଯାଏ?,A: ବିଟ୍ସ
ଛାତ୍ର ବ୍ଲଗିଂର ପ୍ରାଥମିକ ଲାଭ ଭାବରେ ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଅନୁଚ୍ଛେଦରେ ଉଲ୍ଲେଖ କରାଯାଇ ନାହିଁ?,C: ପରିବେଶ ବିଷୟରେ ଏକ ବ୍ୟାପକ ସଚେତନତା
ବ୍ଲଗିଂର ନିମ୍ନଲିଖିତ ଦିଗଗୁଡ଼ିକ ମଧ୍ୟରୁ କେଉଁଟି ଛାତ୍ରଛାତ୍ରୀମାନଙ୍କ ଲେଖା ଦକ୍ଷତା ବୃଦ୍ଧି ପାଇଁ ପ୍ରେରଣାଦାୟକ ବୋଲି ଦର୍ଶାଯାଇଛି?,The correct option is: B: ସମାଲୋଚନାରୁ ଦୂରେଇ ରହିବା ପାଇଁ ତୀବ୍ର ଇଚ୍ଛା (A strong desire to avoid criticism).
ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଛାତ୍ରମାନଙ୍କ ପାଇଁ ଅସନ୍ତୁଳିତ ଯୋଗାଯୋଗର ଫାଇଦା ନୁହେଁ? ,B: ଦିନର ଯେକୌଣସି ସମୟରେ ପ୍ରଶିକ୍ଷକଙ୍କ ସହ ମୁହାଁମୁହିଁ ସାକ୍ଷାତ
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଆସିଙ୍କ୍ରୋନସ୍ ଯୋଗାଯୋଗର ନିମ୍ନଲିଖିତ ଦିଗଗୁଡ଼ିକ ମଧ୍ୟରୁ କେଉଁଟି ଛାତ୍ରମାନଙ୍କ ପାଇଁ ନମନୀୟ ନୁହେଁ?",D: ଇଣ୍ଟରନେଟ୍ ବ୍ୟବହାର
ମଧ୍ୟଯୁଗୀୟ ଦୁର୍ଗଗୁଡ଼ିକ ସହିତ ଜଡ଼ିତ ହୋଇପାରିବା ଭଳି ଅନୁଚ୍ଛେଦରେ କ’ଣ ଉଲ୍ଲେଖ କରାଯାଇ ନାହିଁ?,C: ସୌହାର୍ଦ୍ଦ୍ୟପୂର୍ଣ୍ଣ ବ୍ୟବହାର
ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଦୁର୍ଗର ଧ୍ୱଂସାବଶେଷ ମଧ୍ୟରୁ ଆବିର୍ଭାବ ହେବା ଭଳି ଗନ୍ଧ ବା ଶବ୍ଦ ଭାବରେ ଉଲ୍ଲେଖ କରାଯାଇ ନାହିଁ?,C: ସାମାଜିକ ସମାବେଶ
