question,gpt_reply
Mikä tekstikatkelman mukaan ei olisi oikea vinkki harmonikan soittamiseen?,"A: Lisäät äänenvoimakkuutta, kun painat näppäimiä voimakkaammin"
"Kun soitat harmonikkaa, mikä seuraavista auttaa sinua lisäämään äänenvoimakkuutta?",A: Nopeuden lisääminen
Miksi televisiossa olevien kuvien reunat on leikattu?,B: Jotta kuva täyttää koko ruudun
"Millaisia ongelmia saatat kohdata tekstikatkelman mukaan, kun muunnat elokuvan DVD-muotoon?","B: Osittain leikkautuneet tekstitykset  
D: Reunat leikkautuvat"
Missä brittiläinen varuskunta sijaitsi?,C: Bordentownissa
Kenen allekirjoitus näkyi käsinkirjoitetussa kappaleessa?,D: Charles Thomsonin
Minne Dunlapin avoarkki saapui viimeisenä?,C: Lontooseen
Missä eversti Starkin joukot sijaitsivat?,"A: Pohjoisosassa, aidan vieressä"
Milloin Starkin miehet pidensivät aitaa tekstikatkelman mukaan?,C: Laskuveden aikana
Mikä seuraavista oli tekstikatkelman mukaan Kiinan väkivaltaisin ajanjakso?,D: Kolmen kuningaskunnan aika
"Mikä on tekstikatkelman mukaan totta vaeltajamuurahaisyhdyskunnalle, joka on aloittamassa vaellusvaiheen?",B: Niillä on vähän ruokaa
Mikä seuraavista väittämistä kuvaa tekstikatkelman mukaan vaeltajamuurahaisyhdyskuntien pesimistä vaellusvaiheessa?,C: Ne vaihtavat pesiä päivittäin
Mikä seuraavista jatkuu huolimatta ulkoisista ärsykkeistä?,C: Biologiset kellot
"Mikä termi kuvaa yksilöitä, joiden fenotyyppisissä ominaisuuksissa on vaihtelua?",D: Monimuotoinen
"Mikä seuraavista on oikea termi organismeille, jotka sijaitsevat tietyllä alueella?",B: Populaatio
Mikä seuraavista ei ole esimerkki luontomatkailusta?,C: Vierailu tiedemuseoon
Mikä on tekstikatkelman mukaan liikennejärjestelmän perusta?,B: Yksityisautot
Millainen on ydintä kiertävien hiukkasten varaus?,C: Negatiivinen varaus
Mistä hiukkasista ydin koostuu?,A: Protoneista ja neutroneista
Mikä seuraavista on tekstikatkelman mukaan esimerkki viiden bitin binääriluvusta?,"C: 10010

Tekstikatkelman mukaan binääriluku voi koostua vain numeroista 0 ja 1. Vaihtoehto C, 10010, on viiden bitin binääriluku, koska se sisältää viisi numeroa (bittiä) ja kaikki numerot ovat joko 0 tai 1."
