question,gpt_reply
"Hi ku ya hi ndzimana, i yini lexi nga ta tekiwa ku nga ri xitsundzuxo lexi kongomeke leswaku u tlanga kositina hi ndlela leyi humelelaka?",D: Engetela rivilo leri fambisaka xihuhuti ku kuma mpfumawulo wa le henhla ngopfu
"Loko u tlanga kositina, i yini eka leswi landzelaka leyi nga ta ku pfuna ku engetela mpfumawulo?",A: Rivilo leri engetelekeke
Ha yini swifaniso swa le thelevhixini swi tsemiwile ematlhelo hinkwawo?,B: Leswaku xifaniso xi tala eka xikirini hinkwaswo
"Hi ku ya hi ndzimana, i swiphiqo swihi eka leswi landzelaka leswi un’wana a nga langutanaka na swona loko a hundzula muvhi yi va fomati ya DVD?",B: Marito lama hlamuselaka vhidiyo lama nga tsemiwa xiphemu
A yi ri kwihi ndhawu leyi laha masocha ya le Britain a ma rindza kona?,B: Trenton
A ku ri nsayino wa mani lowu a wu ri eka mpfampfarhuto lowu tsariweke hi voko?,D: Charles Thomson
"Eka tindhawu leti landzelaka, hi le kwihi laha Dunlap broadside yi nga fika ro hetelela?",C: E Landhani
Masocha ya Mukolonele Stark a ma ri kwihi?,"A: Emakumu ya le n’walungwini, etlhelo ka fenisi"
"Hi ku ya hi ndzimana, a ku ri rini loko vavanuna va Stark va engetela fenisi ya vona?",C: Loko ku tlakuka ka mati ya le lwandle ku ye ehansi
"Hi ku ya hi ndzimana, i nkarhi wihi eka leyi landzelaka laha a ku ri nguva wa madzolonga ngopfu le Chayina?",D: Nguva wa Mimfumo Minharhu
"Hi ku ya hi ndzimana, i yini lexi nga ntiyiso hi kholoni ya vusokobyi loko byi nghena eka xiyenge xa nomadikhi?",B: Swa kudya a swi kumeki ngopfu
"Hi ku ya hi ndzimana, i swiga swihi leswi hlamuselaka kahle mikhuva ya ku endla ndhawu yo tshama ya kholoni ya vusokobyi hi nkarhi wa xiyenge xa nomadikhi?",C: Byi cinca tindhawu to tshama siku ni siku
