question,gpt_reply
أي من الحالات هذي ما توصف أوريغامي الأرض النقية؟,A: يناسب فنانين الأوريجامي المتمرسين
حسب القطعة، أي موقع مب مرتبط بحضارة وادي السند؟,A: الهارابية
ايش اللي مب مذكور في القطعة كإسم محتمل لحضارة العصر البرونزي؟,A: حضارة هارابان
بحسب القطعة، أي من الجوانب هذي يوفر فايدة طويلة الأجل؟,A: التعاون مع الآخرين
حسب القطعة، أي من الأشياء هذي ممكن الشخص يعطيها أولوية لو كان تركيزه على الفوائد الفورية؟,D: الأنانية
حسب القطعة، مين اللي غطى جزء كبير من تكاليف الحرب؟,D: الشعب الفلبيني
ايش الفترة اللي كانت قبل عصر فرسان المعبد؟,C: أوائل العصور الوسطى
ايش الفترة اللي جت بعد عصر فرسان المعبد؟,A: أواخر العصور الوسطى
ايش هو العلاج او الإجراء الطبي اللي مب مذكور إن الأطباء والجراحين كانوا يستخدمونه في الإمبراطورية الرومانية؟,A: علاج اضطراب اكتئاب ما بعد الصدمة بالمهدئات المختلفة
حسب القطعة، أي من الأشياء هذي مب منسوبة لتطورات اللي صارت في المجال الطبي في اللإمبراطورية الرومانية؟,B: السياسة العسكرية العدوانية للإمبراطورية
القدرة على الرؤية تعتمد على ايش؟,A: أعضاء الاستشعار الخاصة بالجهاز البصري
ايش اللي يعتمد عليه اختلاف بنية العين بين الكائنات الحية؟,B: احتياجات الكائن الحي
حسب القطعة، أي جملة من الجمل هذي عن السيخية ما يعبر عن هذا الدين بدقة؟,B: المعلم هو جانب أساسي فريد للسيخية
حسب القطعة، أي من الأشياء هذي يعتبر جانب أساسي من نظام معتقدات السيخ؟,A: مفهوم المعلم
حسب القطعة، ايش اللي ممكن يواجه الأطفال المصابون باضطراب نقص الانتباه صعوبة في التركيز عليه؟,A: الأعمال المدرسية
حسب القطعة، ليه الأطفال المصابون باضطراب نقص الانتباه يميلون للمشاركة في سلوكيات مليانه بالمخاطر؟,D: لتحفيز عقولهم
حسب الكلام الموجود في النص، إي من الأشياء هذي مب مثال على طريقة السلالم «Scaffolding»؟,C: برنامج دراسة مستقل
ايش اللي يوصف بالضبط مبدأ السقالات؟,B: إنها وسيلة مساعدة أكثر من كونها طريقة للتعليم
وفقًا للقطعة، ايش هي ميزة ماي سبيس التي يمكن أن تساعد الطلاب اللي يواجهون صعوبة في القراءة؟,A: التخصيص
وفقًا للقطعة، ايش من الأشياء هذي ما كان جزء من استجابة خروتشوف للاضطرابات العمالية؟,C: زيادة تخفيضات الأجور
اي من الأشياء هذي ما كان سبب للعنف في بولندا؟,D: تعيين فلاديسلاف جومولكا
حسب القطعة، ايش اللي ما أثر على العلاقات بين الاتحاد السوفيتي والولايات المتحدة؟,B: آراء حول ألمانيا
ايش من اللي جاي ما يوصف بالضبط الغرض من إرسال النبضات العصبية في جميع أنحاء الجسم؟,A: تباطؤ تدفق الدم
ايش اللي ممكن نلقاه في هضبة الجيزة؟,"الإجابة الصحيحة هي: 

A: المقابر  
B: المعابد  
D: الهرم الأكبر  "
ايش الغرض من الهرم الأكبر؟,B: لتكريم واحد من الفراعنة
مين المسؤول عن معرفتنا بالحرق اللي دمر المعبد؟,C: سترابو
ايش هو الكلام الدقيق اللي يتعلق بإعادة بناء معبد أرتميس؟,B: انعاد بناؤه بعد عهد الإسكندر الأكبر
حسب القطعة، متى كانت أقرب فترة مشى فيها نوع من الكائنات على قدمين؟,A: قبل سبعة مليون سنة
ايش من الأنواع هذي يمشي على قدمين بشكل منتظم؟,B: الإنسان المنتصب
البحرية الألمانية كانت تحاول تنجز ايش خلال الحرب العالمية الثانية؟,B: منع بريطانيا من قبول الناس والبضايع
على حسب المعلومات الموجودة في القطعة، مين اللي حقق أكبر نجاح في الحرب البحرية خلال حملة شمال الأطلسي؟,A: البريطانيين والأمريكان
ايش اللي ما كان موجود يوم استخدم الاشوريين سلاح الفرسان؟,A: السروج
كيف كانوا يحاربون بسلاح الفرسان؟,C: على حصان
حسب القطعة، وين ما راح تلقى مواطن بابلي عادي؟,A: وهو يجيب القرابين لساحة المعبد
ايش من اللي جاي مخصص للكهنة؟,B: الأماكن المقدسة الداخلية
متى حقق الملك توت عنخ آمون الشهرة؟,C: بعد اكتشاف قبره
ايش اللي خلى الملك توت عنخ آمون ملك مصري مشهور؟,A: اكتشاف قبره المختفي
ايش اللي الشاعر اليوناني هوموروس ما قدر يسويه؟,B: يشوف
مين العلم اليوناني المشهور بحاجة ثانية غير الأدب؟,C: فيثاغورس
العائلة اليهودية قضت معظم وقتها وين؟,A: فِي الهَواءِ الطَّلْق
ايش اللي ما كان مهم جدا للعائلة اليهودية؟,C: بيتهم
ايش من اللي جاي ما يعبر عن الفرق بين الدول الإسكندنافية؟,B: الأرض
مين اللي استقر في الأول في جرينلاند؟,A: قبائل الإسكيمو
أي مجموعة يفضلون تناول الطعام من غير كراسي؟,C: الرجال الرومانيين الأغنياء
ايش من الأشياء هذي مب جزء من وليمة رومانية قديمة؟,D: ديك رومي مشوي
على حسب القطعة، اي من الأشياء هذي مب محتمل يكون لها تأثير دائم؟,B: ثقافة ثانوية
حسب القطعة، ايش اللي يسبق الأمة؟,C: دولة-مدنية
أي جملة من الجمل هذي عن دروكيال هذيزونج مب صحيحة؟,A: انه إنبنى للاحتفال بانتصار القوات التبتية المغولية
أي جملة من الجمل هذي توصف بالضبط نتيجة الحريق في دروكيال دزونج؟,A: الأدلة الوحيدة اللي بقت كانت صورة قلعة Zhabdrung Ngawang Namgyal’s
أي جملة من الجمل هذي عن كمبوديا صح؟,الإجابة الصحيحة هي: D: التايلانديين دمروا نوم بن
أي جملة من الجمل هذي توصف غزوات كمبوديا بدقة؟,D: التايلانديين غزوا كمبوديا مرات كثير
أي من الأشياء هذي ما سوتها شركة الهند الشرقية الهولندية يوم كانت في تايوان؟,الخيار D: استعداد تايوان للتخلي عن سيطرتها لأسرة تشينغ هو العمل الذي لم تقم به شركة الهند الشرقية الهولندية.
ايش أسست معاهدة شيمونوسيكي؟,D: سلطة اليابان على تايوان
كيف يتم قياس مستوى أس الهيدروجين للمادة الكيميائية؟,C: كمية أيونات الهيدروجين في المادة الكيميائية
ايش اللي انشال من أيونات الهيدروجين؟,D: الإلكترونات
أي عبارة من العبارات هذي ما توصف بدقة كبرياء الأسود؟,C: الذكور والإناث كلهم مرتبطين ببعض.
أي جملة من الجمل هذي ما توصف سلوك الأسود بشكل صحيح؟,"D: سلوكهم زي سلوك القطط الكبيرة الثانية

الجملة D ليست صحيحة لأن سياق النص يؤكد أن الأسود لديها سلوك اجتماعي يشبه الذئاب والكلاب وليس مثل القطط الكبيرة الأخرى."
الأرانب فريسة منتشرة لأي نوع من الحيوانات المفترسة؟,C: القطط متوسطة الحجم
القطط الصغيرة عادة تصيد أي من هذولي؟,A: القوارض
أي من الأشياء هذي مب جزء من طريقة صيد الأسيلوت؟,D: يفترس الحيوانات الصغيرة بس
أي من الأشياء هذي ما توصف الأسيلوت بشكل دقيق؟ ,C: حاسة الشم عنده ضعيفة
ايش من الأشياء هذي ما يعتبر أكبر قوة للنمور؟,B: التسلق
حسب القطعة، ايش الفرق بين النمور والأسود؟,B: صوت زئيرهم
حسب القطعة، ايش اللي سواه روبرت هوك قبل البيولوجيين الثانيين؟,C: ملاحظة المربعات الصغيرة
ايش هو أصل كلمة «خلية»؟,B: غرفة صغيرة
حسب القطعة، معظم الحيوانات وش تقدر تسوي؟,B: تتحرك
حسب القطعة، ايش اللي معظم الحيوانات ما تمتلكه؟,C: عقول
ايش اللي يساعد النباتات في عملية البناء الضوئي؟,D: الشمس
ايش اللي البشر يخرجونه في الزفير وبتاخده النباتات في الشهيق؟,D: ثاني أكسيد الكربون
