question,gpt_reply
"anuchhed anusar, kun MySpace suvidhaley padhna samasya vayeka vidyarthiharulai faidajanak huna sakchha?",A: anukulan
"anuchhed anusar, nimna madhey kun khruschchebhle majdur ko dangako pratikriyako bhaag hoina?",C: jyala katauti ma bridhi
nimna madhey kun polandko dangako karan hoina?,D: wladyslaw gomulkako niyukti
"anuchhed anusar, nimna madhey kunley USSR ra sanyukta rajya america bichko sambandhalai asar garena?",B: germany ko bare vichar
nimna madhey kunley shariribhari snayu bhabharu pathaunako uddeshyalai sahi tarikaley varnan gardaina?,A: ragat babhaw lai dhilo banauna
giza patharma ke pauna sakinchha?,"The correct answers are:

A: chihanharu  
B: mandirharu  
D: great pyramid  "
great pyramidko uddeshya ke thiyo?,The correct answer is: B: pharaoh laai samman garnako lagi.
mandir dhwasta banauney ago lagauney manisko pahichan huney gyanko jimmewar ko thiyo?,"The correct answer is not explicitly mentioned in the options given, but based on the context, Herostratus was the person who set the fire. However, the question asks for the party responsible for the knowledge of his identity being known. Therefore, the person who recorded the information despite the proclamation not to do so was ""C: Strabo,"" because it was Strabo who documented the story, allowing us to know it today. However, the particular phrasing of the question suggests seeking who we know as responsible for the act, and that wasn't offered in the choices: Herostratus."
artemis mandirko punanirman sambandhiko kun kathan sahi ho?,B: tyo Raja alekjenderko shasanpachhi punanirman gariyeko thiyo
"anuchhed anusar, prajatiharuley dui khuttama hideko sabaibhanda pahila kahiley thiyo?",B: dui million varsha agadi
yi madhey kun prajati niyamit dui khuttama hindthyo?,D: astrelopithecus
WWII ko bela germanyko navyley ke prapta garna prayash gariraheko thiyo?,B: belayatlai manisharu ra samanharu prapta garnabata rokna
"anuchhedma diyeko jaankari anusar, uttar atlantic abhiyanko samayma naval yuddhama kasle sabai bhanda dherai safalta payo?",A: belayeti ra amerikiharu
asarianharule ghodasawar fauj prayog ko suruwat garda ke ko astitwa thiyena?,A: kathi
ghodasawar fauj prayog garney yuddhaharu kasari ladincha?,C: ghodasawar garera
"anuchhed anusar, tapailey sadharan babylonian nagarik kaha fela garnu hunna?","D: bhitri mandirma baliharu lyaudai gareko

According to the paragraph, only priests were allowed to enter the inner temple. Therefore, ordinary Babylonian citizens would not be found bringing offerings inside the inner temple."
nimna madhey kun vishesh garera pujariharuko lagi thiyo?,B: bhitri mandirharu
raja tutankhamunley kahiley kukhyaat bhaye?,C: unko chihan khoj pachi
ek kuraley raja tutankhamunlai prakhyat egyptian raja banayo?,A: unko chihan lai kehi nagari chhodieko thiyo
greek kavi homerley ke garna sakdaina thiye?,B: dekhna
kun prasiddha greeklai sahitya bahek aru kurakolagi chinincha?,C: Pythagoras
