question,gpt_reply
"Samkvæmt því sem fram kemur í kaflanum, hver þessara ástæðna var ekki notuð til að útskýra af hverju hætt var við úrslitaviðureignina?",B: Ósamræmi í stjórnarskrá
Hvers vegna sögðu embættismenn úrslitaviðureignina vera óþarfa?,"B: Hún væri öryggisáhætta  
D: Kosningarnar voru of dýrar"
Hver sinnir dómsvaldsþjónustu fyrir FATA?,B: Stjórnmálafulltrúar
Hver af eftirfarandi staðhæfingum um stjórnmálafulltrúa FATA er ósönn?,"D: Þeir hafa fulla stjórn á vissum svæðum

Stjórnmálafulltrúarnir hafa ekki fulla stjórn á svæðunum þar sem þeir starfa samkvæmt stjórnarskrá og umsjón forseta Pakistans. Fjölmargir ákvörðunarþættir kunna að liggja utan valdsviðs þeirra, í samræmi við landslög og aðrar stjórnarstofnanir."
Í hvaða flokki var Emma Stone tilnefnd til verðlauna?,C: Besta leikkona
Í hvaða flokki hlaut myndin ekki tilnefningu?,B: Bestu hljóðbrellur
Hvert af eftirtöldu hélt starfseminni gangandi eftir jarðskjálftann?,D: Orkuver í Niigata
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirtöldu skemmdist í jarðskjálftanum?",C: Sumir vegir
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu er ekki rætt um í skjalinu?",B: Orsakir stríðsins árið 1967
Hvert af eftirtöldu er ekki hluti af kröfum Palestínu?,B: Áframhaldandi herseta í Jórdaníu-dalnum
Í hvaða landi stundaði Ma laganám?,A: Bandaríkjunum
"Samkvæmt því sem fram kemur í kaflanum, stuðningur við hvaða land aðstoðaði Ma við að landa kosningasigrinum?",D: Kína
"Eins og sagt er frá í kaflanum, fyrir hvern vann Carolyn Wilson áður en hún fór úr bænum?",C: OHA-stofnunina
"Þegar fjórar keppnir eru eftir á tímabilinu, hver er í fjórða sæti í keppni ökumanna?",D: Bowyer
Hversu mörg stig hefur Kahne í keppni ökumanna eftir keppnina sem talað er um í kaflanum?,A: 2220
"Samkvæmt því sem fram kemur í kaflanum, hversu oft hefur fólk fylgst með loftsteinum falla til jarðar sem seinna reynast koma frá Mars?",B: Fimm sinnum
"Eins og sagt er frá í kaflanum, hvað af þessu á við um steinana sem eiga uppruna sinn á Mars?",D: Þeir eru 34 talsins
Hvenær lagði Schumacher skóna á hilluna?,B: Eftir sjöunda meistaratitilinn
Hvenær slasaðist Massa?,"Ekkert af þessum svörum er rétt. Massa slasaðist í ungverska kappakstrinum árið 2009, sem er hluti af keppnistímabilinu 2009. Enginn af þessum valkostum lýsir nákvæmlega hvenær slysið átti sér stað."
"Samkvæmt því sem fram kemur í kaflanum, hvernig kemur skipulagið sem rætt er um í textanum við starfsemi AOL?",C: Yahoo og Microsoft munu hafa svipaðan notendafjölda og AOL
Hvert af eftirtöldu gæti endað með nýju skipulagi?,C: Frelsi AOL til að þróa markaðinn á sínum eigin hraða
Hversu margt fólk sem lést í árásinni voru ekki lögregluþjónar?,C: 0
Hver tilkynnti nafn þess sem er grunaður um árásina?,A: Lögreglan
"Í Flórída fær sigurvegarinn alla fulltrúa, hvað hafði það í för með sér fyrir Mitt Romney?",C: Alla fulltrúa fylkisins
"Samkvæmt því sem fram kemur í kaflanum, hvert var hlutfall atkvæða greitt Gingrich í forkosningunum?",B: 32 prósent
"Samkvæmt því sem fram kemur í kaflanum, hver hélt ekki áfram með framboð sitt eftir að niðurstöður flokksstjórnarinnar bárust?",B: Bachmann
"Samkvæmt því sem fram kemur í kaflanum, hver hrósaði öðrum frambjóðanda eftir að niðurstöðurnar voru ljósar?",B: Gingrich
Hver var eina stöðin sem spilaði þáttinn fyrir árið 2015?,A: TogiNet útvarpsstöðin
Hvaða orð notar stöðin til að lýsa þættinum?,B: Með nördaívafi
Hverju safnaði David Headley sem aðstoðaði hópinn við árásina?,A: Upplýsingum
Hvernig ferðaðist árásarhópurinn til Mumbai?,C: Með báti
"Samkvæmt því sem fram kemur í kaflanum, hvaða staðhæfing um úrslit leiks Nadal og Raonic á Brisbane Open mótinu er sönn?",A: Raonic vann Nadal
"Samkvæmt því sem fram kemur í kaflanum, hver var staðan í leik Nadal og Raonic eftir fyrstu uppgjöf?",B: Nadal fékk 76 stig
Hvaða tungumál er ekki í boði að tala í þeim þremur nýju fréttaútsendingum sem Naked News ætlar að bæta við útsendingar sínar?,C: Japönsku
"Samkvæmt því sem fram kemur í kaflanum, hvar mun ekki verða hægt að sjá útsendingar Naked News?",C: Í bíóhúsum
Hversu margir þátttakendur luku ekki keppni í stórsvigi?,D: 45
Hver af eftirfarandi staðhæfingum um úrslit á meistaramótinu er rétt?,C: Fleiri skíðamenn luku keppni í stórsvigi en í svigi
Hvað af eftirfarandi ákvað NBA deildin að stöðva?,A: Körfuboltatímabilið
"Samkvæmt því sem fram kemur í kaflanum, hvað leiddi til þess að NBA fór að hafa áhyggjur af veirunni?",D: Leikmaður Utah Jazz reyndist smitaður
Hver skoraði sigurmarkið fyrir Washington Capitals í leik gegn Atlanta Thrashers?,A: Nicklas Backstrom
Hver skoraði sitt 60. mark á tímabilinu í leik Capitals gegn Thrashers?,C: Alex Ovechkin
Hvenær þurfti Northern Rock bankinn að fá stuðning frá ríkisstjórninni?,D: Í undirmálslánakreppunni
"Samkvæmt því sem fram kemur í kaflanum, hver af eftirfarandi staðhæfingum um viðskipti Virgin Group og Northern Rock bankans er rétt?",B: Virgin Group keypti bankann eftir þjóðnýtingu hans
"Eins og sagt er frá í kaflanum, hvaða þjóð finnur fyrir áhrifum af undirritun Kyoto-sáttmálans?",A: Bandaríkin
Hvað taldi fyrrum ríkisstjórn Ástralíu að undirskrift Kyoto-samkomulagsins myndi skaða?,B: Efnahag landsins
í hvaða verkefni voru skytturnar ráðnar?,D: Veiðiáætlun Skotveiðisamtaka Ástralíu
Hver eftirfarandi fullyrðinga á ekki við um meindýraeyðingarprófið?,A: Þar sem þetta var fyrsta prófið var árangur þess ekki metinn
"Samkvæmt því sem fram kemur í kaflanum, hvar fannst aðskilnaðurinn?",D: Í Eþíópíu
"Samkvæmt því sem fram kemur í kaflanum, hvað gerðist fyrr en talið var?",B: Aðskilnaðurinn
Hvað þarf spilari að gera til að stjórna hreyfingum í tölvuleik?,D: Hreyfa fjarstýringuna til í lausu lofti
Hvað var hannað með útlit sjónvarpsfjarstýringar í huga?,B: Nintendo Revolution fjarstýringin
Hvað kom ekki fram í síðustu tilkynningu frá Xinhua-fréttastofunni?,B: Flugvélin lenti í Ürümqi
Hvað kom ekki fram í fyrstu tilkynningu frá Xinhua-fréttastofunni?,B: Flugvélinni var neitað um leyfi til að nauðlenda
Hvað tilkynnti Sara Danius í útvarpsþættinum?,D: Að nefndin myndi hætta að reyna að hafa samband við Bob Dylan
Hvern var ekki hægt að ná sambandi við?,D: Bob Dylan
Hver kallaði skuldbindinguna „stórt skref”?,C: Gordon Johndroe
Hversu mörg frímerki bjó Słania til fyrir hin ýmsu lönd?,D: Yfir 1000
"Samkvæmt því sem fram kemur í kaflanum, hver er líkleg orsök áframhaldandi leka úr öryggislokum?",C: Varmaútþensla
Hvers vegna opnuðust öryggislokarnir?,B: Vegna rafmagnstruflana eftir kerfisprófun
Hversu hátt er vatnsborðið í Nine Ward um þessar mundir?,C: Mittishátt
Hvað gerðist í Ninth ward þegar fellibylurinn Katrína gekk yfir?,C: Flóðhæð náði 20 fetum
Hvert af eftirfarandi staðfesti Hamilton ekki?,A: Hvert sjúklingarnir ferðuðust
Hverju vilja vísindamenn öðlast skilning á?,D: Hvernig Jörðin myndaðist
"Samkvæmt því sem fram kemur í kaflanum, hvaða hlutverki gegndi lögreglan við lokunina?",C: Hún beindi umferð í aðrar áttir
Hvað var gert við inngangana í göngin á meðan lokað var?,A: Þeim var lokað
"Samkvæmt því sem fram kemur í kaflanum, hvað gerðist ekki áður en ljósmyndarinn varð fyrir bílnum?",D: Ljósmyndarinn náði myndum af Bieber
Hvað var ljósmyndarinn að reyna að gera áður en hann varð fyrir bíl?,B: Taka myndir af stöðvun lögreglu
Hver eftirfarandi staðhæfinga á ekki við um ástand forsetans eftir að hann greindist með veiruna?,A: Honum líður ekki vel
"Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi staðhæfinga um forsetann er sönn?",C: Hann er nógu hress til að vinna í gegnum tölvu
"Samkvæmt því sem fram kemur í kaflanum, hvenær var búist við því að áfram myndi draga úr vindi fellibylsins Gonu?",B: Þegar vindhraði færi niður fyrir 83 km/klst.
Hver var mesti vindhraði fellibylsins Gonu?,C: 149 mílur á klukkustund
Hvert af eftirfarandi á ekki við um Karenia brevis?,C: Eru fjölfrumungar
Hvað af þessu getur Karenia brevis ekki gert?,B: Fjölgað hratt við hvers konar aðstæður
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu gerðist ekki í kjölfar fellibylsins Feliciu?",D: Flóð á götum
Hver af þessum staðhæfingum um fellibylinn Feliciu er ósönn?,B: Hann var flokkaður sem hitabeltislægð áður en flokkunin var uppfærð í fjórða stigs fellibyl.
Hvaða staðhæfing á við um úrslitin í kappakstrinum í Ungverjalandi 2009?,C: Piquet Jr. var rekinn að lokinni keppni
Hvenær varð áreksturinn?,B: Á meðan hinir bílarnir fylltu á eldsneyti
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirfarandi tók minni tíma en rannsakendur höfðu búist við fyrirfram?",A: Myndun tegundarinnar
Hvert af eftirtöldu kom ekki fram í máli fræðimannanna?,C: Heiti nýju tegundarinnar
Hvar mun CowParade fara fram?,B: Í borginni Búkarest
Hver af eftirfarandi staðhæfingum á við um CowParade?,D: Er stærsti opinberi listviðburður heims
Hvað varð til þess að Rússland hætti notkun II-76 flugvéla?,B: Slys
Hvað er II-76?,C: Flugvél
Hver réði höfundateymi The Simpsons þáttanna?,B: Simon
"Samkvæmt Fluke, hver sendi henni jákvæð ummæli og hvatningu?",D: Bæði karlar og konur
"Samkvæmt því sem fram kemur í kaflanum, um hvað vildi sumt fólk ekki að konur töluðu?",C: Heilsu kvenna
Hvaða hnöttur sýnir mesta krafta samkvæmt því sem fram kemur í textanum?,A: Jörðin
Ár og vötn úr glærum vökva hafa fundist á hvaða hnetti?,B: Títan
Hver þessara niðurstaðna er ekki hluti af fjaðrafundinum?,D: Staðfesting á því að flestar risaeðlur hafi haft fjaðrir
