question,gpt_reply
"bena'an 3la alema3elewmat fi alfqrh, ayun men hedh leys methalaan 3la at3alam aletfa'eley?",A: bernamej t'eleymey fi bedayh l'ebh alekmebyewter
ay mema yely la yesf bedqh mefhewm at3alam aletfa'eley?,A: yemken an yewjed at3alam aletfa'eley afetradeyaan
"wefqaan llfqrh, ma hey meyzh may sebyes alety yemken an tefyed aletlab aledyen yewajhewn mesheklh fi aleqra'h?",C: 3anewan weyb wahed
"wefqaan llfqrh, ay mema yely lm yekn jez2aan men rad Krushchev 3la a3mal shaghab al 3ummal?",C: zeyadh khafd al 2ujur
ayun men ataly lm yekn sebbaan a3mal shaghab fi Bolanda?,D: t3eyn Wladyslaw Gomulka
"wefqaan llfqrh, ay men ataly lm yu2ther 3la al3laqat beyn alSovieti wa al Wilayat al Mutta7ida al amrikiya?",B: alara2 7wl Almanya
ay mema yely la yesf bedqh alegherd men eresal alenbedat al'esebyh fi jami3 anha' alejsem?,D: tejneb al thdidat aljsedyh almuhtmaleh
mada yemken al3thwr 3aleh fi hedbh alejyezh?,"The correct answers are A: maqabir, B: ma3abed, and D: alharam alakbar. 

The text mentions that the region of the Giza Plateau contains a variety of smaller pyramids (ahramat), numerous tombs (maqabir), a collection of temples (ma3abed), and the Great Pyramid (alharam alakbar). However, option C, ""jami3 al3aja2eb alsb3,"" is incorrect because it refers to the seven wonders of the world in general, and not all of them are located in Giza."
ma kan alegherd men alharm alakbar?,B: letkeryem fer'eren
men alems'ewel 3an ma3ereftena balheryeq aledy demr alema3ebed?,A: sekan afess
ayun hew jemlh deqyeqh feyma yekhes e'eadh bena' ma3ebed Artemis?,B: a'eyed bena'eh b3d 'ehed Alexander alakebr
"wefqaan llfqrh, meta kan abekr weqt yemken an yesyer feyh new' ma 3la qedmeyn?",A: mundhu sab3 malayn sana
ay men hedh alanewa' kan yesyer banetzam 3la qedmeyn?,A: Sahelanthropus
ma aledy hawelt alebheryh alalemaneyh theqyeqh khelal alherb al'ealemyh alethaneyh?,D: men' ameryeka men telqey alashekhas walebda'e'
"bena'an 3la alema3elewmat alewaredh fi alfqrh, men heqq akebr nejah fi alherb alebheryh khelal hemlh shemal alatelsey?","A: alebreytaneywen walameryekyewn

The passage describes the efforts of the Americans to transport troops and equipment across the Atlantic to support Britain, while the German navy attempted to disrupt this movement using U-boats. Therefore, the Americans and Britons had the more significant success in this naval campaign."
ma aledy lm yekn mewjewdaan 3anedma tebq alashewreywen asetkhedam selah alefresan?,A: alesrewj
keyf kanet tukhad alema3earek alety testekhedm alefresan?,C: 3la zher alekheyl
"wefqaan llfqrh, ayen len tejd mewatenaan babelyaan 'eadeyaan?",B: yhedr ahetfalaan fi ma3ebed asasey
ay mema yely kan mekhessaan lelkhenh thedyedaan?,The correct answer is D: alezqewrh.
meta aketseb alemlek tewt 3anekh amewn sema3eh sey'eh?,C: b3d aketshaf qebrh
ma aledy j'el alemlek tewt 3anekh amewn melkaan mesreyaan ma3erewfaan?,A: aketshaf qebrh aledy lm yu'ebeth bh
ma aledy kan alesha'er aleywenaney Homer gheyr qader 3la aleqyam bh?,B: aler'eyh
ay yewnaney meshhewr ma3erewf beshey' akher gheyr aladeb?,C: Pythagoras
ayen kanet al'ea'elh al'eberyh teqdey ma3ezem weqtha?,A: fi alhewa' aletleq
ma aledy lm yekn mhemaan jedaan lel'ea'elh al'eberyh?,C: menazelhem
ayun mema yely la yewsef banh ferq beyn alebledan alaseknednafeyh?,B: alared
men sekn Greenland awelaan?,A: qeba'el alesekyemw
ay mejmew'eh tefdel tenawel al'esha' bedwen karasi?,C: al rijal al Ruman al aghniya2
ay mema yely len yekwen jez'aan men welyemh rewmaneyh qedyemh?,D: tebq men aledyek alerwemy alemshewy
"bena'an 3la alfqrh, ay mema yely men gheyr alemrejh an yekwen lh tatheyr da'em?",D: theqafh hedaria
"wefqaan llfqrh, ma aledy yesbeq alamh?",A: theqafh hedaria
ay jemlh 7wl Drukgyal Dzong leyset sheyhh?,C: demr heryeq al3adid men athar aleql'eh
ay jemlh tesf bedqh neta'ej alheryeq fi Drukgyal Dzong?,A: alebqaya alewheydh alemtebqeyh kanet sewrh Zhabdrung Ngawang Namgyal
ayun men alejmel atalyh 3an kembewdeya sheyh?,D: aletayelanedyewn demrewa Phnom Phen
ayun men al'ebarat atalyh yesf bedqh ghezw kembewdeya?,D: gheza aletayelanedyewn kembewdeya 'edh merat
ay mema yely lm tef'elh s7erkh alhend alesherqeyh al7wlendeyh khelal fetrh wejwedha fi Taiwan?,D: tenazelt ta'e'eh 3an alesyetrh 3la Taiwan leslalh tesheynegh
mada aneshat ma3eahedh Shimonoseki?,D: selth aleyaban 3la Taiwan
keyf yuqas mestewa alas alheyderwejyeny lemadh keymeya'eyh?,A: meda asaseyh aw hemdeyh alemadh alekyemya'eyh
