question,gpt_reply
Според откъса какво не би било сметнато за подходящ съвет за успешно свирене на акордеон?,"A: За допълнителен обем увеличете силата, с която натискате клавишите"
При свирене на акордеон кое от следните ще помогне за увеличаване на обема?,A: Повече скорост
Защо образите по телевизията са с отрязани ръбове?,B: За да може изображението да запълни целия екран
Според откъса кой от следните проблеми може да бъде срещнат при конвертиране на филм във формат DVD?,B: Частично отрязани субтитри
Къде е разположен Британският гарнизон?,C: Бордънтаун
Чий подпис е положен върху ръкописното копие?,D: Чарлз Томсън
На кое от следните места последно пристига копие от т.нар. „Dunlap broadsides“?,C: Лондон
Къде са разположени войските на полковник Старк?,"A: На северния край, покрай оградата"
Според откъса кога хората на Старк разширяват оградата?,C: При отлив
Според откъса кой от следните периоди е най-изпълненият с насилие за Китай?,D: Периодът на трите кралства
Според откъса кое е вярно за колония от мравки войници в номадска фаза?,B: Имат малко налична храна
Според откъса кое твърдение точно предава навиците за създаване на гнезда на колонията от мравки войници в номадска фаза?,C: Сменят гнездата всеки ден
"Кое от следните ще продължи, независимо от наличието на външни сигнали?",C: Биологичните часовници
"Кой термин описва индивиди, които проявяват варианти на дадена фенотипна черта?",D: Полиморфни
"Кое от следните е правилният термин за организми, които заемат определен район?",B: Популация
Кое от следните не би било пример за природна туристическа активност?,C: Посещение на научен музей
Според откъса кое от следните е в основата на транспортната система?,B: Частните автомобили
"Какъв вид заряд имат частиците, които обикалят около ядрото?",C: Отрицателен заряд
От кои частици се състои ядрото?,A: Протони и неутрони
Според откъса кое от следните е пример за бинарно число с пет бита?,"C: 10010

Това е пример за бинарно число с пет бита, като съдържа само цифри 0 и 1."
Как още се наричат двоичните цифри?,A: Битове
Кое от следните не се споменава в откъса като основна полза от писането на блогове от студенти?,B: Намаляване на критиката от страна на връстниците
Кой от следните аспекти на писането на блогове е цитиран като мотивиращ студентите за подобряване на техните умения за писане?,B: Стремежът към избягване на критика
Кое от следните не представлява полза от асинхронната комуникация за студентите? ,B: Достъпът до среща на живо с инструкторите по всяко време на деня
Според откъса кой от следните аспекти на асинхронната комуникация не е гъвкав за студенти?,C: Учебният материал
"Кое не е споменато в откъса като нещо, което може да бъде асоциирано със средновековните замъци?",D: Рицари
"Кое от следните не е споменато в откъса като мирис или звук, който може да доловен сред руините на замъка?",C: Пиршества
Кое от следните представлява точно описание на замъка „Кърби Мъкслоу“?,B: Изисквал е минимално укрепване поради относително мирната обстановка в страната по време на строителството
"Коя от следните конструктивни характеристики може да се смята за нетипична за замъка „Кърби Мъкслоу“ през периода, описан в откъса?","B: Фундамент, построен да устоява на атаки"
"Според откъса кое от следните би било най-полезно за бегач, подготвящ се за предстоящия сезон?",D: Използване на зала за трениране на горната част на тялото
Според откъса кое от следните е от най-голяма важност за първокласен бегач на 800 метра?,"B: Трениране повече за издръжливост, отколкото за скорост"
За един атлет кое от следните не може да бъде постигнато само с помощта на практики на хранене?,C: Отличен резултат
Съгласно откъса кое от следните не се препоръчва като начин младите атлети да срещнат повече насладата от спорта?,"B: Непрестанно представяне на отлично ниво

В откъса не се споменава, че младите атлети трябва непрестанно да се представят на отлично ниво, за да се насладят повече на спорта. Вместо това се акцентира на правилно хранене, ефективна хидратация и поддържане на здравословен енергиен баланс."
Според откъса защо бегач на средни разстояния би могъл да закупи по-скъпо оборудване?,A: Това е негово лично предпочитание
Според откъса какво изисква бягането на средни разстояния?,C: Много малко оборудване
Кой открива ядрено-магнитния резонанс? ,C: Блок и Пърсел
През коя година е издаден първият патент за магнитно-резонансни изображения за медицински цели? ,B: 1974
"Според откъса за какво хората трябва да са наясно, за да могат да интерпретират физическите действия на другите?",B: Намерение
Според откъса за какво помага на хората разбирането на намерението?,A: Да премахнат несигурността зад физическите действия
Според откъса кое от следните е точно обобщение на основната цел на изкуствения интелект?,D: Автоматизиране на задачите
Според откъса с кое от следните изкуственият интелект е често свързван?,C: Научна фантастика
Според откъса кое от следните е силна страна на някого с конвергентен модел на мислене?,D: Запомняне на модели
Според откъса кое от следните не се смята за фокус на конвергентния начин на мислене?,B: Работа без бързане
Според откъса кое от следните не би било сметнато за микроизражение?,"D: Вдигане на палец нагоре

Това действие е съзнателен жест, а не неволно, краткотрайно лицево движение като микроизразите, които включват действия като смръщване на веждите или бързо премигване."
Кое от следните твърдения за интерпретирането на микроизраженията не е вярно?,"C: Интерпретират се както речта, така и лицевите изражения

Това твърдение не е вярно, защото микроизраженията се отнасят само до лицевите движения и нямат връзка с интерпретирането на речта."
Кое от следните става по-важно в резултат на Ренесанса? ,B: Обмяна на знания
На кое от следните се отдава по-малко значение в резултат на Ренесанса?,A: Индивидуално припомняне
Кое от следните не отразява мотивация за използване на интернет за продължителни взаимоотношения?,C: Проучване на пътувания
Кое от следните не отразява мотивация за използване на интернет за лично участие?,A: Търсене на рецепта
Кога Западна Европа престава да зависи силно от влияния и започва да развива свой собствен стил?,A: Към края на Средновековието
В резултат на какво започва използването на копчета за закопчаване на дрехите? ,C: Кръстоносните походи
Според откъса кое от следните се смята за осъществимо дългосрочно решение на проблемите на околната среда?,C: Идентифициране на причината за проблемите
Според откъса кое от следните решения не би било сметнато за симптоматично лечение на проблемите на околната среда?,B: Премахване на корените на проблемите
"В коя държава е първата война в Европа, за чийто основен проблем се смята, че по-скоро е свързан с баланса на силите, отколкото има религиозен контекст?",D: Испания
Коя война понякога е описвана като последната „религиозна война“?,A: Тридесетгодишната война
Кой от следните аспекти на католическата църква не е разглеждан критично?,B: Дали основните принципи на религията трябва да се променят
Според откъса кой е убит във Версай?,D: Стражар
За кое от следните кралят и кралицата не са принудени от тълпата?,C: Да наблюдават обезглавяването на стражаря
Кое от следните не е резултат от британските необичайни морски военни действия?,C: Въведени са промени в международното право
Кое твърдение не описва точно британската военноморска блокада на Германия?,"D: Гарантира, че неутралните кораби няма да бъдат застрашени"
Съгласно откъса кого най-вероятно може да засегне диагнозата множествена склероза?,A: Жена на 32 години
Според откъса за какво имат нужда от повече подкрепа участниците в редовната активност?,A: Отрицателно възприемане на болката
Според откъса как обикновено се практикува фехтовката?,D: Под формата на дуел
Според откъса кое от следните би било най-ясният индикатор за вътрешно отравяне?,"D: Шишенце с лекарства, продавани само с рецепта. 

Това е най-ясният индикатор според откъса, защото наличието на отворен съд с лекарство посочва възможно вътрешно отравяне."
Според откъса коя е подходящата първа стъпка при оценка на жертва?,A: Наблюдение на мястото
Кое от следните твърдения не отразява точно процеса на проверка на жертва?,"A: Не се притеснявайте, че и Вие може да получите наранявания"
"Коя от промените, предизвикани от Френската революция, оказва значително влияния върху гражданите от работническата класа?",B: Преместване на фокуса от класата върху компетентността
На какво е по-малко вероятно да се основава успехът във военната и друга кариера след Френската революция?,B: Класа
"Коя обществена услуга се смята, че води до най-голямо недоволство в развитите държави?",C: Общественият транспорт
Според откъса какво може да се каже за транспортните системи?,"C: Те пораждат редица оплаквания от страна на тези, които ги използват"
Според откъса кое от следните може да е трудно за измерване поради непредвидимостта на водачите?,D: Поток на движение
Кое от следните се използва при математическо представяне на пътния поток?,D: Гъстота на трафика
"Какво използват Хърши и Чейс, за да присадят своето ДНК? ",D: Вируси
От какво зависи способността на една мутация да бъде предадена на следващото поколение?,A: Дали клетките са от зародишната линия
"На базата на информацията, посочена в откъса, от какво не зависи наличието на различни ефекти на мутациите?",A: Какво количество от генетичния материал е засегнато
Кое от следните не е причина за отглеждането на кози от античните култури?,C: Предлагат компания
Най-малкото количество от кое е целта на голфа?,B: Удари
Къде на игрището за голф тревата е окосена ниско?,B: На т.нар. „грийн“
Каква е обичайната цел на един експеримент?,A: Да елиминира една или повече възможни хипотези
Според откъса кое не съпътства научните изследвания?,A: Само научният метод
Според откъса кое твърдение за торнадата не е вярно?,C: Повечето торнада продължават повече от три часа
Съгласно откъса кое от следните твърдения точно описва повечето торнада?,D: Те са в състояние да изтръгнат дървета от земята
Кое от следните неща хората започват да правят през 16-ти век?,D: Да изработват телескопи
Откога хората увеличават предмети с помощта на лещи?,C: От хиляди години
Съгласно откъса какво издава пещерата на Мохамед за неговите духовни практики и ценности?,A: Той цени спокойствието и изолацията
Според откъса за какво най-напред се използва желязо?,B: Железопътни линии
Според откъса защо дървените колела са заменени с железни?,D: Износват се заради желязото по релсите
Според откъса какво оформя индивидите в периода на романтизма?,B: Географията
