answer,percentage
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,0.89
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,0.99
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,0.99
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,0.98
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,0.99
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,0.96
mai_Deva,0.99
mai_Deva,0.84
mai_Deva,1.0
hin_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,0.84
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,0.98
mai_Deva,1.0
mai_Deva,1.0
mai_Deva,1.0
