answer,percentage
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.99
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.98
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.96
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.96
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.99
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.99
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.99
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.93
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.84
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.99
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.95
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,1.0
twi_Latn,0.96
twi_Latn,1.0
twi_Latn,1.0
