answer,percentage
min_Latn,1.0
min_Latn,0.73
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.89
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.98
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.61
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
ind_Latn,0.58
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.96
min_Latn,1.0
min_Latn,0.98
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.79
min_Latn,1.0
min_Latn,1.0
min_Latn,0.98
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,0.86
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.86
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
ind_Latn,0.6
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.98
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,0.99
min_Latn,1.0
min_Latn,0.96
min_Latn,0.98
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.9
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.79
min_Latn,1.0
min_Latn,0.8
min_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.98
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.97
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.97
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.95
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
ind_Latn,0.97
min_Latn,1.0
ind_Latn,0.98
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,0.98
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.62
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
ind_Latn,0.99
min_Latn,1.0
min_Latn,1.0
min_Latn,1.0
min_Latn,0.96
min_Latn,1.0
