answer,percentage
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,0.93
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
uig_Arab,1.0
