answer,percentage
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,0.99
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,0.99
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,0.97
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,0.99
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,0.99
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
kab_Latn,1.0
